,imed_reg_code,n_significativo,1,2,3,4,cluster,concentracao,distancia
265,310050,0.8235294117647058,0.058823529411764705,0.0,0.11764705882352941,0.0,3,0.7870051858976265,18.941221706746347
266,310051,0.8823529411764706,0.0,0.058823529411764705,0.058823529411764705,0.0,2,0.8554729160146463,20.279183828913236
267,310052,0.7647058823529411,0.058823529411764705,0.17647058823529413,0.0,0.0,2,0.7240313897112453,11.287415440031538
268,310053,0.7647058823529411,0.11764705882352941,0.0,0.11764705882352941,0.0,1,0.718032683278453,6.198691001032968
269,310054,0.8235294117647058,0.0,0.0,0.17647058823529413,0.0,3,0.7979211744853256,43.31531659757579
270,310055,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.0,3,0.3553837051057227,7.942808259800343
271,310056,0.6470588235294118,0.23529411764705882,0.0,0.11764705882352941,0.0,1,0.5998846486579748,72.39153230418245
272,310057,0.8235294117647058,0.058823529411764705,0.0,0.11764705882352941,0.0,3,0.7870051858976265,91.43014064721352
273,310058,0.8235294117647058,0.058823529411764705,0.0,0.11764705882352941,0.0,3,0.7870051858976265,71.00047398939736
274,310059,0.4117647058823529,0.23529411764705882,0.0,0.35294117647058826,0.0,3,0.4322628957852667,61.042584616706705
275,310060,0.7647058823529411,0.11764705882352941,0.0,0.11764705882352941,0.0,1,0.718032683278453,44.442185435745756
276,310061,0.7058823529411765,0.17647058823529413,0.0,0.11764705882352941,0.0,1,0.6550311015094142,66.88235179042496
277,310062,0.7058823529411765,0.11764705882352941,0.0,0.17647058823529413,0.0,3,0.6550311015094142,77.96905812397544
278,310063,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,3,0.6280634265900771,72.70105572635757
279,310064,0.6470588235294118,0.23529411764705882,0.0,0.11764705882352941,0.0,1,0.5998846486579748,19.890518704157373
280,310065,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,1,0.6416889479197477,10.952162896876283
281,310066,0.5882352941176471,0.17647058823529413,0.0,0.11764705882352941,0.11764705882352941,1,0.5060191333554487,96.86249833131929
282,310067,0.8235294117647058,0.058823529411764705,0.0,0.11764705882352941,0.0,3,0.7870051858976265,91.5366526229154
283,310068,0.8235294117647058,0.0,0.058823529411764705,0.11764705882352941,0.0,3,0.7870051858976265,47.9896386832781
284,310069,0.8235294117647058,0.0,0.0,0.17647058823529413,0.0,3,0.7979211744853256,56.52767667009461
285,310070,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,3,0.7119834374653061,105.65539817599587
286,320001,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,1,0.6141356769947383,20.18805297394212
287,320002,0.4117647058823529,0.5882352941176471,0.0,0.0,0.0,1,0.6280634265900771,62.12086132832749
288,320003,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.0,0.0,1,0.5549400665915649,111.21919369874728
289,320004,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,1,0.6280634265900771,54.13865685855314
290,320005,0.6470588235294118,0.35294117647058826,0.0,0.0,0.0,1,0.6550311015094143,27.086144599845504
291,320006,0.7647058823529411,0.23529411764705882,0.0,0.0,0.0,1,0.7417364831128523,107.02408475200838
292,320007,0.7647058823529411,0.23529411764705882,0.0,0.0,0.0,1,0.7417364831128523,5.33278144947508
293,320008,0.7058823529411765,0.29411764705882354,0.0,0.0,0.0,1,0.6935191836795055,47.386161150608
294,330001,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0,3,0.8605140493133996,2.5033733955210837
295,330002,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.0,0.0,1,0.8554729160146463,23.64454041662993
296,330003,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0,3,0.8605140493133996,32.70123670860479
297,330004,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0,3,0.8605140493133996,12.842508828009622
298,330005,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.0,0.0,1,0.8554729160146463,5.069380560169715
299,330006,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,3,0.9282196375329118,32.32403080194793
300,330007,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,3,0.9282196375329118,26.287732608815336
301,330008,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,33.45493550923299
302,330009,0.9411764705882353,0.0,0.0,0.0,0.058823529411764705,4,0.9282196375329118,12.181734695644893
303,330010,0.7647058823529411,0.0,0.17647058823529413,0.058823529411764705,0.0,2,0.7240313897112453,14.105250212349372
304,330011,1.0,0.0,0.0,0.0,0.0,1,1.0,7.340459505339836
305,330012,0.8235294117647058,0.058823529411764705,0.0,0.11764705882352941,0.0,3,0.7870051858976265,43.31679172359481
306,330013,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0,3,0.8605140493133996,19.77041429224036
307,330014,0.8235294117647058,0.0,0.0,0.17647058823529413,0.0,3,0.7979211744853256,13.128436544049036
308,350001,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,2,0.8605140493133996,7.643047251046236
309,350002,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,2,0.9282196375329118,39.66598579076821
310,350003,1.0,0.0,0.0,0.0,0.0,1,1.0,9.248745460456623
311,350004,1.0,0.0,0.0,0.0,0.0,1,1.0,8.990922513449863
312,350005,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,17.599949088159896
313,350006,1.0,0.0,0.0,0.0,0.0,1,1.0,14.537561240215993
314,350007,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,74.25541925225883
315,350008,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,2,0.8605140493133996,37.06433259797181
316,350009,1.0,0.0,0.0,0.0,0.0,1,1.0,8.512546779184937
317,350010,0.8823529411764706,0.11764705882352941,0.0,0.0,0.0,1,0.8605140493133996,15.26037506279958
318,350011,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,5.332283776357125
319,350012,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,2,0.9282196375329118,10.312699929074828
320,350013,1.0,0.0,0.0,0.0,0.0,1,1.0,4.437900516186473
321,350014,1.0,0.0,0.0,0.0,0.0,1,1.0,10.493973089760843
322,350015,1.0,0.0,0.0,0.0,0.0,1,1.0,23.23819601378379
323,350016,1.0,0.0,0.0,0.0,0.0,1,1.0,10.398067156797612
324,350017,1.0,0.0,0.0,0.0,0.0,1,1.0,54.888878502436896
325,350018,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,2,0.9282196375329118,28.044533758477286
326,350019,1.0,0.0,0.0,0.0,0.0,1,1.0,6.448544507573036
327,350020,1.0,0.0,0.0,0.0,0.0,1,1.0,9.654438748861274
328,350021,1.0,0.0,0.0,0.0,0.0,1,1.0,67.45526912179646
329,350022,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,29.149731670211157
330,350023,1.0,0.0,0.0,0.0,0.0,1,1.0,13.814708589162624
331,350024,1.0,0.0,0.0,0.0,0.0,1,1.0,48.217036471026326
332,350025,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,10.808426056128287
333,350026,1.0,0.0,0.0,0.0,0.0,1,1.0,7.320970149332019
334,350027,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,13.615772544832115
335,350028,1.0,0.0,0.0,0.0,0.0,1,1.0,14.428280764888802
336,350029,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,1,0.9282196375329118,11.582146006486244
337,350030,1.0,0.0,0.0,0.0,0.0,1,1.0,37.81122557909181
338,350031,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0,3,0.6935191836795055,5.1442511764744845
339,350032,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0,3,0.8605140493133996,7.451979420779411
340,350033,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0,3,0.6935191836795055,8.184958372144896
341,350034,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0,3,0.6935191836795055,42.00055437293374
342,350035,0.8235294117647058,0.0,0.0,0.17647058823529413,0.0,3,0.7979211744853256,13.785795482558008
343,350036,1.0,0.0,0.0,0.0,0.0,1,1.0,29.94439958613812
344,350037,0.8235294117647058,0.0,0.0,0.17647058823529413,0.0,3,0.7979211744853256,16.069346430147792
345,350038,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,2,0.9282196375329118,11.609473667130535
346,350039,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,3,0.9282196375329118,6.316499382524638
347,350040,0.8823529411764706,0.0,0.0,0.058823529411764705,0.058823529411764705,3,0.8554729160146463,12.986663116023646
348,350041,1.0,0.0,0.0,0.0,0.0,1,1.0,8.198497219285441
