imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.2563358431410334,norte,0
Ariquemes,110002,244267.98213300004,-0.4933498982928597,norte,0
Jaru,110003,120564.550067,-0.5370903897929612,norte,0
Ji-Paraná,110004,304025.6776749999,-0.42625752338198475,norte,0
Cacoal,110005,302589.83598300006,-0.6055377076694468,norte,0
Vilhena,110006,165292.086385,-0.7395222542561117,norte,0
Rio Branco,120001,504876.57074800006,0.8293959806955584,norte,0
Brasiléia,120002,72338.13942400001,-0.4410427256834371,norte,0
Sena Madureira,120003,62990.199089999995,1.029263445950257,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.604215371498582,norte,0
Tarauacá,120005,90942.145483,-0.21467476298543492,norte,0
Manaus,130001,2569981.538139,-0.2810859724312835,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.5676454531511496,norte,0
Coari,130003,156942.81565,0.44343047904588095,norte,0
Manacapuru,130004,144349.73552,0.30092514994631386,norte,0
Tefé,130005,182082.64676700003,0.8752289318129921,norte,0
Tabatinga,130006,231873.164687,-0.7640725062970227,norte,0
Eirunepé,130007,101999.009491,0.21266367191473465,norte,0
Lábrea,130008,130885.96567100001,1.098952024290838,norte,0
Manicoré,130009,161550.21102,-0.444330409883947,norte,0
Parintins,130010,249841.37481000004,-0.5783181491943868,norte,0
Itacoatiara,130011,173964.624469,0.29182862635040874,norte,0
Boa Vista,140001,473642.83966299996,1.2372237999228082,norte,0
Pacaraima,140002,55863.802617,-0.4362913513360531,norte,0
Rorainópolis,140003,63088.226788,-0.5835694434461681,norte,0
Caracaraí,140004,38586.120428999995,-0.15951987892385022,norte,0
Belém,150001,2592933.5334,-0.3945340024767913,norte,0
Cametá,150002,227778.21129,-0.6601650261089496,norte,3
Abaetetuba,150003,439624.04368,-0.9398171822640379,norte,3
Castanhal,150004,518779.56397599995,-0.6269290615381167,norte,3
Bragança,150005,313089.568425,-0.7275816816629173,norte,3
Capanema,150006,191054.418786,-0.8681889112641179,norte,3
Paragominas,150007,410930.524905,-0.9022057639679855,norte,3
Capitão Poço,150008,107161.11330300002,-0.9230937122086293,norte,3
Marabá,150009,570348.4834569999,-1.0263091211456188,norte,3
Parauapebas,150010,408077.52058,-0.4293161071160621,norte,3
Tucuruí,150011,420204.09783,-0.9533361833826919,norte,3
