imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.5412905184704448,norte,0
Ariquemes,110002,244267.98213300004,-0.4192143485677367,norte,0
Jaru,110003,120564.550067,-0.925626024786609,norte,0
Ji-Paraná,110004,304025.6776749999,0.20107269629682703,norte,0
Cacoal,110005,302589.83598300006,-0.5912471736300784,norte,0
Vilhena,110006,165292.086385,-0.4809401701731776,norte,0
Rio Branco,120001,504876.57074800006,0.36743549840865175,norte,4
Brasiléia,120002,72338.13942400001,-0.849283385296354,norte,0
Sena Madureira,120003,62990.199089999995,-1.4145526203152212,norte,3
Cruzeiro do Sul,120004,163322.92484599998,-0.4490812350435605,norte,3
Tarauacá,120005,90942.145483,-1.351221016781038,norte,3
Manaus,130001,2569981.538139,3.1993018929452965,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.7015115136479017,norte,0
Coari,130003,156942.81565,-0.1334165886798337,norte,0
Manacapuru,130004,144349.73552,1.0816269744502078,norte,0
Tefé,130005,182082.64676700003,-0.5834813870547217,norte,3
Tabatinga,130006,231873.164687,0.011322563710832735,norte,4
Eirunepé,130007,101999.009491,-1.5595285008487951,norte,0
Lábrea,130008,130885.96567100001,-1.11532352353823,norte,0
Manicoré,130009,161550.21102,-0.10324523379142957,norte,0
Parintins,130010,249841.37481000004,0.9762325976136186,norte,0
Itacoatiara,130011,173964.624469,0.6404607556401255,norte,0
Boa Vista,140001,473642.83966299996,-0.6249769309083075,norte,0
Pacaraima,140002,55863.802617,-0.059249051532776195,norte,0
Rorainópolis,140003,63088.226788,-0.9250964608564448,norte,2
Caracaraí,140004,38586.120428999995,-0.22197811887193816,norte,3
Belém,150001,2592933.5334,1.754837759484753,norte,0
Cametá,150002,227778.21129,0.2710232923386309,norte,0
Abaetetuba,150003,439624.04368,0.32520849373750593,norte,0
Castanhal,150004,518779.56397599995,1.4370538418924828,norte,0
Bragança,150005,313089.568425,0.37038962520584284,norte,0
Capanema,150006,191054.418786,1.9296729827429089,norte,0
Paragominas,150007,410930.524905,0.16607387177307437,norte,0
Capitão Poço,150008,107161.11330300002,-0.4594000763851067,norte,0
Marabá,150009,570348.4834569999,0.27457724025863783,norte,0
Parauapebas,150010,408077.52058,-1.418878523708403,norte,3
Tucuruí,150011,420204.09783,1.8573887923781907,norte,0
Redenção,150012,279895.77273,-0.950156752433464,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.3610076425439017,norte,0
Xinguara,150014,89038.29791200001,-1.3129888493615773,norte,3
Santarém,150015,445651.83932,2.090870815687995,norte,0
Itaituba,150016,251297.803402,-0.7566456964005939,norte,0
Oriximiná,150017,223524.79957299997,0.1113629062437778,norte,0
Altamira,150018,262477.021438,-0.25032841948962037,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.7518670798792978,norte,0
Breves,150020,411484.63013,-0.1611229417916831,norte,0
Soure-Salvaterra,150021,157265.792093,0.5174670150391636,norte,0
Macapá,160001,654457.36529,-0.3858589462100204,norte,3
Laranjal do Jari,160002,67333.12171,-1.4054929091017145,norte,3
Oiapoque,160003,79858.085703,-1.5561594653089186,norte,3
Porto Grande,160004,60124.417104,-1.6531497174070693,norte,3
Palmas,170001,389665.86524799996,-1.1668919240345774,norte,0
Porto Nacional,170002,104659.863133,-0.47703633605523615,norte,3
Paraíso do Tocantins,170003,120386.17455700002,-0.666272221586908,norte,0
Miracema do Tocantins,170004,45475.336239,-0.6083374541425186,norte,0
Araguaína,170005,325628.103233,-0.7090046339265702,norte,3
Guaraí,170006,86945.84316899999,-0.16572166321344878,norte,3
Colinas do Tocantins,170007,65495.96647999999,-1.064782720532664,norte,0
Tocantinópolis,170008,49789.446823,-0.3874575594479972,norte,0
Araguatins,170009,137158.76029900002,-0.42586220579384004,norte,0
Gurupi,170010,181173.013458,-0.4843729457560706,norte,0
Dianópolis,170011,83869.633012,-0.2877611511565875,norte,3
São Luís,210001,1676128.6191400003,3.595785549360073,nordeste,0
Pinheiro,210002,341442.109984,-0.10173256770786293,nordeste,0
Chapadinha,210003,277946.115811,-0.34613435254609615,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.24781165612585004,nordeste,2
Viana,210005,257692.15209,0.6576348079300979,nordeste,0
Barreirinhas,210006,133084.28007,-0.6823228331445682,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.33586527296592084,nordeste,0
Cururupu,210008,122984.01033999998,-0.7526214820762633,nordeste,2
Santa Inês,210009,451846.73544499994,-0.5428739982396663,nordeste,0
Bacabal,210010,405800.035922,0.4957326526268813,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.7919674890298913,nordeste,0
Pedreiras,210012,184672.964411,-0.7146631552545014,nordeste,0
Caxias,210013,268928.562695,-0.2888868320669045,nordeste,0
Timon,210014,258592.85308,0.8216548279275199,nordeste,0
Codó,210015,228457.45221000002,2.035364065749668,nordeste,0
Presidente Dutra,210016,237441.48151899996,-1.4144503892682139,nordeste,0
São João dos Patos,210017,145805.764558,-1.0021663244066026,nordeste,0
Colinas,210018,80821.55705,-0.5470495747839151,nordeste,3
Imperatriz,210019,532231.693353,1.6061473723562731,nordeste,4
Barra do Corda,210020,280148.643331,-0.8089444104391793,nordeste,0
