imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.7360382615114587,norte,0
Ariquemes,110002,244267.98213300004,0.1030241359713307,norte,0
Jaru,110003,120564.550067,-0.25871620032849685,norte,0
Ji-Paraná,110004,304025.6776749999,0.002491967197317641,norte,0
Cacoal,110005,302589.83598300006,-0.3553771873868619,norte,0
Vilhena,110006,165292.086385,-0.44858705517343084,norte,0
Rio Branco,120001,504876.57074800006,2.2091066481212547,norte,1
Brasiléia,120002,72338.13942400001,0.6765179383197552,norte,1
Sena Madureira,120003,62990.199089999995,0.7327351266348491,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.3523473097573442,norte,0
Tarauacá,120005,90942.145483,0.5879599684504523,norte,0
Manaus,130001,2569981.538139,2.0017063148329846,norte,1
São Gabriel da Cachoeira,130002,104242.843152,6.8770848242442515,norte,1
Coari,130003,156942.81565,4.507045847681614,norte,1
Manacapuru,130004,144349.73552,5.318939142567869,norte,1
Tefé,130005,182082.64676700003,5.281235014022647,norte,1
Tabatinga,130006,231873.164687,4.338930284354872,norte,1
Eirunepé,130007,101999.009491,-0.0025193351051029243,norte,2
Lábrea,130008,130885.96567100001,1.7160048453212065,norte,1
Manicoré,130009,161550.21102,0.1709211298211112,norte,1
Parintins,130010,249841.37481000004,2.5309989982944647,norte,0
Itacoatiara,130011,173964.624469,2.591302525411044,norte,1
Boa Vista,140001,473642.83966299996,2.0976229723586286,norte,0
Pacaraima,140002,55863.802617,0.7266294390453398,norte,1
Rorainópolis,140003,63088.226788,1.0292041821123135,norte,1
Caracaraí,140004,38586.120428999995,-0.2972601820072746,norte,2
Belém,150001,2592933.5334,1.6377319977153995,norte,0
Cametá,150002,227778.21129,2.4315237895083963,norte,0
Abaetetuba,150003,439624.04368,1.5857383668822338,norte,0
Castanhal,150004,518779.56397599995,0.9298006552890469,norte,0
Bragança,150005,313089.568425,1.3791817817403276,norte,0
Capanema,150006,191054.418786,1.1779301563394309,norte,1
Paragominas,150007,410930.524905,0.7144673089106091,norte,1
Capitão Poço,150008,107161.11330300002,1.406371192415454,norte,1
Marabá,150009,570348.4834569999,0.10890076842533984,norte,0
Parauapebas,150010,408077.52058,2.6962004222697398,norte,0
Tucuruí,150011,420204.09783,0.0420733462258085,norte,1
Redenção,150012,279895.77273,-0.2798803842823829,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.058033502725408595,norte,0
Xinguara,150014,89038.29791200001,0.5252285925620926,norte,1
Santarém,150015,445651.83932,0.4548024018824853,norte,0
