imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.5395877159133784,norte,0
Ariquemes,110002,244267.98213300004,0.18886813354410698,norte,1
Jaru,110003,120564.550067,0.227483407326913,norte,0
Ji-Paraná,110004,304025.6776749999,-0.12266533274367507,norte,0
Cacoal,110005,302589.83598300006,-0.2704488051940984,norte,0
Vilhena,110006,165292.086385,-0.2239263462850896,norte,0
Rio Branco,120001,504876.57074800006,1.3108996826103225,norte,1
Brasiléia,120002,72338.13942400001,1.3109799339840094,norte,0
Sena Madureira,120003,62990.199089999995,1.0019314437588398,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.2419279757652661,norte,1
Tarauacá,120005,90942.145483,0.9005954565720744,norte,0
Manaus,130001,2569981.538139,0.8053132430094073,norte,1
São Gabriel da Cachoeira,130002,104242.843152,5.753428366542569,norte,1
Coari,130003,156942.81565,4.884409287490964,norte,1
Manacapuru,130004,144349.73552,2.2974311747846015,norte,1
Tefé,130005,182082.64676700003,3.7635732084571787,norte,1
Tabatinga,130006,231873.164687,2.320376556181745,norte,1
Eirunepé,130007,101999.009491,1.7151315117987813,norte,1
Lábrea,130008,130885.96567100001,1.873487686034712,norte,1
Manicoré,130009,161550.21102,1.2684463589020711,norte,1
Parintins,130010,249841.37481000004,1.6068891853869485,norte,1
Itacoatiara,130011,173964.624469,1.6408897365382225,norte,1
Boa Vista,140001,473642.83966299996,4.0391938900457145,norte,1
Pacaraima,140002,55863.802617,2.666820879278312,norte,1
Rorainópolis,140003,63088.226788,2.878982058239831,norte,1
Caracaraí,140004,38586.120428999995,0.5064204685024611,norte,1
Belém,150001,2592933.5334,0.6888277631733534,norte,0
Cametá,150002,227778.21129,2.133997236452092,norte,0
Abaetetuba,150003,439624.04368,0.6128050387334852,norte,0
Castanhal,150004,518779.56397599995,0.5107556964903917,norte,0
Bragança,150005,313089.568425,0.781622053735159,norte,0
Capanema,150006,191054.418786,0.6644718856690477,norte,0
Paragominas,150007,410930.524905,0.30729586504302836,norte,0
Capitão Poço,150008,107161.11330300002,0.9211849156065431,norte,0
Marabá,150009,570348.4834569999,0.577083285231647,norte,1
Parauapebas,150010,408077.52058,3.7520740184288446,norte,0
Tucuruí,150011,420204.09783,-0.21276612271375628,norte,2
Redenção,150012,279895.77273,0.31288516123382937,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.34387065107317777,norte,1
Xinguara,150014,89038.29791200001,1.22793143774326,norte,1
Santarém,150015,445651.83932,0.6220135040051981,norte,1
Itaituba,150016,251297.803402,2.0749015903856187,norte,1
Oriximiná,150017,223524.79957299997,0.8810434877163569,norte,1
Altamira,150018,262477.021438,1.7692998938175968,norte,0
Almeirim - Porto de Moz,150019,74686.83649,0.168864289242566,norte,1
Breves,150020,411484.63013,0.7659370824855006,norte,1
Soure-Salvaterra,150021,157265.792093,0.3601861558682185,norte,0
Macapá,160001,654457.36529,2.6393279446124516,norte,1
Laranjal do Jari,160002,67333.12171,7.108122152118607,norte,1
Oiapoque,160003,79858.085703,5.179144226630796,norte,1
Porto Grande,160004,60124.417104,6.71411208745595,norte,1
