imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.5556259942955104,norte,0
Ariquemes,110002,244267.98213300004,1.2625877575669942,norte,0
Jaru,110003,120564.550067,0.697833749796237,norte,0
Ji-Paraná,110004,304025.6776749999,0.2425331787129139,norte,0
Cacoal,110005,302589.83598300006,0.4326218565847271,norte,0
Vilhena,110006,165292.086385,0.11743277400867042,norte,0
Rio Branco,120001,504876.57074800006,-0.03850654999640971,norte,0
Brasiléia,120002,72338.13942400001,-0.5588840281192521,norte,0
Sena Madureira,120003,62990.199089999995,0.511413889015471,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-1.0937411586319998,norte,0
Tarauacá,120005,90942.145483,-0.960985943472419,norte,0
Manaus,130001,2569981.538139,-0.20557744648533455,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.9637923372372146,norte,0
Coari,130003,156942.81565,-0.7017748480923218,norte,0
Manacapuru,130004,144349.73552,0.2608219917266282,norte,4
Tefé,130005,182082.64676700003,0.2019045482315147,norte,0
Tabatinga,130006,231873.164687,-0.684009490682318,norte,0
Eirunepé,130007,101999.009491,-0.6081175894764748,norte,0
Lábrea,130008,130885.96567100001,0.3471378306380546,norte,0
Manicoré,130009,161550.21102,-0.4552805029531299,norte,0
Parintins,130010,249841.37481000004,-0.5101277474603486,norte,0
Itacoatiara,130011,173964.624469,-0.3449602740387684,norte,0
Boa Vista,140001,473642.83966299996,0.4936997270489325,norte,0
Pacaraima,140002,55863.802617,-0.7262454000056425,norte,0
Rorainópolis,140003,63088.226788,-1.2228459433035692,norte,0
Caracaraí,140004,38586.120428999995,-0.39698529759611656,norte,0
Belém,150001,2592933.5334,-0.6897037264918392,norte,3
Cametá,150002,227778.21129,-0.7050839269135083,norte,3
Abaetetuba,150003,439624.04368,-0.46164789260898487,norte,3
Castanhal,150004,518779.56397599995,-1.0978630194776813,norte,3
Bragança,150005,313089.568425,-1.2920091019681466,norte,3
Capanema,150006,191054.418786,-1.1667375088322778,norte,3
Paragominas,150007,410930.524905,-1.0191642532558944,norte,3
Capitão Poço,150008,107161.11330300002,-0.9550184447722135,norte,3
Marabá,150009,570348.4834569999,-1.0901564314433907,norte,3
Parauapebas,150010,408077.52058,-1.0624786777455684,norte,0
Tucuruí,150011,420204.09783,-1.347838242630814,norte,3
Redenção,150012,279895.77273,-0.9325992989728392,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.28862789695371655,norte,3
Xinguara,150014,89038.29791200001,-0.07188526787797642,norte,0
