imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,3.4977481612330634,norte,1
Ariquemes,110002,244267.98213300004,0.8722698483338727,norte,1
Jaru,110003,120564.550067,0.4689396772412468,norte,1
Ji-Paraná,110004,304025.6776749999,-0.4020873779365926,norte,2
Cacoal,110005,302589.83598300006,0.3674618991738991,norte,0
Vilhena,110006,165292.086385,0.5410229897722983,norte,0
Rio Branco,120001,504876.57074800006,-0.5499945154103949,norte,2
Brasiléia,120002,72338.13942400001,1.5168316406317148,norte,0
Sena Madureira,120003,62990.199089999995,1.0399937269747876,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.5154355161842059,norte,1
Tarauacá,120005,90942.145483,1.2837761921176294,norte,0
Manaus,130001,2569981.538139,-0.6426196022355846,norte,2
São Gabriel da Cachoeira,130002,104242.843152,3.100560072506237,norte,1
Coari,130003,156942.81565,-0.6485988187177141,norte,2
Manacapuru,130004,144349.73552,-0.513602829508597,norte,2
Tefé,130005,182082.64676700003,0.07111059993304747,norte,1
Tabatinga,130006,231873.164687,0.01592639574517481,norte,0
Eirunepé,130007,101999.009491,2.3895994738479214,norte,1
Lábrea,130008,130885.96567100001,3.953995097380794,norte,1
Manicoré,130009,161550.21102,1.2654900815885506,norte,1
Parintins,130010,249841.37481000004,-0.2453887040173115,norte,2
Itacoatiara,130011,173964.624469,-0.3883483027470082,norte,2
Boa Vista,140001,473642.83966299996,4.937918321764524,norte,1
Pacaraima,140002,55863.802617,2.0061698983803065,norte,1
Rorainópolis,140003,63088.226788,5.944150651726464,norte,1
Caracaraí,140004,38586.120428999995,1.5313941963084923,norte,1
Belém,150001,2592933.5334,-0.4561164950592809,norte,0
Cametá,150002,227778.21129,-0.0708249051226542,norte,0
Abaetetuba,150003,439624.04368,-0.943609608850015,norte,0
Castanhal,150004,518779.56397599995,-0.9880619387989064,norte,0
Bragança,150005,313089.568425,-0.5943086258155496,norte,0
Capanema,150006,191054.418786,-0.628839957594001,norte,0
Paragominas,150007,410930.524905,-0.289729014951504,norte,0
Capitão Poço,150008,107161.11330300002,1.5400836405292495,norte,4
Marabá,150009,570348.4834569999,-0.45673333418940165,norte,0
Parauapebas,150010,408077.52058,1.2794470540014216,norte,0
Tucuruí,150011,420204.09783,-1.0137943406789236,norte,0
Redenção,150012,279895.77273,0.19905017841565506,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.2027773741524078,norte,0
Xinguara,150014,89038.29791200001,2.2936253903668367,norte,0
Santarém,150015,445651.83932,-0.3412483945598416,norte,2
Itaituba,150016,251297.803402,0.5250287680848738,norte,0
Oriximiná,150017,223524.79957299997,1.9818599056422619,norte,1
Altamira,150018,262477.021438,1.0651671840474854,norte,0
Almeirim - Porto de Moz,150019,74686.83649,0.11602601883777902,norte,0
Breves,150020,411484.63013,-0.19413527722781276,norte,0
Soure-Salvaterra,150021,157265.792093,-0.39625581715390623,norte,0
Macapá,160001,654457.36529,-0.08281899642376525,norte,2
Laranjal do Jari,160002,67333.12171,1.4428897861004026,norte,0
Oiapoque,160003,79858.085703,1.3058182494503274,norte,0
Porto Grande,160004,60124.417104,1.6564351158887913,norte,0
Palmas,170001,389665.86524799996,0.7736999149311459,norte,0
Porto Nacional,170002,104659.863133,1.0030392413948306,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.15457397005946436,norte,0
Miracema do Tocantins,170004,45475.336239,1.1595675247785817,norte,0
Araguaína,170005,325628.103233,2.017970670805367,norte,0
Guaraí,170006,86945.84316899999,0.5147816341777431,norte,1
Colinas do Tocantins,170007,65495.96647999999,-0.5723808703729519,norte,0
Tocantinópolis,170008,49789.446823,0.9289743114475175,norte,0
Araguatins,170009,137158.76029900002,0.3686596903826452,norte,0
Gurupi,170010,181173.013458,0.8822316943077295,norte,0
Dianópolis,170011,83869.633012,-0.039088484919859466,norte,0
São Luís,210001,1676128.6191400003,-0.9193355183435846,nordeste,3
Pinheiro,210002,341442.109984,-0.9095139201118241,nordeste,3
Chapadinha,210003,277946.115811,-0.714058811698641,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.8791854095952752,nordeste,3
Viana,210005,257692.15209,-1.0415351634492964,nordeste,0
Barreirinhas,210006,133084.28007,-0.9292258852541132,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.3882520896489806,nordeste,0
Cururupu,210008,122984.01033999998,-0.200562140269186,nordeste,3
Santa Inês,210009,451846.73544499994,-0.25459142725103673,nordeste,0
Bacabal,210010,405800.035922,-0.03971334977836032,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.7754424354559286,nordeste,0
Pedreiras,210012,184672.964411,0.3806155533914361,nordeste,0
Caxias,210013,268928.562695,0.6214110037566783,nordeste,0
Timon,210014,258592.85308,-0.45885948923198266,nordeste,2
Codó,210015,228457.45221000002,-1.2209655890225932,nordeste,0
Presidente Dutra,210016,237441.48151899996,0.9530062416962352,nordeste,0
