imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.06518664240912926,norte,0
Ariquemes,110002,244267.98213300004,-0.48748913631184737,norte,0
Jaru,110003,120564.550067,-0.8251040207310129,norte,0
Ji-Paraná,110004,304025.6776749999,-0.3327500560999664,norte,0
Cacoal,110005,302589.83598300006,-0.5633947236825563,norte,0
Vilhena,110006,165292.086385,-0.460541974274705,norte,0
Rio Branco,120001,504876.57074800006,0.8130251916288154,norte,0
Brasiléia,120002,72338.13942400001,-0.49334378564382486,norte,0
Sena Madureira,120003,62990.199089999995,-0.9876839957630185,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.39414763373199196,norte,3
Tarauacá,120005,90942.145483,-0.8869488694675387,norte,0
Manaus,130001,2569981.538139,1.6746332496255718,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.8153970699806606,norte,0
Coari,130003,156942.81565,-0.6502041112846663,norte,0
Manacapuru,130004,144349.73552,0.5965188664405555,norte,0
Tefé,130005,182082.64676700003,-0.31101165864279534,norte,3
Tabatinga,130006,231873.164687,0.07010783799638655,norte,0
Eirunepé,130007,101999.009491,-1.2413216368350215,norte,0
Lábrea,130008,130885.96567100001,-1.0269524512231347,norte,0
Manicoré,130009,161550.21102,-0.07722056765462584,norte,0
Parintins,130010,249841.37481000004,0.0008733787507561354,norte,0
Itacoatiara,130011,173964.624469,-0.3412651623734758,norte,0
Boa Vista,140001,473642.83966299996,-0.511483989159681,norte,0
Pacaraima,140002,55863.802617,-0.4807036272914513,norte,0
Rorainópolis,140003,63088.226788,-1.067931955435627,norte,0
Caracaraí,140004,38586.120428999995,-0.6976750573636313,norte,3
Belém,150001,2592933.5334,2.849395014681097,norte,0
Cametá,150002,227778.21129,-0.05823122348173728,norte,0
Abaetetuba,150003,439624.04368,0.4691788262420994,norte,0
Castanhal,150004,518779.56397599995,1.8518075601836816,norte,0
Bragança,150005,313089.568425,0.4091470388872448,norte,0
Capanema,150006,191054.418786,1.4298868255894157,norte,0
Paragominas,150007,410930.524905,0.3212904195265573,norte,0
Capitão Poço,150008,107161.11330300002,-0.20655048972291343,norte,0
Marabá,150009,570348.4834569999,0.32382141436832224,norte,0
Parauapebas,150010,408077.52058,-0.8851853808246725,norte,0
Tucuruí,150011,420204.09783,2.17957801816241,norte,0
Redenção,150012,279895.77273,-0.6466557207554028,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-0.9856083021421563,norte,0
Xinguara,150014,89038.29791200001,-1.1558434602785874,norte,3
Santarém,150015,445651.83932,0.9041348527961882,norte,0
Itaituba,150016,251297.803402,-0.3879056241091086,norte,0
Oriximiná,150017,223524.79957299997,0.09563329570747552,norte,0
Altamira,150018,262477.021438,-0.1688635949946042,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.3366606663235092,norte,0
Breves,150020,411484.63013,0.12593717591974374,norte,0
Soure-Salvaterra,150021,157265.792093,0.550562995184977,norte,1
Macapá,160001,654457.36529,-0.23175345505742892,norte,3
Laranjal do Jari,160002,67333.12171,-0.8989245046983357,norte,0
Oiapoque,160003,79858.085703,-1.14001131673865,norte,3
Porto Grande,160004,60124.417104,-1.3002360663481243,norte,3
Palmas,170001,389665.86524799996,-1.0307020059224123,norte,0
Porto Nacional,170002,104659.863133,-0.7007662185978399,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.3118003683744228,norte,0
Miracema do Tocantins,170004,45475.336239,-0.38401720729332184,norte,0
Araguaína,170005,325628.103233,-0.548923533734144,norte,0
Guaraí,170006,86945.84316899999,-0.046898609441987725,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.7622040313215144,norte,0
Tocantinópolis,170008,49789.446823,-0.21462959516462204,norte,0
Araguatins,170009,137158.76029900002,-0.1778387781051568,norte,0
Gurupi,170010,181173.013458,-0.8958328272312391,norte,0
Dianópolis,170011,83869.633012,0.28566749068435177,norte,4
São Luís,210001,1676128.6191400003,3.148388142908289,nordeste,0
Pinheiro,210002,341442.109984,-0.5791234024767224,nordeste,0
Chapadinha,210003,277946.115811,-0.5786822714600648,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.591392733091528,nordeste,0
Viana,210005,257692.15209,-0.0352703259538695,nordeste,0
Barreirinhas,210006,133084.28007,0.5067268596884196,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.47369095983992254,nordeste,0
Cururupu,210008,122984.01033999998,-0.5789287801543994,nordeste,2
Santa Inês,210009,451846.73544499994,-0.6674868211530559,nordeste,0
Bacabal,210010,405800.035922,-0.4104325887346196,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-0.6204787434096272,nordeste,0
Pedreiras,210012,184672.964411,-0.7525407436892013,nordeste,3
Caxias,210013,268928.562695,-0.2908328282714095,nordeste,0
Timon,210014,258592.85308,0.15379527255351838,nordeste,0
Codó,210015,228457.45221000002,-0.8659443597429467,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.262942401899508,nordeste,0
São João dos Patos,210017,145805.764558,-1.0740655580672807,nordeste,0
Colinas,210018,80821.55705,-0.37002638234606566,nordeste,3
Imperatriz,210019,532231.693353,0.48936151379512294,nordeste,4
Barra do Corda,210020,280148.643331,-1.0395304007317545,nordeste,3
Açailândia,210021,270352.99432999996,-0.7180235540880913,nordeste,0
Balsas,210022,230084.23996099998,-1.1982043548244399,nordeste,0
Teresina,220001,1134373.896284,0.7571874347225017,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.345637420515181,nordeste,0
Campo Maior,220003,136084.484612,-0.37741529102858323,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.750264684296588,nordeste,0
Barras,220005,94902.30242899999,-0.28391675609284217,nordeste,0
Parnaíba,220006,282098.81894,-0.18217388331042245,nordeste,0
Piripiri,220007,174437.123889,0.07987369950644348,nordeste,0
Esperantina,220008,146372.46837199997,-0.4896523040068721,nordeste,0
