imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.3545254512314404,norte,0
Ariquemes,110002,244267.98213300004,-0.20189875280293598,norte,0
Jaru,110003,120564.550067,-0.4307732331832158,norte,0
Ji-Paraná,110004,304025.6776749999,-0.41665584266600936,norte,0
Cacoal,110005,302589.83598300006,-0.32265990664018074,norte,0
Vilhena,110006,165292.086385,-0.501397913125579,norte,0
Rio Branco,120001,504876.57074800006,0.8375151719597134,norte,0
Brasiléia,120002,72338.13942400001,-0.4242751418730302,norte,0
Sena Madureira,120003,62990.199089999995,0.15940101942273738,norte,0
Cruzeiro do Sul,120004,163322.92484599998,2.0318629921214484,norte,0
Tarauacá,120005,90942.145483,-0.0957578100075188,norte,0
Manaus,130001,2569981.538139,3.237077218836689,norte,1
São Gabriel da Cachoeira,130002,104242.843152,6.040642683442745,norte,1
Coari,130003,156942.81565,6.016211793392558,norte,1
Manacapuru,130004,144349.73552,8.822443794300876,norte,1
Tefé,130005,182082.64676700003,6.1111766025818355,norte,1
Tabatinga,130006,231873.164687,6.152517858927728,norte,1
Eirunepé,130007,101999.009491,0.10444014985909215,norte,1
Lábrea,130008,130885.96567100001,2.8064834691693656,norte,1
Manicoré,130009,161550.21102,0.256947038640787,norte,1
Parintins,130010,249841.37481000004,3.5610516605994134,norte,1
Itacoatiara,130011,173964.624469,4.208490490611485,norte,1
Boa Vista,140001,473642.83966299996,1.4374756111670322,norte,0
Pacaraima,140002,55863.802617,0.6752156650569394,norte,0
Rorainópolis,140003,63088.226788,1.3873882956664763,norte,1
Caracaraí,140004,38586.120428999995,-0.16040575913574673,norte,2
Belém,150001,2592933.5334,2.436545022459402,norte,0
Cametá,150002,227778.21129,3.4779445278579693,norte,0
Abaetetuba,150003,439624.04368,2.0110276985698814,norte,1
Castanhal,150004,518779.56397599995,0.9307041363579368,norte,0
Bragança,150005,313089.568425,0.306437985252225,norte,0
Capanema,150006,191054.418786,1.04911346778011,norte,0
Paragominas,150007,410930.524905,0.22530808276399378,norte,1
Capitão Poço,150008,107161.11330300002,1.8911787694607247,norte,0
Marabá,150009,570348.4834569999,0.03130518350874921,norte,0
Parauapebas,150010,408077.52058,0.2943265279459302,norte,0
Tucuruí,150011,420204.09783,-0.027481936019026407,norte,2
Redenção,150012,279895.77273,-0.20890231627972303,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.18901260294257058,norte,0
Xinguara,150014,89038.29791200001,0.3633921287483945,norte,0
Santarém,150015,445651.83932,0.2253175735317288,norte,0
Itaituba,150016,251297.803402,-0.21266308504995002,norte,2
Oriximiná,150017,223524.79957299997,-0.3133666121930293,norte,2
Altamira,150018,262477.021438,1.1680042511883626,norte,0
Almeirim - Porto de Moz,150019,74686.83649,2.244934380269637,norte,1
Breves,150020,411484.63013,1.0522567818461221,norte,1
Soure-Salvaterra,150021,157265.792093,0.3247560294779284,norte,1
Macapá,160001,654457.36529,3.2910601687121663,norte,1
Laranjal do Jari,160002,67333.12171,3.042769680407787,norte,1
Oiapoque,160003,79858.085703,0.8551383310905377,norte,1
Porto Grande,160004,60124.417104,3.6342614516909006,norte,1
Palmas,170001,389665.86524799996,0.05146534792224117,norte,0
Porto Nacional,170002,104659.863133,-0.38693897547573325,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.11599467651405482,norte,0
Miracema do Tocantins,170004,45475.336239,-0.22498587975809403,norte,0
Araguaína,170005,325628.103233,2.0344082807891417,norte,0
Guaraí,170006,86945.84316899999,-0.3847443915367541,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.12028667175721001,norte,0
Tocantinópolis,170008,49789.446823,0.5363692352551556,norte,1
Araguatins,170009,137158.76029900002,0.972339518870945,norte,1
Gurupi,170010,181173.013458,0.16557232185977694,norte,0
Dianópolis,170011,83869.633012,-0.558677844559639,norte,0
São Luís,210001,1676128.6191400003,1.9283922199646466,nordeste,0
Pinheiro,210002,341442.109984,0.2391563944662998,nordeste,0
Chapadinha,210003,277946.115811,1.7635986791316518,nordeste,0
Itapecuru Mirim,210004,298355.59337,0.03550577269242562,nordeste,1
Viana,210005,257692.15209,0.7081715374630358,nordeste,0
Barreirinhas,210006,133084.28007,0.34911329163910243,nordeste,1
Tutóia - Araioses,210007,207214.69482999996,0.22979277046920366,nordeste,0
Cururupu,210008,122984.01033999998,0.10115149539442939,nordeste,0
Santa Inês,210009,451846.73544499994,1.5923229678442286,nordeste,0
Bacabal,210010,405800.035922,0.5308964019234945,nordeste,1
Governador Nunes Freire,210011,224565.45183500004,-0.011179067181293259,nordeste,2
Pedreiras,210012,184672.964411,2.0599638965831106,nordeste,0
Caxias,210013,268928.562695,-0.09737989581472428,nordeste,0
Timon,210014,258592.85308,-0.23230177354989084,nordeste,0
Codó,210015,228457.45221000002,0.8121559753596693,nordeste,1
Presidente Dutra,210016,237441.48151899996,0.9769508046083912,nordeste,0
São João dos Patos,210017,145805.764558,-0.5061144658771851,nordeste,0
Colinas,210018,80821.55705,-0.20849017068266718,nordeste,0
Imperatriz,210019,532231.693353,2.0785775104094277,nordeste,1
Barra do Corda,210020,280148.643331,0.8140717312619261,nordeste,1
Açailândia,210021,270352.99432999996,0.8387502406876638,nordeste,0
Balsas,210022,230084.23996099998,0.5980065442426619,nordeste,0
Teresina,220001,1134373.896284,0.5401923443255011,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.12060396100657263,nordeste,0
Campo Maior,220003,136084.484612,0.5529593466560919,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.35119180260191374,nordeste,0
Barras,220005,94902.30242899999,-0.24004708397336985,nordeste,0
Parnaíba,220006,282098.81894,-0.17853331696138133,nordeste,0
Piripiri,220007,174437.123889,-0.20950820366980621,nordeste,0
Esperantina,220008,146372.46837199997,-0.008757718150890034,nordeste,0
Picos,220009,291225.751458,0.01922118163470704,nordeste,0
Paulistana,220010,79939.350837,-0.5866955983063413,nordeste,0
Oeiras,220011,68545.96854100001,0.13320980628606255,nordeste,0
Simplício Mendes,220012,41332.865334999995,0.09552336875860376,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.4348976265321319,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.5866955983063413,nordeste,0
Corrente,220015,120522.36767299999,-0.27825837363770434,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.13431571216900512,nordeste,0
Floriano,220017,124347.35358400001,-0.17095332112694833,nordeste,0
Uruçuí,220018,61936.30414100001,0.5135528578657268,nordeste,0
Canto do Buriti,220019,49014.573814,-0.44287069838125015,nordeste,0
Fortaleza,230001,4212262.35793,2.3866805443993337,nordeste,1
Itapipoca,230002,311590.29093,2.0075589236647513,nordeste,1
Redenção-Acarape,230003,229672.19836,0.9582264686295169,nordeste,1
Canindé,230004,204751.35333000004,0.6642481283700269,nordeste,1
Itapagé,230005,156725.52479,0.6427580957988114,nordeste,1
Quixadá,230006,333010.95934999996,0.6622766729316235,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.6746438768954691,nordeste,0
Aracati,230008,152228.60224,0.1542443900993006,nordeste,1
Iguatu,230009,330687.50607,-0.18165819942932196,nordeste,0
Icó,230010,110782.59877,0.2617548806123215,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.36035291795354785,nordeste,0
Brejo Santo,230012,188837.72431,-0.41248389212317643,nordeste,0
Crateús,230013,247029.53571999999,0.012584318629821274,nordeste,0
Tauá,230014,92350.27985,-0.026908968268930383,nordeste,0
Sobral,230015,613519.6217039999,1.2670706097352784,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.002247517053349694,nordeste,0
Acaraú,230017,216118.57382999998,2.120660053942329,nordeste,1
Camocim,230018,144405.99371,0.35710626561061193,nordeste,0
Natal,240001,1743859.074166,0.16695484498622779,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.48126457195676153,nordeste,0
Canguaretama,240003,139853.969338,-0.21704965843814214,nordeste,0
Santa Cruz,240004,99814.195614,-0.3166547428099042,nordeste,0
João Câmara,240005,73448.84682600001,-0.5204866901848685,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.3641916024930435,nordeste,0
