imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.7245440320470635,norte,0
Ariquemes,110002,244267.98213300004,-0.09562383255937414,norte,2
Jaru,110003,120564.550067,1.4782345231645844,norte,0
Ji-Paraná,110004,304025.6776749999,-0.2798035100278483,norte,2
Cacoal,110005,302589.83598300006,-0.3378189946551011,norte,0
Vilhena,110006,165292.086385,-0.2259932894499606,norte,0
Rio Branco,120001,504876.57074800006,0.2447899103451889,norte,1
Brasiléia,120002,72338.13942400001,1.121879381220403,norte,0
Sena Madureira,120003,62990.199089999995,0.6898206529553684,norte,0
Cruzeiro do Sul,120004,163322.92484599998,0.614662116744506,norte,1
Tarauacá,120005,90942.145483,0.724845836038489,norte,0
Manaus,130001,2569981.538139,-0.37239996300081724,norte,2
São Gabriel da Cachoeira,130002,104242.843152,5.558736426445432,norte,1
Coari,130003,156942.81565,9.743569822902446,norte,1
Manacapuru,130004,144349.73552,-0.22439626008516667,norte,2
Tefé,130005,182082.64676700003,0.8253761900918279,norte,1
Tabatinga,130006,231873.164687,0.028368821194525908,norte,1
Eirunepé,130007,101999.009491,3.658825233147801,norte,0
Lábrea,130008,130885.96567100001,0.9551602144981753,norte,1
Manicoré,130009,161550.21102,2.0134377716238068,norte,1
Parintins,130010,249841.37481000004,-0.2186696555676144,norte,2
Itacoatiara,130011,173964.624469,0.5958930037604195,norte,1
Boa Vista,140001,473642.83966299996,2.927841194458684,norte,1
Pacaraima,140002,55863.802617,5.82967961123394,norte,1
Rorainópolis,140003,63088.226788,4.249167637531129,norte,1
Caracaraí,140004,38586.120428999995,1.4365599438454797,norte,1
Belém,150001,2592933.5334,-0.26357647658321276,norte,0
Cametá,150002,227778.21129,0.4832866658721167,norte,0
Abaetetuba,150003,439624.04368,-0.45466770936394435,norte,0
Castanhal,150004,518779.56397599995,-0.2605984049124397,norte,0
Bragança,150005,313089.568425,-0.27492423461976856,norte,0
Capanema,150006,191054.418786,-0.5097855469687407,norte,0
Paragominas,150007,410930.524905,0.2594281366831034,norte,0
Capitão Poço,150008,107161.11330300002,-0.17637752874526602,norte,0
Marabá,150009,570348.4834569999,0.04299246479725095,norte,0
Parauapebas,150010,408077.52058,1.9808867665565797,norte,0
Tucuruí,150011,420204.09783,-0.3062137835800931,norte,0
Redenção,150012,279895.77273,0.543759576436409,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.03812765529042968,norte,0
Xinguara,150014,89038.29791200001,0.600818833396861,norte,0
Santarém,150015,445651.83932,-0.032631777914641974,norte,2
Itaituba,150016,251297.803402,2.253435052377564,norte,0
Oriximiná,150017,223524.79957299997,0.6034550087947964,norte,1
Altamira,150018,262477.021438,1.4440952334586319,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.47914297445286097,norte,2
Breves,150020,411484.63013,0.11546982253824956,norte,0
Soure-Salvaterra,150021,157265.792093,0.010020531787200283,norte,0
Macapá,160001,654457.36529,-0.3043910737136469,norte,2
Laranjal do Jari,160002,67333.12171,2.983313171391287,norte,1
Oiapoque,160003,79858.085703,2.32998257447933,norte,1
Porto Grande,160004,60124.417104,2.6061547299373435,norte,1
Palmas,170001,389665.86524799996,0.44605543023329147,norte,0
Porto Nacional,170002,104659.863133,0.5331426589537817,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.5396797340626298,norte,0
Miracema do Tocantins,170004,45475.336239,0.2771341975277939,norte,0
Araguaína,170005,325628.103233,0.7318372336167953,norte,0
Guaraí,170006,86945.84316899999,0.06502536263365076,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.17936931779265367,norte,0
Tocantinópolis,170008,49789.446823,1.2183958778047657,norte,0
Araguatins,170009,137158.76029900002,0.14640691999859665,norte,0
Gurupi,170010,181173.013458,0.7739275228014859,norte,0
Dianópolis,170011,83869.633012,-0.510967908895821,norte,0
São Luís,210001,1676128.6191400003,-0.5368723837676495,nordeste,0
Pinheiro,210002,341442.109984,-0.398630339743961,nordeste,0
Chapadinha,210003,277946.115811,1.8027733427436088,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.555139259056866,nordeste,0
Viana,210005,257692.15209,-0.12214152705904772,nordeste,0
Barreirinhas,210006,133084.28007,-0.4797474865683172,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,0.20542917896022125,nordeste,1
Cururupu,210008,122984.01033999998,-0.3711151374969922,nordeste,0
Santa Inês,210009,451846.73544499994,0.4301623072372214,nordeste,0
Bacabal,210010,405800.035922,1.1348216699098037,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.41244726978015256,nordeste,0
Pedreiras,210012,184672.964411,0.6154367139387285,nordeste,0
Caxias,210013,268928.562695,0.27437706265943457,nordeste,0
Timon,210014,258592.85308,0.3862134107046213,nordeste,0
Codó,210015,228457.45221000002,-0.8872428616896944,nordeste,0
Presidente Dutra,210016,237441.48151899996,0.5638720100007925,nordeste,0
São João dos Patos,210017,145805.764558,-0.6688122265221608,nordeste,0
Colinas,210018,80821.55705,0.9152234630416268,nordeste,0
Imperatriz,210019,532231.693353,-0.36013665617882135,nordeste,2
Barra do Corda,210020,280148.643331,1.0841580386215093,nordeste,0
Açailândia,210021,270352.99432999996,0.7222349078701027,nordeste,0
Balsas,210022,230084.23996099998,0.9028584056346498,nordeste,0
Teresina,220001,1134373.896284,1.16068810255303,nordeste,1
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.005773997547963676,nordeste,0
Campo Maior,220003,136084.484612,0.7291256590538548,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.6644050198742781,nordeste,0
Barras,220005,94902.30242899999,2.1521007082471932,nordeste,1
Parnaíba,220006,282098.81894,1.8840740212923972,nordeste,1
Piripiri,220007,174437.123889,-0.09401669629180272,nordeste,2
Esperantina,220008,146372.46837199997,3.5474066640936757,nordeste,1
Picos,220009,291225.751458,-0.3247106679067896,nordeste,0
Paulistana,220010,79939.350837,-0.5588779367965726,nordeste,0
Oeiras,220011,68545.96854100001,0.6604030022237001,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.8622048495334563,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,0.02535379469997451,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.5216191930096974,nordeste,0
Corrente,220015,120522.36767299999,-0.7302285367040006,nordeste,0
Bom Jesus,220016,77915.88872199999,0.23741989714434938,nordeste,0
Floriano,220017,124347.35358400001,-0.6581316962587528,nordeste,0
Uruçuí,220018,61936.30414100001,1.5408721200069662,nordeste,0
Canto do Buriti,220019,49014.573814,0.181531791915246,nordeste,0
Fortaleza,230001,4212262.35793,-0.39880623604365256,nordeste,0
Itapipoca,230002,311590.29093,-0.5134288226225667,nordeste,2
Redenção-Acarape,230003,229672.19836,0.6257437360850691,nordeste,0
Canindé,230004,204751.35333000004,-0.28478804066684243,nordeste,0
Itapagé,230005,156725.52479,0.3924204155058609,nordeste,0
Quixadá,230006,333010.95934999996,0.6058226773095774,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.7013513780594404,nordeste,0
Aracati,230008,152228.60224,0.14526380084974344,nordeste,0
Iguatu,230009,330687.50607,0.5276809435594694,nordeste,0
Icó,230010,110782.59877,0.5147119700739181,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,1.8688207289777963,nordeste,0
Brejo Santo,230012,188837.72431,-0.19362343525977851,nordeste,0
Crateús,230013,247029.53571999999,0.23016022032028893,nordeste,0
Tauá,230014,92350.27985,-0.3673453685632481,nordeste,0
Sobral,230015,613519.6217039999,2.0797001521723413,nordeste,0
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.643033163304021,nordeste,1
Acaraú,230017,216118.57382999998,1.7312145917063047,nordeste,0
Camocim,230018,144405.99371,1.2316420643367978,nordeste,1
Natal,240001,1743859.074166,0.22040300267898463,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.15580295498407512,nordeste,0
Canguaretama,240003,139853.969338,-0.17370318331312096,nordeste,0
Santa Cruz,240004,99814.195614,-0.08681752832280792,nordeste,0
João Câmara,240005,73448.84682600001,-0.3194811775331331,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.6788187133208039,nordeste,0
Caicó,240007,177541.72769499998,-0.5166733303917499,nordeste,0
Currais Novos,240008,112075.386137,-0.2599447903017222,nordeste,0
Mossoró,240009,506065.532053,0.19483581395687766,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.8752424418665409,nordeste,0
Açu,240011,239683.381827,-0.15880409358793715,nordeste,0
João Pessoa,250001,1452524.6672960005,0.7898405928518654,nordeste,1
Guarabira,250002,314765.34578200005,1.5367948449106406,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,2.811439046211285,nordeste,0
Itabaiana,250004,63753.31175000001,1.8262596448268158,nordeste,0
Campina Grande,250005,931376.7193609999,0.6302731061559151,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-0.3156958092139392,nordeste,0
Monteiro,250007,56261.812517000006,-0.38366025645704105,nordeste,0
Sumé,250008,50438.907963000005,0.11321832974011738,nordeste,0
Patos,250009,265946.903487,0.2094737587485678,nordeste,0
Itaporanga,250010,122107.57574800002,0.020345438843713332,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,0.1999685581386115,nordeste,0
Pombal,250012,65066.772294999995,-0.4473390958445788,nordeste,0
Princesa Isabel,250013,62855.512667999996,-0.8579744167570135,nordeste,0
Sousa,250014,139757.42990999998,-0.640316060839912,nordeste,0
Cajazeiras,250015,153774.930903,0.2711418512911491,nordeste,0
Recife,260001,4016539.695079,-0.4958055093680809,nordeste,0
Goiana – Timbaúba,260002,340065.78466000006,-0.37855113563079495,nordeste,0
Palmares,260003,260124.782594,0.15283243789046447,nordeste,0
Limoeiro,260004,226373.37741000002,-0.016683844340898504,nordeste,0
Vitória de Santo Antão,260005,207936.9037,-0.09255189308929807,nordeste,0
Carpina,260006,183777.09359,-0.8115228285681926,nordeste,0
Barreiros - Sirinhaém,260007,161275.69727,-0.363295165765892,nordeste,0
Surubim,260008,138827.15985,-0.032860279966527836,nordeste,0
Caruaru,260009,1143502.4863800001,0.1204104766972996,nordeste,0
Garanhuns,260010,559153.8110999998,-0.37651814758751895,nordeste,0
Arcoverde,260011,381987.26514,-0.6539146331099993,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,0.2488867813183069,nordeste,0
Serra Talhada,260013,331597.202674,-0.08528913283047919,nordeste,0
Afogados da Ingazeira,260014,187106.129848,-0.40327512790942455,nordeste,0
Petrolina,260015,512192.2046,-0.6246635289647231,nordeste,0
Araripina,260016,336838.86040999996,-0.4879565015573929,nordeste,0
Salgueiro,260017,193058.36722900002,-0.3923699051734522,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,-0.8268820914989987,nordeste,0
Maceió,270001,1328339.1964320005,0.3697550520967623,nordeste,0
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,-0.34289818768630637,nordeste,0
Penedo,270003,195167.849766,-0.1474317077550049,nordeste,2
São Miguel dos Campos,270004,186218.698957,1.5397315053621374,nordeste,0
União dos Palmares,270005,151747.64067900003,-0.2477273239351086,nordeste,0
Atalaia,270006,121125.36878599998,-0.017691761785436327,nordeste,0
Arapiraca,270007,565424.86768,0.6793898882736886,nordeste,0
Palmeira dos Índios,270008,169330.76583999998,0.25523045919113574,nordeste,0
Delmiro Gouveia,270009,158439.567114,-0.2975364533521489,nordeste,0
Santana do Ipanema,270010,143255.25791,0.04826873490516841,nordeste,0
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,0.20208891270427062,nordeste,0
Aracaju,280001,1237324.106538,1.5540845910089092,nordeste,1
Estância,280002,243854.606175,0.9979332314010395,nordeste,0
Propriá,280003,158147.453095,1.9291436758383549,nordeste,0
Itabaiana,280004,249607.545829,1.7186130854128705,nordeste,0
Lagarto,280005,254692.5906,0.2250335810585526,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,-0.31683395413698506,nordeste,0
Salvador,290001,4084138.4268900002,0.4059703955401014,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.31521570902312795,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,-0.20573555778388056,nordeste,0
Cruz das Almas,290004,284419.79349999997,-0.26867013990935473,nordeste,0
Valença,290005,260522.68494999997,0.6327460812028307,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.19648032043571823,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,0.880552333076346,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,0.4346985130979264,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,0.2528419944303741,nordeste,0
Camacan,290010,128377.17958,0.12234138046782043,nordeste,0
Vitória da Conquista,290011,807168.5889399999,-0.4564171272129608,nordeste,0
Jequié,290012,335632.69826100004,1.138660107431245,nordeste,0
Brumado,290013,223982.71154999998,-0.8083329416741378,nordeste,3
Ipiaú,290014,218504.67817,1.828949922022044,nordeste,0
Itapetinga,290015,155342.98423,-0.315353446816173,nordeste,0
Guanambi,290016,466837.04169399996,-0.9469469001995742,nordeste,3
Bom Jesus da Lapa,290017,234019.08669999999,-0.9961230632139448,nordeste,3
Barreiras,290018,558661.119109,-0.544417862235061,nordeste,3
Santa Maria da Vitoria,290019,132909.28577999998,-0.9256274449944827,nordeste,3
Irecê,290020,403244.60797899996,-0.6872465905256812,nordeste,0
Xique-Xique – Barra,290021,217720.62055999998,-0.45871660913047757,nordeste,3
Juazeiro,290022,519402.68434,-0.1897043012470434,nordeste,3
Senhor do Bonfim,290023,292848.60513000004,-0.34608691781445244,nordeste,0
Paulo Afonso,290024,196770.343708,-0.6029604594709614,nordeste,0
Ribeira do Pombal,290025,192354.02113,-0.12986600312091431,nordeste,0
Euclides da Cunha,290026,184569.18926000004,-0.8538837000655561,nordeste,0
Cícero Dantas,290027,127117.44118,-0.6065627722044289,nordeste,0
Jeremoabo,290028,96341.81287,-0.5627382912888027,nordeste,0
Feira de Santana,290029,1235784.0604499998,-0.10605584035300959,nordeste,0
Jacobina,290030,318908.05842,-0.5230098741557575,nordeste,0
Itaberaba,290031,217208.981881,-0.5158931724383874,nordeste,0
Conceição do Coité,290032,192721.90131999998,0.017989843504625028,nordeste,0
Serrinha,290033,188895.1299,-0.34203049206565095,nordeste,0
Seabra,290034,176917.79693,-0.433318248920229,nordeste,3
Belo Horizonte,310001,5302661.613623001,-0.057417764463011646,sudeste,0
Sete Lagoas,310002,414784.14420100005,-0.6277392740627605,sudeste,0
Santa Bárbara - Ouro Preto,310003,259941.603071,-0.1170944304686317,sudeste,0
Curvelo,310004,184938.06675999996,-0.4920233636218401,sudeste,3
Itabira,310005,156708.129292,-0.27843456271315503,sudeste,0
Montes Claros,310006,772503.515917,-0.8756064657416601,sudeste,3
Janaúba,310007,222460.21700499998,-0.7075892867565965,sudeste,3
Salinas,310008,192580.832348,-0.7562298014323634,sudeste,3
Januária,310009,150628.74508,-0.9736670929366074,sudeste,3
Pirapora,310010,147491.22293500003,-0.7938733836949198,sudeste,3
São Francisco,310011,116369.90954,-1.0031314227475456,sudeste,3
Espinosa,310012,95914.98229,-0.8700289489979294,sudeste,0
Teófilo Otoni,310013,490239.30398100003,-0.467374496496462,sudeste,0
Capelinha,310014,178218.62567,-1.0087885384256818,sudeste,3
Almenara,310015,169968.86164000002,0.32518046130660083,sudeste,0
Diamantina,310016,125470.937976,-0.7562335255580481,sudeste,3
Araçuaí,310017,108053.927453,-0.9212859944278833,sudeste,3
Pedra Azul,310018,92450.358212,-0.7716761352820295,sudeste,0
Águas Formosas,310019,50874.08342899999,-0.33009467144325283,sudeste,0
Governador Valadares,310020,449625.61725700006,0.473293421440119,sudeste,0
Guanhães,310021,192563.19338,-0.6989536430050539,sudeste,0
Mantena,310022,64555.720241,-0.20614286483603347,sudeste,0
Aimorés - Resplendor,310023,58250.58644,-0.5955567912110199,sudeste,0
Ipatinga,310024,648876.4022819999,1.0886079609142314,sudeste,0
Caratinga,310025,231827.03051900002,-0.2421055489964645,sudeste,0
João Monlevade,310026,148813.19643,-0.602371769781823,sudeste,0
Juiz de Fora,310027,746206.3141799999,-0.429772764817971,sudeste,3
Manhuaçu,310028,352970.67047899996,-0.39577734143137616,sudeste,0
Ubá,310029,288143.317461,-0.6848630985274,sudeste,3
Ponte Nova,310030,179575.350045,-0.5793452419796372,sudeste,0
Muriaé,310031,184863.501644,0.04490660370262605,sudeste,0
Cataguases,310032,180524.02673000004,-0.2247919777259345,sudeste,0
Viçosa,310033,168880.87934999997,-0.8208934412636417,sudeste,0
Carangola,310034,111822.93782600001,-0.6297609109398933,sudeste,0
São João Nepomuceno - Bicas,310035,72341.76615899999,-0.8827424878824697,sudeste,0
Além Paraíba,310036,56592.475901000005,-0.29762802820661344,sudeste,0
Barbacena,310037,236771.582069,-0.8033085400077108,sudeste,3
Conselheiro Lafaiete,310038,351752.384952,-0.7913077145373439,sudeste,3
São João del Rei,310039,186840.932844,-0.7473015781436627,sudeste,3
Varginha,310040,202407.797326,-0.9337349266041463,sudeste,3
Passos,310041,267128.45035400003,-0.7928909155165631,sudeste,3
Alfenas,310042,258663.18437899995,-0.9157170612950347,sudeste,3
Lavras,310043,229927.86098699996,-0.711231687870299,sudeste,3
Guaxupé,310044,160599.35241,-0.1228032008789918,sudeste,3
Três Corações,310045,133436.031399,-0.9133956084449472,sudeste,3
Três Pontas - Boa Esperança,310046,123788.331647,-0.9577981904655909,sudeste,3
São Sebastião do Paraíso,310047,117037.80936,-0.9671528243249775,sudeste,0
Campo Belo,310048,89676.33284000002,-0.5456675168556935,sudeste,3
Piumhi,310049,53684.384278,-0.6203559934647729,sudeste,3
Pouso Alegre,310050,563629.9836259999,-0.6451387225930572,sudeste,3
Poços de Caldas,310051,277360.380068,-0.8358915392707849,sudeste,0
Itajubá,310052,201606.60566300002,-0.8575725246188952,sudeste,0
São Lourenço,310053,187804.77343100004,-0.8436621194839811,sudeste,3
Caxambu - Baependi,310054,72625.400966,-1.0118251203233277,sudeste,3
Uberaba,310055,465988.712444,-0.22793930561711165,sudeste,0
Araxá,310056,182123.327045,-0.8373234058815762,sudeste,0
Frutal,310057,119424.98165599999,-0.10955028051562103,sudeste,0
Iturama,310058,68477.692718,-0.6258065832448005,sudeste,0
Uberlândia,310059,964012.5726859999,0.6192381031049712,sudeste,0
Ituiutaba,310060,152835.680911,-0.5752304823509922,sudeste,0
Monte Carmelo,310061,75886.226818,-0.8345338727239748,sudeste,0
Patos de Minas,310062,497149.8585720001,-0.3577329363700407,sudeste,0
Unaí,310063,185549.39930600004,-0.1830726611360654,sudeste,0
Patrocínio,310064,142091.802488,-0.25907129723748523,sudeste,3
Divinópolis,310065,747289.9483659999,-0.7631589619668153,sudeste,0
Formiga,310066,169039.18772299998,-0.6104054158140183,sudeste,3
Dores do Indaiá,310067,141476.017624,-0.08780950727323211,sudeste,3
Pará de Minas,310068,142750.33332600002,-0.524088539631463,sudeste,0
Oliveira,310069,115968.10467999999,-0.4764830019609953,sudeste,3
Abaeté,310070,39168.402931000004,-0.46229371767457095,sudeste,0
Vitória,320001,2072647.84414,1.2333058844405143,sudeste,1
Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,320002,230411.19048999995,0.45475998812242385,sudeste,1
São Mateus,320003,296587.73153,0.04822948452004728,sudeste,1
Linhares,320004,364624.53661,2.437062553455767,sudeste,1
Colatina,320005,321609.22273999994,1.9089724033127358,sudeste,0
Nova Venécia,320006,138784.0995,0.1690940727671274,sudeste,0
Cachoeiro de Itapemirim,320007,441441.07489,1.0739381137385002,sudeste,0
Alegre,320008,197946.24655400004,0.43114292625725853,sudeste,0
Rio de Janeiro,330001,12607706.687149998,-0.6020551330711368,sudeste,3
Angra dos Reis,330002,277132.96929,-0.5939827213757574,sudeste,3
Rio Bonito,330003,139402.97464,-0.7487794062512925,sudeste,3
Volta Redonda - Barra Mansa,330004,644039.2948200001,-0.5083210221975999,sudeste,3
Resende,330005,199896.71120999998,-0.8304999260704752,sudeste,0
Valença,330006,171525.86823999998,-0.7502188983614887,sudeste,3
Petrópolis,330007,512335.62458999996,-0.8432665411256648,sudeste,3
Nova Friburgo,330008,331452.5413200001,-0.757747416497611,sudeste,0
Três Rios - Paraíba do Sul,330009,150133.10261,-0.31256267302794166,sudeste,3
Campos dos Goytacazes,330010,655023.65411,-0.7801613523827832,sudeste,0
Itaperuna,330011,196872.82127999997,-0.4222803281557497,sudeste,0
Santo Antônio de Pádua,330012,115327.92146999999,-0.14242968913311113,sudeste,0
Cabo Frio,330013,627483.79756,-0.7725107000308065,sudeste,0
Macaé - Rio das Ostras,330014,737854.89237,-0.056163692802606746,sudeste,3
São Paulo,350001,21736870.050039995,-0.13836825606213873,sudeste,0
Santos,350002,1932461.87547,0.9677890863466085,sudeste,0
Sorocaba,350003,1851230.635015,-0.0720603317916376,sudeste,0
Itapeva,350004,353333.33601999993,-0.6172486907050869,sudeste,0
Registro,350005,252742.88747399996,0.08385956936707892,sudeste,0
Itapetininga,350006,253807.95064,-0.43542322655755705,sudeste,0
Avaré,350007,235384.23760900003,-0.8631184860207095,sudeste,0
