imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.7319677290582387,norte,1
Ariquemes,110002,244267.98213300004,2.186288842316878,norte,1
Jaru,110003,120564.550067,1.3303467302200704,norte,1
Ji-Paraná,110004,304025.6776749999,1.6687519342412267,norte,1
Cacoal,110005,302589.83598300006,3.2965887901666138,norte,1
Vilhena,110006,165292.086385,2.7447852036482168,norte,1
Rio Branco,120001,504876.57074800006,0.23030942924581993,norte,1
Brasiléia,120002,72338.13942400001,1.536796214955457,norte,0
Sena Madureira,120003,62990.199089999995,0.262996157667492,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.012147456887327256,norte,1
Tarauacá,120005,90942.145483,0.9993510804164796,norte,0
Manaus,130001,2569981.538139,2.084651537082319,norte,1
São Gabriel da Cachoeira,130002,104242.843152,0.5496447873921044,norte,1
Coari,130003,156942.81565,0.010581396452996302,norte,1
Manacapuru,130004,144349.73552,1.6522146613194562,norte,1
Tefé,130005,182082.64676700003,1.4934903303872944,norte,0
Tabatinga,130006,231873.164687,0.3398282098478306,norte,1
Eirunepé,130007,101999.009491,1.629880798258202,norte,0
Lábrea,130008,130885.96567100001,0.20675130109239173,norte,1
Manicoré,130009,161550.21102,0.7890745436261614,norte,1
Parintins,130010,249841.37481000004,0.08106747118045049,norte,0
Itacoatiara,130011,173964.624469,2.223375905347982,norte,1
Boa Vista,140001,473642.83966299996,0.9909215481084878,norte,0
Pacaraima,140002,55863.802617,-0.9066134088660117,norte,0
Rorainópolis,140003,63088.226788,0.05437075159427627,norte,1
Caracaraí,140004,38586.120428999995,0.05822353956051516,norte,0
Belém,150001,2592933.5334,-0.35481118213062407,norte,0
Cametá,150002,227778.21129,-0.6542738974792649,norte,3
Abaetetuba,150003,439624.04368,-1.0086361277769482,norte,3
Castanhal,150004,518779.56397599995,-0.23419293345780634,norte,3
Bragança,150005,313089.568425,-1.0648408975669899,norte,3
Capanema,150006,191054.418786,-0.9401003231005683,norte,3
Paragominas,150007,410930.524905,-0.8226182456014752,norte,3
Capitão Poço,150008,107161.11330300002,-0.9372502842496783,norte,3
Marabá,150009,570348.4834569999,-0.7368650034619243,norte,3
Parauapebas,150010,408077.52058,-0.3060758858418764,norte,0
Tucuruí,150011,420204.09783,-0.6964781344870496,norte,3
Redenção,150012,279895.77273,-0.5108357620713768,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.6464580561431135,norte,0
Xinguara,150014,89038.29791200001,0.24709737324717185,norte,0
Santarém,150015,445651.83932,-0.16482573219140406,norte,2
Itaituba,150016,251297.803402,-0.6134736992125224,norte,0
Oriximiná,150017,223524.79957299997,-0.6646236567581982,norte,2
Altamira,150018,262477.021438,-0.27731217938662245,norte,2
Almeirim - Porto de Moz,150019,74686.83649,14.90401622439067,norte,0
Breves,150020,411484.63013,-0.8747817892946912,norte,2
Soure-Salvaterra,150021,157265.792093,-0.719364470403848,norte,0
Macapá,160001,654457.36529,0.2663492589536891,norte,0
Laranjal do Jari,160002,67333.12171,-0.20002626869557352,norte,2
Oiapoque,160003,79858.085703,0.8466580633430186,norte,0
Porto Grande,160004,60124.417104,-0.6908254459777958,norte,0
Palmas,170001,389665.86524799996,-0.22865814420406874,norte,0
Porto Nacional,170002,104659.863133,0.738868954464814,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.11108046691581581,norte,0
Miracema do Tocantins,170004,45475.336239,0.4041622483618603,norte,0
Araguaína,170005,325628.103233,0.009743038360249057,norte,0
Guaraí,170006,86945.84316899999,-0.10320571441355166,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.5055895833880774,norte,0
Tocantinópolis,170008,49789.446823,-0.30216082016840407,norte,0
Araguatins,170009,137158.76029900002,-0.2538416841985986,norte,0
Gurupi,170010,181173.013458,0.2746527530507284,norte,0
Dianópolis,170011,83869.633012,-0.6088006496634247,norte,0
São Luís,210001,1676128.6191400003,-1.0672632554753367,nordeste,3
Pinheiro,210002,341442.109984,-1.1233282528671846,nordeste,3
Chapadinha,210003,277946.115811,-1.1883898260652987,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.0746724001006651,nordeste,3
Viana,210005,257692.15209,-1.1845158337376736,nordeste,3
Barreirinhas,210006,133084.28007,-1.1707678768744805,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.2244561214537772,nordeste,3
Cururupu,210008,122984.01033999998,-1.2154000121698538,nordeste,3
Santa Inês,210009,451846.73544499994,-0.8602033477288229,nordeste,3
Bacabal,210010,405800.035922,-0.9051458704411085,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-1.0272105216298948,nordeste,3
Pedreiras,210012,184672.964411,-0.9038531507837251,nordeste,3
Caxias,210013,268928.562695,-0.9473110155326112,nordeste,3
Timon,210014,258592.85308,-1.1423187558614143,nordeste,3
Codó,210015,228457.45221000002,-1.1627212954597628,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.1020906462954876,nordeste,3
São João dos Patos,210017,145805.764558,-0.7584907300659961,nordeste,0
Colinas,210018,80821.55705,-1.169876690787326,nordeste,3
Imperatriz,210019,532231.693353,-0.9275109197040416,nordeste,3
Barra do Corda,210020,280148.643331,-1.0909743751289687,nordeste,3
Açailândia,210021,270352.99432999996,-1.0552548697113935,nordeste,3
Balsas,210022,230084.23996099998,-0.9310373468030182,nordeste,3
Teresina,220001,1134373.896284,-0.42852868509076925,nordeste,3
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.6197033871739301,nordeste,3
Campo Maior,220003,136084.484612,-0.5531199019883025,nordeste,3
Valença do Piauí,220004,79823.38348399999,-0.5855040449049578,nordeste,3
Barras,220005,94902.30242899999,-0.7901763067001172,nordeste,3
Parnaíba,220006,282098.81894,-0.5966416740480138,nordeste,3
Piripiri,220007,174437.123889,-0.7193378327575889,nordeste,3
Esperantina,220008,146372.46837199997,-0.975613730468977,nordeste,3
Picos,220009,291225.751458,-0.1651336183206894,nordeste,3
Paulistana,220010,79939.350837,-0.22656062300840174,nordeste,0
Oeiras,220011,68545.96854100001,-0.6680742357858771,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.3924871665771803,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-1.0499272713601926,nordeste,0
São João do Piauí,220014,48436.09284500001,-1.1528266993137266,nordeste,0
Corrente,220015,120522.36767299999,-0.8966711597260492,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.015684161413817777,nordeste,0
Floriano,220017,124347.35358400001,0.3543166645519011,nordeste,0
Uruçuí,220018,61936.30414100001,0.9852794302800457,nordeste,0
Canto do Buriti,220019,49014.573814,-0.5948236542265601,nordeste,0
Fortaleza,230001,4212262.35793,-0.5706251467542246,nordeste,3
Itapipoca,230002,311590.29093,-0.9431000653779962,nordeste,3
Redenção-Acarape,230003,229672.19836,-0.5427696692037316,nordeste,0
Canindé,230004,204751.35333000004,-0.6254625795595421,nordeste,3
Itapagé,230005,156725.52479,-0.9623311808019438,nordeste,3
Quixadá,230006,333010.95934999996,-0.8345182192207866,nordeste,3
Russas - Limoeiro do Norte,230007,385634.97420500003,-0.25541249964003016,nordeste,3
Aracati,230008,152228.60224,-0.3962335307484399,nordeste,0
Iguatu,230009,330687.50607,-0.6349031152489215,nordeste,3
Icó,230010,110782.59877,-0.40295509706986615,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.7830640602889322,nordeste,0
Brejo Santo,230012,188837.72431,-0.6790639395556762,nordeste,0
Crateús,230013,247029.53571999999,-0.672010544473123,nordeste,3
Tauá,230014,92350.27985,-0.5849617156419127,nordeste,3
Sobral,230015,613519.6217039999,-0.8323955218435276,nordeste,3
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.8808569038075399,nordeste,3
Acaraú,230017,216118.57382999998,-0.610121160607032,nordeste,3
Camocim,230018,144405.99371,-1.104861914101165,nordeste,3
Natal,240001,1743859.074166,-1.2376788163013588,nordeste,3
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-1.2376788163013588,nordeste,0
Canguaretama,240003,139853.969338,-1.2376788163013588,nordeste,0
Santa Cruz,240004,99814.195614,-1.2376788163013588,nordeste,3
João Câmara,240005,73448.84682600001,-1.2376788163013588,nordeste,3
São Paulo do Potengi,240006,66820.48851699999,-1.2376788163013588,nordeste,3
Caicó,240007,177541.72769499998,-1.2376788163013588,nordeste,3
Currais Novos,240008,112075.386137,-1.2376788163013588,nordeste,3
Mossoró,240009,506065.532053,-1.2376788163013588,nordeste,3
Pau dos Ferros,240010,232247.75273900005,-1.2376788163013588,nordeste,3
Açu,240011,239683.381827,-1.2376788163013588,nordeste,3
João Pessoa,250001,1452524.6672960005,0.6066775288344385,nordeste,0
Guarabira,250002,314765.34578200005,-0.33021424793328785,nordeste,3
Mamanguape - Rio Tinto,250003,148357.802504,-0.41121627603483685,nordeste,0
Itabaiana,250004,63753.31175000001,-0.6359984888883164,nordeste,0
Campina Grande,250005,931376.7193609999,-0.3382193153456988,nordeste,3
Cuité - Nova Floresta,250006,93945.32509700001,-0.2168958915576482,nordeste,3
Monteiro,250007,56261.812517000006,0.515512486705134,nordeste,0
Sumé,250008,50438.907963000005,0.18827072728602254,nordeste,0
Patos,250009,265946.903487,-0.48559118208748087,nordeste,0
Itaporanga,250010,122107.57574800002,-0.5757368237903565,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,0.17461186580267388,nordeste,0
Pombal,250012,65066.772294999995,0.015082205732633285,nordeste,0
Princesa Isabel,250013,62855.512667999996,0.03735887602029684,nordeste,0
Sousa,250014,139757.42990999998,0.5022600212972599,nordeste,0
Cajazeiras,250015,153774.930903,-0.5561465450428108,nordeste,0
Recife,260001,4016539.695079,-0.4801362768158298,nordeste,3
Goiana – Timbaúba,260002,340065.78466000006,-0.7945395059981523,nordeste,0
Palmares,260003,260124.782594,-0.7689530726773862,nordeste,3
Limoeiro,260004,226373.37741000002,-0.8685184953081558,nordeste,3
Vitória de Santo Antão,260005,207936.9037,-0.7106080310933862,nordeste,3
Carpina,260006,183777.09359,-0.7792263987961906,nordeste,3
Barreiros - Sirinhaém,260007,161275.69727,-0.7237570915618013,nordeste,3
Surubim,260008,138827.15985,-0.6307871034013555,nordeste,0
Caruaru,260009,1143502.4863800001,-0.5104650222099114,nordeste,3
Garanhuns,260010,559153.8110999998,-0.40097846941094545,nordeste,3
Arcoverde,260011,381987.26514,-0.6943355630712443,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,-0.49441331980184955,nordeste,0
Serra Talhada,260013,331597.202674,-0.3267000255354446,nordeste,0
Afogados da Ingazeira,260014,187106.129848,-0.2894955578299476,nordeste,0
Petrolina,260015,512192.2046,-0.02603277421188553,nordeste,0
Araripina,260016,336838.86040999996,-0.32664109480532766,nordeste,0
Salgueiro,260017,193058.36722900002,0.3908842875702424,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,-1.163299662266603,nordeste,3
Maceió,270001,1328339.1964320005,0.11234425036196097,nordeste,4
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,-1.0609880443624966,nordeste,0
Penedo,270003,195167.849766,-0.9147847348119664,nordeste,3
São Miguel dos Campos,270004,186218.698957,-0.8992673466722857,nordeste,0
União dos Palmares,270005,151747.64067900003,-1.0255222660012038,nordeste,3
Atalaia,270006,121125.36878599998,-0.9662308078321177,nordeste,0
Arapiraca,270007,565424.86768,-0.9081643136121531,nordeste,3
Palmeira dos Índios,270008,169330.76583999998,-0.7279781430745275,nordeste,0
Delmiro Gouveia,270009,158439.567114,-0.5632416641705662,nordeste,3
Santana do Ipanema,270010,143255.25791,-0.7738671181975086,nordeste,3
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,-1.1108534620172512,nordeste,3
Aracaju,280001,1237324.106538,0.45578740097967324,nordeste,0
Estância,280002,243854.606175,-0.28543256975703335,nordeste,0
Propriá,280003,158147.453095,-0.2588048650688599,nordeste,0
Itabaiana,280004,249607.545829,-0.24151801245665883,nordeste,0
Lagarto,280005,254692.5906,-0.390500604880483,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,-0.6792434601576851,nordeste,0
Salvador,290001,4084138.4268900002,-0.1480139510246586,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.5287664711585937,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,0.30217534341900143,nordeste,0
Cruz das Almas,290004,284419.79349999997,1.1706773708286342,nordeste,0
Valença,290005,260522.68494999997,0.19001414665630803,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.5951019476433576,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,0.9780327505921197,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,-0.16668756941355423,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,-0.37371706205562344,nordeste,0
Camacan,290010,128377.17958,-0.40530712236947897,nordeste,0
Vitória da Conquista,290011,807168.5889399999,-0.2812774281504319,nordeste,0
Jequié,290012,335632.69826100004,0.3909389257353925,nordeste,0
Brumado,290013,223982.71154999998,-0.5893401882363504,nordeste,0
Ipiaú,290014,218504.67817,-0.5730859795126346,nordeste,0
Itapetinga,290015,155342.98423,0.1733597014678658,nordeste,0
Guanambi,290016,466837.04169399996,-0.22965228378255612,nordeste,0
Bom Jesus da Lapa,290017,234019.08669999999,-0.7313002000083184,nordeste,0
Barreiras,290018,558661.119109,-0.09371119763795185,nordeste,3
Santa Maria da Vitoria,290019,132909.28577999998,-0.6295337080271997,nordeste,0
Irecê,290020,403244.60797899996,-0.5768916994220105,nordeste,0
Xique-Xique – Barra,290021,217720.62055999998,-0.8381163435676052,nordeste,0
Juazeiro,290022,519402.68434,-0.5149807322165166,nordeste,3
Senhor do Bonfim,290023,292848.60513000004,-0.2435874431380785,nordeste,0
Paulo Afonso,290024,196770.343708,-0.27340436643637783,nordeste,0
