imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.4433247833828204,norte,0
Ariquemes,110002,244267.98213300004,0.23642718795239673,norte,0
Jaru,110003,120564.550067,0.07938378260377836,norte,0
Ji-Paraná,110004,304025.6776749999,-0.0256762176472541,norte,0
Cacoal,110005,302589.83598300006,-0.272227151185906,norte,0
Vilhena,110006,165292.086385,-0.24203392229013115,norte,0
Rio Branco,120001,504876.57074800006,1.55715451510025,norte,1
Brasiléia,120002,72338.13942400001,1.2207091390465616,norte,0
Sena Madureira,120003,62990.199089999995,1.0370490046752967,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.4064352585712516,norte,0
Tarauacá,120005,90942.145483,0.8410104907572276,norte,0
Manaus,130001,2569981.538139,1.0463603696360653,norte,1
São Gabriel da Cachoeira,130002,104242.843152,5.06436500853613,norte,1
Coari,130003,156942.81565,3.9179213859569897,norte,1
Manacapuru,130004,144349.73552,2.859557480284446,norte,1
Tefé,130005,182082.64676700003,4.1550562565489075,norte,1
Tabatinga,130006,231873.164687,2.798716600704338,norte,1
Eirunepé,130007,101999.009491,1.0384606051817333,norte,1
Lábrea,130008,130885.96567100001,1.932965064823844,norte,1
Manicoré,130009,161550.21102,0.6211576769462529,norte,1
Parintins,130010,249841.37481000004,1.8236017775168543,norte,1
Itacoatiara,130011,173964.624469,1.8330619133960004,norte,1
Boa Vista,140001,473642.83966299996,3.7800017408798285,norte,0
Pacaraima,140002,55863.802617,2.0508182240643547,norte,1
Rorainópolis,140003,63088.226788,2.3061615325450364,norte,1
Caracaraí,140004,38586.120428999995,0.25414268790890976,norte,1
Belém,150001,2592933.5334,0.8921167890129168,norte,0
Cametá,150002,227778.21129,2.5677270333726714,norte,0
Abaetetuba,150003,439624.04368,0.8892488120191894,norte,0
Castanhal,150004,518779.56397599995,0.689693356341528,norte,0
Bragança,150005,313089.568425,1.0323331802886857,norte,0
Capanema,150006,191054.418786,0.9442911210826466,norte,0
Paragominas,150007,410930.524905,0.36693333446178195,norte,1
Capitão Poço,150008,107161.11330300002,1.0755180939148383,norte,0
Marabá,150009,570348.4834569999,0.7193326630911274,norte,1
Parauapebas,150010,408077.52058,3.685305187240417,norte,0
Tucuruí,150011,420204.09783,-0.15728907536217565,norte,2
