imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.2593033026181564,norte,1
Ariquemes,110002,244267.98213300004,0.6913885631575786,norte,1
Jaru,110003,120564.550067,0.5070772768072588,norte,0
Ji-Paraná,110004,304025.6776749999,0.03564054953260257,norte,0
Cacoal,110005,302589.83598300006,0.3898415325119616,norte,0
Vilhena,110006,165292.086385,0.7363655202642361,norte,0
Rio Branco,120001,504876.57074800006,0.41187135063574937,norte,1
Brasiléia,120002,72338.13942400001,1.5460190830421638,norte,0
Sena Madureira,120003,62990.199089999995,1.0579352449342427,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.1310583504531453,norte,1
Tarauacá,120005,90942.145483,0.8385037062562068,norte,0
Manaus,130001,2569981.538139,0.30890444687679636,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.7657811839917223,norte,1
Coari,130003,156942.81565,1.8729041139337324,norte,1
Manacapuru,130004,144349.73552,0.9577354573895966,norte,1
Tefé,130005,182082.64676700003,3.200211950276384,norte,1
Tabatinga,130006,231873.164687,0.5820285288637469,norte,1
Eirunepé,130007,101999.009491,2.3949441430882428,norte,1
Lábrea,130008,130885.96567100001,2.1108204263104513,norte,1
Manicoré,130009,161550.21102,0.7837563078371143,norte,1
Parintins,130010,249841.37481000004,0.7778721402032638,norte,0
Itacoatiara,130011,173964.624469,0.8452550232207285,norte,0
Boa Vista,140001,473642.83966299996,4.5250379089857,norte,0
Pacaraima,140002,55863.802617,1.556970733912168,norte,1
Rorainópolis,140003,63088.226788,1.6536165600694002,norte,1
Caracaraí,140004,38586.120428999995,0.7603666280433985,norte,1
Belém,150001,2592933.5334,-0.28692432208953067,norte,0
Cametá,150002,227778.21129,0.09483978855014788,norte,4
Abaetetuba,150003,439624.04368,-0.8353702779889902,norte,0
Castanhal,150004,518779.56397599995,-0.8902998364308512,norte,0
Bragança,150005,313089.568425,-0.7966419447429395,norte,0
Capanema,150006,191054.418786,-0.7792634482601741,norte,0
Paragominas,150007,410930.524905,-0.9168991874855895,norte,3
Capitão Poço,150008,107161.11330300002,-0.29301850480796077,norte,3
Marabá,150009,570348.4834569999,-0.49770530211866415,norte,0
Parauapebas,150010,408077.52058,2.7191821185464975,norte,0
Tucuruí,150011,420204.09783,-1.3713145236653765,norte,0
Redenção,150012,279895.77273,-0.05818843724859535,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,-0.3477630478509491,norte,0
Xinguara,150014,89038.29791200001,0.9107401947048497,norte,1
Santarém,150015,445651.83932,0.0613783089347654,norte,0
Itaituba,150016,251297.803402,0.6795432321070107,norte,0
Oriximiná,150017,223524.79957299997,1.1599253873260338,norte,0
Altamira,150018,262477.021438,0.6290102093409253,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-1.1242020901248648,norte,2
Breves,150020,411484.63013,-0.4714354949862162,norte,0
Soure-Salvaterra,150021,157265.792093,-1.0822817706156613,norte,0
Macapá,160001,654457.36529,1.9026385223415856,norte,1
Laranjal do Jari,160002,67333.12171,4.761359688039225,norte,1
Oiapoque,160003,79858.085703,3.7942552996898113,norte,1
Porto Grande,160004,60124.417104,3.7325108881097693,norte,1
Palmas,170001,389665.86524799996,1.199878132977764,norte,0
Porto Nacional,170002,104659.863133,0.7592578700272992,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.4962503638476194,norte,0
Miracema do Tocantins,170004,45475.336239,1.029384727357464,norte,0
Araguaína,170005,325628.103233,2.147092952528537,norte,1
Guaraí,170006,86945.84316899999,0.6332327109737188,norte,1
Colinas do Tocantins,170007,65495.96647999999,3.317948889001509,norte,0
Tocantinópolis,170008,49789.446823,1.071181510807128,norte,0
Araguatins,170009,137158.76029900002,0.15297775271851155,norte,0
Gurupi,170010,181173.013458,0.8665536045958547,norte,0
Dianópolis,170011,83869.633012,-0.9239457614034028,norte,0
São Luís,210001,1676128.6191400003,-1.1317025000672127,nordeste,3
Pinheiro,210002,341442.109984,-1.2171955562677295,nordeste,3
Chapadinha,210003,277946.115811,-0.36212916211121615,nordeste,0
Itapecuru Mirim,210004,298355.59337,-1.4461630486781156,nordeste,3
Viana,210005,257692.15209,-1.5555801712577635,nordeste,3
Barreirinhas,210006,133084.28007,-1.050746095429834,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.1166281063772603,nordeste,0
Cururupu,210008,122984.01033999998,-1.1544137558866094,nordeste,3
Santa Inês,210009,451846.73544499994,0.19291685040195705,nordeste,4
Bacabal,210010,405800.035922,-0.4867378426481765,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.9831575422464548,nordeste,0
Pedreiras,210012,184672.964411,0.5664085082112281,nordeste,0
Caxias,210013,268928.562695,-0.21010937878478156,nordeste,0
