imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.275043262785223,norte,1
Ariquemes,110002,244267.98213300004,1.1265011392819892,norte,1
Jaru,110003,120564.550067,0.8226390554713933,norte,1
Ji-Paraná,110004,304025.6776749999,0.4119937435035293,norte,1
Cacoal,110005,302589.83598300006,0.9944481667780207,norte,0
Vilhena,110006,165292.086385,1.243503057140083,norte,0
Rio Branco,120001,504876.57074800006,0.3816080031308687,norte,1
Brasiléia,120002,72338.13942400001,1.826993160722542,norte,0
Sena Madureira,120003,62990.199089999995,1.0528068291438912,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.1083161846564791,norte,1
Tarauacá,120005,90942.145483,1.0805585006428575,norte,0
Manaus,130001,2569981.538139,0.7256801847540951,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.8531480526678,norte,1
Coari,130003,156942.81565,1.814929108087955,norte,1
Manacapuru,130004,144349.73552,1.1889485532598032,norte,1
Tefé,130005,182082.64676700003,3.300296107793439,norte,1
Tabatinga,130006,231873.164687,0.6192576740832495,norte,1
Eirunepé,130007,101999.009491,2.501668898105094,norte,1
Lábrea,130008,130885.96567100001,2.137125069366863,norte,1
Manicoré,130009,161550.21102,1.2306963171403427,norte,1
Parintins,130010,249841.37481000004,0.7514677310566337,norte,0
Itacoatiara,130011,173964.624469,1.3984632814806177,norte,0
Boa Vista,140001,473642.83966299996,4.413111767973957,norte,0
Pacaraima,140002,55863.802617,1.2623871220587652,norte,1
Rorainópolis,140003,63088.226788,1.5833117911335213,norte,1
Caracaraí,140004,38586.120428999995,0.6278839114666964,norte,1
Belém,150001,2592933.5334,-0.3584865390790262,norte,0
Cametá,150002,227778.21129,-0.0510350369688156,norte,3
Abaetetuba,150003,439624.04368,-0.9969991070552787,norte,3
Castanhal,150004,518779.56397599995,-0.8978215262158971,norte,0
Bragança,150005,313089.568425,-0.9808504686846868,norte,3
Capanema,150006,191054.418786,-0.9445244110440548,norte,0
Paragominas,150007,410930.524905,-1.0216808466527303,norte,3
Capitão Poço,150008,107161.11330300002,-0.4512389689188753,norte,3
Marabá,150009,570348.4834569999,-0.62485962908833,norte,0
Parauapebas,150010,408077.52058,2.6183682783277056,norte,0
Tucuruí,150011,420204.09783,-1.4277800124028848,norte,0
Redenção,150012,279895.77273,-0.14253096355411213,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,-0.4625656830680179,norte,0
Xinguara,150014,89038.29791200001,0.7559479642126534,norte,1
Santarém,150015,445651.83932,0.02192824724679693,norte,0
Itaituba,150016,251297.803402,0.5323314142071173,norte,0
Oriximiná,150017,223524.79957299997,1.0052905843344397,norte,0
Altamira,150018,262477.021438,0.5429449672696145,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.04193686698257251,norte,2
Breves,150020,411484.63013,-0.6405123674434668,norte,0
Soure-Salvaterra,150021,157265.792093,-1.1830765161072767,norte,0
Macapá,160001,654457.36529,1.8511424528868503,norte,1
Laranjal do Jari,160002,67333.12171,4.4996323472973,norte,1
Oiapoque,160003,79858.085703,3.653809692323672,norte,1
Porto Grande,160004,60124.417104,3.3585746212055785,norte,1
Palmas,170001,389665.86524799996,1.1226654683086283,norte,0
Porto Nacional,170002,104659.863133,0.8088696409041604,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.5116353741087386,norte,0
Miracema do Tocantins,170004,45475.336239,1.005146823904598,norte,0
Araguaína,170005,325628.103233,2.026541280755387,norte,1
Guaraí,170006,86945.84316899999,0.6039852718892569,norte,1
Colinas do Tocantins,170007,65495.96647999999,2.972820609325029,norte,0
Tocantinópolis,170008,49789.446823,0.933294308041604,norte,0
Araguatins,170009,137158.76029900002,0.01228578923627657,norte,0
Gurupi,170010,181173.013458,0.8552981101157663,norte,0
Dianópolis,170011,83869.633012,-1.009796831676192,norte,0
São Luís,210001,1676128.6191400003,-1.2869521081235937,nordeste,3
Pinheiro,210002,341442.109984,-1.3998690500043973,nordeste,3
Chapadinha,210003,277946.115811,-0.6020257269696406,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.6039708289093288,nordeste,3
Viana,210005,257692.15209,-1.7243513418261682,nordeste,3
Barreirinhas,210006,133084.28007,-1.2379871727008505,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.3168043513025138,nordeste,0
Cururupu,210008,122984.01033999998,-1.3332658336429641,nordeste,3
Santa Inês,210009,451846.73544499994,-0.002447351002210687,nordeste,3
Bacabal,210010,405800.035922,-0.6896364197595874,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-1.1711918361512021,nordeste,3
Pedreiras,210012,184672.964411,0.3163197345381802,nordeste,0
Caxias,210013,268928.562695,-0.41327810287806255,nordeste,0
