imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.028972840753188,norte,1
Ariquemes,110002,244267.98213300004,-0.012517455033772272,norte,0
Jaru,110003,120564.550067,-0.03355411727048946,norte,0
Ji-Paraná,110004,304025.6776749999,-0.25233438389067564,norte,0
Cacoal,110005,302589.83598300006,-0.31274031674193625,norte,0
Vilhena,110006,165292.086385,-0.43302502754930616,norte,0
Rio Branco,120001,504876.57074800006,4.244132748814413,norte,1
Brasiléia,120002,72338.13942400001,-0.3025939724017116,norte,2
Sena Madureira,120003,62990.199089999995,-0.214903340278521,norte,2
Cruzeiro do Sul,120004,163322.92484599998,0.22565281670247148,norte,0
Tarauacá,120005,90942.145483,0.01893463561365425,norte,0
Manaus,130001,2569981.538139,4.14628921596928,norte,1
São Gabriel da Cachoeira,130002,104242.843152,2.491299118735048,norte,1
Coari,130003,156942.81565,3.5277971475381813,norte,1
Manacapuru,130004,144349.73552,9.019541026126717,norte,1
Tefé,130005,182082.64676700003,6.667201643897546,norte,1
Tabatinga,130006,231873.164687,7.569484075663951,norte,1
Eirunepé,130007,101999.009491,-0.13975503222599817,norte,2
Lábrea,130008,130885.96567100001,3.003396156426196,norte,1
Manicoré,130009,161550.21102,0.19245262205405952,norte,1
Parintins,130010,249841.37481000004,3.306647850325523,norte,1
Itacoatiara,130011,173964.624469,2.8024064066678274,norte,1
Boa Vista,140001,473642.83966299996,2.568499618184304,norte,0
Pacaraima,140002,55863.802617,1.0872661298622013,norte,1
Rorainópolis,140003,63088.226788,1.9653109465921523,norte,1
Caracaraí,140004,38586.120428999995,-0.012754090482747586,norte,2
Belém,150001,2592933.5334,2.067926720080861,norte,0
Cametá,150002,227778.21129,1.6015558912239414,norte,0
Abaetetuba,150003,439624.04368,0.12188822687840746,norte,0
Castanhal,150004,518779.56397599995,0.7914411851438327,norte,0
Bragança,150005,313089.568425,0.3871775971823782,norte,0
Capanema,150006,191054.418786,0.8880967873239517,norte,0
Paragominas,150007,410930.524905,0.20038584514425523,norte,0
Capitão Poço,150008,107161.11330300002,0.21698474945610344,norte,0
Marabá,150009,570348.4834569999,-0.11092956128409687,norte,0
Parauapebas,150010,408077.52058,-0.04116022090573044,norte,0
Tucuruí,150011,420204.09783,-0.23107929179077974,norte,0
Redenção,150012,279895.77273,-0.29475764796115894,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.3528047348307868,norte,0
Xinguara,150014,89038.29791200001,-0.2521129564446601,norte,0
