imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.24522873076876056,norte,0
Ariquemes,110002,244267.98213300004,-0.42003247654218356,norte,0
Jaru,110003,120564.550067,-0.9973817416423626,norte,0
Ji-Paraná,110004,304025.6776749999,0.057623902904439944,norte,0
Cacoal,110005,302589.83598300006,-0.6676595445986669,norte,0
Vilhena,110006,165292.086385,-0.4302739639595362,norte,0
Rio Branco,120001,504876.57074800006,0.4274788481983591,norte,4
Brasiléia,120002,72338.13942400001,-0.7915032086241712,norte,0
Sena Madureira,120003,62990.199089999995,-1.5442393717093887,norte,3
Cruzeiro do Sul,120004,163322.92484599998,-0.5300809617887551,norte,3
Tarauacá,120005,90942.145483,-1.3054910824610606,norte,3
Manaus,130001,2569981.538139,2.916593661796599,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.6900533486165644,norte,0
Coari,130003,156942.81565,-0.18148869660287575,norte,0
Manacapuru,130004,144349.73552,1.1390206640597145,norte,0
Tefé,130005,182082.64676700003,-0.5398728839166055,norte,3
Tabatinga,130006,231873.164687,0.09801829849969539,norte,4
Eirunepé,130007,101999.009491,-1.4806854431889434,norte,0
Lábrea,130008,130885.96567100001,-1.0524593195290668,norte,0
Manicoré,130009,161550.21102,-0.19687496207646962,norte,0
Parintins,130010,249841.37481000004,0.6508357648589629,norte,0
Itacoatiara,130011,173964.624469,0.6123119609879604,norte,0
Boa Vista,140001,473642.83966299996,-0.771464849282774,norte,0
Pacaraima,140002,55863.802617,-0.020111063420791397,norte,0
Rorainópolis,140003,63088.226788,-0.9503564160467555,norte,0
Caracaraí,140004,38586.120428999995,-0.43577273320161003,norte,3
Belém,150001,2592933.5334,1.762135361975548,norte,0
Cametá,150002,227778.21129,0.13429253434815275,norte,0
Abaetetuba,150003,439624.04368,0.36477809356899477,norte,0
Castanhal,150004,518779.56397599995,1.3824568466487277,norte,0
Bragança,150005,313089.568425,0.2909079184509207,norte,0
Capanema,150006,191054.418786,1.7098454618901782,norte,0
Paragominas,150007,410930.524905,0.18436918838673497,norte,0
Capitão Poço,150008,107161.11330300002,-0.44039730973920316,norte,0
Marabá,150009,570348.4834569999,0.40259159706765724,norte,0
Parauapebas,150010,408077.52058,-1.3026000939139646,norte,3
Tucuruí,150011,420204.09783,1.994410432099777,norte,0
Redenção,150012,279895.77273,-0.9291309811883972,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.418512964549847,norte,0
Xinguara,150014,89038.29791200001,-1.3518753582409186,norte,3
Santarém,150015,445651.83932,0.23673153780198752,norte,0
Itaituba,150016,251297.803402,-0.7841600762198113,norte,0
Oriximiná,150017,223524.79957299997,-0.33284402751331377,norte,0
Altamira,150018,262477.021438,-0.1711210509395607,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.6941418367789826,norte,0
Breves,150020,411484.63013,-0.16498567800075678,norte,0
Soure-Salvaterra,150021,157265.792093,0.6163665474149519,norte,0
Macapá,160001,654457.36529,-0.2669902121149472,norte,3
Laranjal do Jari,160002,67333.12171,-1.3600721812894665,norte,3
Oiapoque,160003,79858.085703,-1.4288287473824264,norte,3
Porto Grande,160004,60124.417104,-1.5300379247175904,norte,3
Palmas,170001,389665.86524799996,-1.0624069310293818,norte,0
Porto Nacional,170002,104659.863133,-0.3443825538373235,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.5222820890269597,norte,0
Miracema do Tocantins,170004,45475.336239,-0.4370209082441073,norte,0
Araguaína,170005,325628.103233,-0.6024036284478108,norte,3
Guaraí,170006,86945.84316899999,-0.11724098194708601,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.9881204377782313,norte,0
Tocantinópolis,170008,49789.446823,-0.2837693052926069,norte,0
Araguatins,170009,137158.76029900002,-0.5244578694232972,norte,0
Gurupi,170010,181173.013458,-0.3814601361109828,norte,0
Dianópolis,170011,83869.633012,-0.37007197885524984,norte,3
São Luís,210001,1676128.6191400003,3.383410758059843,nordeste,0
Pinheiro,210002,341442.109984,-0.15008720426701105,nordeste,0
Chapadinha,210003,277946.115811,-0.32026843923420684,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.11473971299297285,nordeste,2
Viana,210005,257692.15209,0.4502094823430237,nordeste,0
Barreirinhas,210006,133084.28007,-0.5988918533426232,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.31901767565399086,nordeste,0
Cururupu,210008,122984.01033999998,-0.638876065497979,nordeste,2
Santa Inês,210009,451846.73544499994,-0.5865227428771818,nordeste,0
Bacabal,210010,405800.035922,0.3661986433458918,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.7097681174437429,nordeste,0
Pedreiras,210012,184672.964411,-0.6593361824885429,nordeste,0
Caxias,210013,268928.562695,-0.15880897070462263,nordeste,0
Timon,210014,258592.85308,0.7926887216865249,nordeste,0
Codó,210015,228457.45221000002,1.6015559738647658,nordeste,0
Presidente Dutra,210016,237441.48151899996,-1.4531813805148102,nordeste,0
São João dos Patos,210017,145805.764558,-0.8635869450733036,nordeste,0
Colinas,210018,80821.55705,-0.5226781949081484,nordeste,3
Imperatriz,210019,532231.693353,1.2118100887351393,nordeste,4
Barra do Corda,210020,280148.643331,-0.764921925206101,nordeste,0
Açailândia,210021,270352.99432999996,-0.30518298111528575,nordeste,0
Balsas,210022,230084.23996099998,-1.0724235945936607,nordeste,0
Teresina,220001,1134373.896284,0.17158831298068486,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.3660665391781127,nordeste,0
Campo Maior,220003,136084.484612,0.1968399215528896,nordeste,0
Valença do Piauí,220004,79823.38348399999,0.3080943906975252,nordeste,0
Barras,220005,94902.30242899999,-0.17016417199367173,nordeste,0
Parnaíba,220006,282098.81894,-8.233989478137294e-05,nordeste,0
Piripiri,220007,174437.123889,-0.21874971498162937,nordeste,0
Esperantina,220008,146372.46837199997,-0.298291925793467,nordeste,0
Picos,220009,291225.751458,-0.36280001095758535,nordeste,0
Paulistana,220010,79939.350837,-1.0793794656290094,nordeste,0
Oeiras,220011,68545.96854100001,-0.4981623644099249,nordeste,0
Simplício Mendes,220012,41332.865334999995,0.03724291604917976,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.4454743342068892,nordeste,0
São João do Piauí,220014,48436.09284500001,0.16846390182677254,nordeste,0
Corrente,220015,120522.36767299999,0.12121726690521348,nordeste,4
Bom Jesus,220016,77915.88872199999,-0.40699362423613306,nordeste,0
Floriano,220017,124347.35358400001,-0.37871061610304313,nordeste,0
Uruçuí,220018,61936.30414100001,-0.7524243986345697,nordeste,0
Canto do Buriti,220019,49014.573814,1.1321923030326884,nordeste,0
Fortaleza,230001,4212262.35793,2.0704944008175348,nordeste,1
Itapipoca,230002,311590.29093,1.6359466424730715,nordeste,1
Redenção-Acarape,230003,229672.19836,0.2089023084148015,nordeste,1
Canindé,230004,204751.35333000004,1.2858766530283863,nordeste,1
Itapagé,230005,156725.52479,2.2725991727388117,nordeste,1
Quixadá,230006,333010.95934999996,0.5322653081032859,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,-0.3222474359842121,nordeste,0
Aracati,230008,152228.60224,0.1446497278050186,nordeste,0
Iguatu,230009,330687.50607,0.27995613003933856,nordeste,0
Icó,230010,110782.59877,0.1780033654754819,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.09250894449330588,nordeste,0
Brejo Santo,230012,188837.72431,-0.21364066712382343,nordeste,0
Crateús,230013,247029.53571999999,-0.2166071689422351,nordeste,0
Tauá,230014,92350.27985,0.09063328596256899,nordeste,0
Sobral,230015,613519.6217039999,0.1407230642413169,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.08733102671208033,nordeste,0
Acaraú,230017,216118.57382999998,-0.4318038877221603,nordeste,0
Camocim,230018,144405.99371,0.9427757497875408,nordeste,0
Natal,240001,1743859.074166,1.1116838214355882,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,0.876884431212742,nordeste,0
Canguaretama,240003,139853.969338,0.011320955609626501,nordeste,0
Santa Cruz,240004,99814.195614,-0.3582417682968231,nordeste,0
João Câmara,240005,73448.84682600001,-1.0109765245270026,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,1.2827373594001805,nordeste,0
Caicó,240007,177541.72769499998,-0.832825512805725,nordeste,0
Currais Novos,240008,112075.386137,-0.6820693213720691,nordeste,0
Mossoró,240009,506065.532053,0.30188538487602506,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.7870523311476759,nordeste,0
Açu,240011,239683.381827,1.1143350830028524,nordeste,4
João Pessoa,250001,1452524.6672960005,0.631288385549481,nordeste,0
Guarabira,250002,314765.34578200005,-0.4621843012952513,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,-0.37906093631507626,nordeste,0
Itabaiana,250004,63753.31175000001,-0.05623448526206769,nordeste,2
Campina Grande,250005,931376.7193609999,0.26843752838074114,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-1.1205684069961122,nordeste,0
Monteiro,250007,56261.812517000006,-0.7955368658548008,nordeste,0
Sumé,250008,50438.907963000005,-0.5077746437963453,nordeste,0
