imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.494955178036678,norte,0
Ariquemes,110002,244267.98213300004,-0.01333137982910767,norte,0
Jaru,110003,120564.550067,-0.3964782365413095,norte,0
Ji-Paraná,110004,304025.6776749999,-0.1290354286513282,norte,0
Cacoal,110005,302589.83598300006,-0.42212344455302203,norte,0
Vilhena,110006,165292.086385,-0.48332415382262,norte,0
Rio Branco,120001,504876.57074800006,2.8480889507074325,norte,1
Brasiléia,120002,72338.13942400001,0.23269265210661244,norte,1
Sena Madureira,120003,62990.199089999995,0.7569188259701642,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.2150241718861021,norte,0
Tarauacá,120005,90942.145483,0.38686352527781664,norte,0
Manaus,130001,2569981.538139,2.5198067231568295,norte,1
São Gabriel da Cachoeira,130002,104242.843152,7.115162136587332,norte,1
Coari,130003,156942.81565,5.564924816298935,norte,1
Manacapuru,130004,144349.73552,6.470280263074854,norte,1
Tefé,130005,182082.64676700003,5.378742731336063,norte,1
Tabatinga,130006,231873.164687,4.870501290209397,norte,1
Eirunepé,130007,101999.009491,0.1280432700924196,norte,1
Lábrea,130008,130885.96567100001,1.8304217644810654,norte,1
Manicoré,130009,161550.21102,0.18901840558000202,norte,1
Parintins,130010,249841.37481000004,2.943384931697898,norte,0
Itacoatiara,130011,173964.624469,2.985784897017693,norte,1
Boa Vista,140001,473642.83966299996,1.7535704680237192,norte,0
Pacaraima,140002,55863.802617,0.534472230621572,norte,0
Rorainópolis,140003,63088.226788,0.9333661520885717,norte,1
Caracaraí,140004,38586.120428999995,-0.3747086044327677,norte,2
Belém,150001,2592933.5334,1.9371518751623205,norte,0
Cametá,150002,227778.21129,2.575204783714646,norte,0
Abaetetuba,150003,439624.04368,1.7168089232776136,norte,0
Castanhal,150004,518779.56397599995,0.8748950216082767,norte,0
Bragança,150005,313089.568425,1.3791274774945983,norte,0
Capanema,150006,191054.418786,1.0840272897960272,norte,1
Paragominas,150007,410930.524905,0.6052855372162782,norte,1
Capitão Poço,150008,107161.11330300002,1.4487179743988001,norte,0
Marabá,150009,570348.4834569999,-0.03875736767189585,norte,0
Parauapebas,150010,408077.52058,1.6821399559026604,norte,0
Tucuruí,150011,420204.09783,0.07716046438063272,norte,1
Redenção,150012,279895.77273,-0.4016635598368701,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.1341760507988668,norte,0
Xinguara,150014,89038.29791200001,0.020131763309894874,norte,0
Santarém,150015,445651.83932,0.338839047356736,norte,0
Itaituba,150016,251297.803402,-0.3975769843238782,norte,2
Oriximiná,150017,223524.79957299997,-0.41507729643792224,norte,0
Altamira,150018,262477.021438,0.7294046778492485,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.055205186281433886,norte,2
Breves,150020,411484.63013,0.7259392083972417,norte,1
Soure-Salvaterra,150021,157265.792093,0.4996629852977929,norte,1
Macapá,160001,654457.36529,2.9830574402252292,norte,1
Laranjal do Jari,160002,67333.12171,7.9245879341661265,norte,1
Oiapoque,160003,79858.085703,2.217825224542451,norte,1
Porto Grande,160004,60124.417104,5.156506955698229,norte,1
Palmas,170001,389665.86524799996,-0.035840969933238334,norte,0
Porto Nacional,170002,104659.863133,-0.3607042863215273,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.15597921228242573,norte,0
Miracema do Tocantins,170004,45475.336239,-0.3192584423735589,norte,0
Araguaína,170005,325628.103233,1.8769021758135995,norte,0
Guaraí,170006,86945.84316899999,-0.2282039272488149,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.09226367741630874,norte,0
Tocantinópolis,170008,49789.446823,0.8096471094495258,norte,1
Araguatins,170009,137158.76029900002,0.5060262014962568,norte,1
Gurupi,170010,181173.013458,-0.1812976778549704,norte,3
Dianópolis,170011,83869.633012,-0.5903663643033502,norte,0
São Luís,210001,1676128.6191400003,1.8286027620870675,nordeste,0
Pinheiro,210002,341442.109984,0.7466817662498355,nordeste,1
Chapadinha,210003,277946.115811,2.2762164513888887,nordeste,0
Itapecuru Mirim,210004,298355.59337,0.5760944694439878,nordeste,1
Viana,210005,257692.15209,0.6201769102706691,nordeste,1
Barreirinhas,210006,133084.28007,0.34262492519762283,nordeste,1
Tutóia - Araioses,210007,207214.69482999996,0.5896032446189909,nordeste,0
Cururupu,210008,122984.01033999998,0.3962920850363156,nordeste,1
Santa Inês,210009,451846.73544499994,2.4758487918653,nordeste,1
Bacabal,210010,405800.035922,0.8186597712966033,nordeste,1
Governador Nunes Freire,210011,224565.45183500004,0.4920340524067085,nordeste,1
Pedreiras,210012,184672.964411,3.6110872739739093,nordeste,0
Caxias,210013,268928.562695,0.06336974738591451,nordeste,0
Timon,210014,258592.85308,-0.028862647995643413,nordeste,0
Codó,210015,228457.45221000002,1.2918597961248532,nordeste,1
Presidente Dutra,210016,237441.48151899996,0.3959911598065142,nordeste,1
São João dos Patos,210017,145805.764558,-0.2193792049493776,nordeste,0
Colinas,210018,80821.55705,-0.07860065581137074,nordeste,0
Imperatriz,210019,532231.693353,1.7165305595067335,nordeste,1
Barra do Corda,210020,280148.643331,0.8434079183757734,nordeste,1
Açailândia,210021,270352.99432999996,1.6155063730287935,nordeste,1
Balsas,210022,230084.23996099998,0.016816120474079797,nordeste,0
Teresina,220001,1134373.896284,0.2388464452994046,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.1253287083690355,nordeste,0
Campo Maior,220003,136084.484612,-0.12537116593743058,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.44362287286539626,nordeste,0
Barras,220005,94902.30242899999,-0.002869884520027962,nordeste,0
Parnaíba,220006,282098.81894,0.1225318464812576,nordeste,0
Piripiri,220007,174437.123889,-0.24661433828575743,nordeste,0
Esperantina,220008,146372.46837199997,0.051058574404255166,nordeste,0
Picos,220009,291225.751458,-0.22531126370073648,nordeste,0
