imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Corrente,220015,120522.36767299999,-0.8609578142027359,nordeste,0
Bom Jesus,220016,77915.88872199999,0.134628159362908,nordeste,0
Floriano,220017,124347.35358400001,-0.42139486152080247,nordeste,0
Uruçuí,220018,61936.30414100001,1.8534756901384548,nordeste,0
Canto do Buriti,220019,49014.573814,-0.6079292997819874,nordeste,0
Fortaleza,230001,4212262.35793,0.42475445064637835,nordeste,0
Itapipoca,230002,311590.29093,0.4231584304769122,nordeste,1
Redenção-Acarape,230003,229672.19836,1.1839277822279746,nordeste,0
Canindé,230004,204751.35333000004,0.5235397329443423,nordeste,1
Itapagé,230005,156725.52479,0.41786931407742534,nordeste,0
Quixadá,230006,333010.95934999996,0.701096318996701,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.8786148311765983,nordeste,0
Aracati,230008,152228.60224,0.482975575470104,nordeste,0
Iguatu,230009,330687.50607,0.2614242620546025,nordeste,0
Icó,230010,110782.59877,0.07887012649624704,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,1.1079631616808074,nordeste,0
Brejo Santo,230012,188837.72431,-0.19713459134304515,nordeste,0
Crateús,230013,247029.53571999999,0.21053772593427736,nordeste,0
Tauá,230014,92350.27985,-0.07127238521481515,nordeste,0
Sobral,230015,613519.6217039999,2.1843351352286167,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.7319715797456977,nordeste,1
Acaraú,230017,216118.57382999998,1.989131508387577,nordeste,1
Camocim,230018,144405.99371,1.941163612119,nordeste,1
Natal,240001,1743859.074166,0.5608301406289637,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.31689911639957635,nordeste,0
Canguaretama,240003,139853.969338,-0.16642700736570212,nordeste,0
Santa Cruz,240004,99814.195614,-0.2880856398035854,nordeste,0
João Câmara,240005,73448.84682600001,-0.2526956174123673,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.04546723701438755,nordeste,0
Caicó,240007,177541.72769499998,0.04271949590987344,nordeste,0
Currais Novos,240008,112075.386137,-0.5336336248022264,nordeste,0
Mossoró,240009,506065.532053,0.5051678419427582,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.8738341253664095,nordeste,0
Açu,240011,239683.381827,0.10824651258916372,nordeste,0
João Pessoa,250001,1452524.6672960005,1.2769927297975732,nordeste,1
Guarabira,250002,314765.34578200005,1.7872478273226764,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,2.1794232407526732,nordeste,1
Itabaiana,250004,63753.31175000001,1.2725033555744587,nordeste,0
Campina Grande,250005,931376.7193609999,0.8115066459719965,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-0.49448583648856576,nordeste,0
Monteiro,250007,56261.812517000006,-0.5685896443463676,nordeste,0
Sumé,250008,50438.907963000005,-0.09510970755526339,nordeste,0
Patos,250009,265946.903487,0.3529654422009937,nordeste,0
Itaporanga,250010,122107.57574800002,-0.314434647567091,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,0.6048511369624121,nordeste,0
Pombal,250012,65066.772294999995,-0.06900946113509526,nordeste,0
Princesa Isabel,250013,62855.512667999996,-0.8082379154415045,nordeste,0
Sousa,250014,139757.42990999998,0.004662010747859819,nordeste,0
Cajazeiras,250015,153774.930903,0.021046028785553093,nordeste,0
Recife,260001,4016539.695079,-0.015838431589605642,nordeste,0
Goiana – Timbaúba,260002,340065.78466000006,-0.10610055647535432,nordeste,0
Palmares,260003,260124.782594,0.1589752007541356,nordeste,0
Limoeiro,260004,226373.37741000002,-0.15728411905067188,nordeste,0
Vitória de Santo Antão,260005,207936.9037,-0.10702635871299518,nordeste,0
Carpina,260006,183777.09359,-0.7354389012271398,nordeste,0
Barreiros - Sirinhaém,260007,161275.69727,-0.40467637041852467,nordeste,0
Surubim,260008,138827.15985,-0.2909117455837219,nordeste,0
Caruaru,260009,1143502.4863800001,-0.09030511089945698,nordeste,0
Garanhuns,260010,559153.8110999998,-0.5120014473190965,nordeste,0
Arcoverde,260011,381987.26514,-0.7087102606654083,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,-0.25100827698281747,nordeste,0
Serra Talhada,260013,331597.202674,-0.19356883283894613,nordeste,3
Afogados da Ingazeira,260014,187106.129848,-0.6018249081561919,nordeste,0
Petrolina,260015,512192.2046,-0.5722837788206366,nordeste,0
Araripina,260016,336838.86040999996,-0.5860825708430356,nordeste,0
Salgueiro,260017,193058.36722900002,-0.5858457589499683,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,-0.7448821224066416,nordeste,0
Maceió,270001,1328339.1964320005,0.9205690110655763,nordeste,0
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,0.3723824065013116,nordeste,0
Penedo,270003,195167.849766,0.30348600768492445,nordeste,1
São Miguel dos Campos,270004,186218.698957,1.2959074948289948,nordeste,0
União dos Palmares,270005,151747.64067900003,0.2286116474016796,nordeste,0
Atalaia,270006,121125.36878599998,0.005162987968965441,nordeste,0
Arapiraca,270007,565424.86768,1.0906114694820586,nordeste,0
Palmeira dos Índios,270008,169330.76583999998,-0.0662677896517085,nordeste,0
Delmiro Gouveia,270009,158439.567114,-0.567115939825574,nordeste,0
Santana do Ipanema,270010,143255.25791,-0.21175254949183828,nordeste,0
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,0.6335123665867245,nordeste,0
Aracaju,280001,1237324.106538,1.8896859598685165,nordeste,0
Estância,280002,243854.606175,0.7835178886366697,nordeste,0
Propriá,280003,158147.453095,0.9822873940399874,nordeste,0
Itabaiana,280004,249607.545829,1.7319958929631696,nordeste,0
Lagarto,280005,254692.5906,0.6310474258238662,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,-0.12630716097408218,nordeste,0
Salvador,290001,4084138.4268900002,0.6454920721724536,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.35927687546374015,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,-0.44322801937535083,nordeste,0
Cruz das Almas,290004,284419.79349999997,-0.4576901819355913,nordeste,0
Valença,290005,260522.68494999997,0.18828169530814398,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.39501959105437895,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,1.0193594416791825,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,0.09470487577193525,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,0.12787188756697387,nordeste,0
Camacan,290010,128377.17958,0.10347065274833286,nordeste,0
Vitória da Conquista,290011,807168.5889399999,-0.5418763152258187,nordeste,0
Jequié,290012,335632.69826100004,0.5744608204266833,nordeste,0
Brumado,290013,223982.71154999998,-0.9166115072693477,nordeste,3
Ipiaú,290014,218504.67817,1.454892145824525,nordeste,0
Itapetinga,290015,155342.98423,-0.2932518908398256,nordeste,0
Guanambi,290016,466837.04169399996,-1.0547530699682521,nordeste,3
Bom Jesus da Lapa,290017,234019.08669999999,-1.127244741491207,nordeste,3
Barreiras,290018,558661.119109,-0.5113633914535509,nordeste,3
Santa Maria da Vitoria,290019,132909.28577999998,-0.9266735614877021,nordeste,3
Irecê,290020,403244.60797899996,-0.863771121939404,nordeste,3
Xique-Xique – Barra,290021,217720.62055999998,-0.8965049071195951,nordeste,3
Juazeiro,290022,519402.68434,-0.3123369110190062,nordeste,3
Senhor do Bonfim,290023,292848.60513000004,-0.3997553534208559,nordeste,0
Paulo Afonso,290024,196770.343708,-0.8681564545832787,nordeste,0
Ribeira do Pombal,290025,192354.02113,-0.5646538282310426,nordeste,0
Euclides da Cunha,290026,184569.18926000004,-0.9769921163050516,nordeste,3
Cícero Dantas,290027,127117.44118,-0.8361888844159393,nordeste,0
Jeremoabo,290028,96341.81287,-0.7096237865514615,nordeste,0
Feira de Santana,290029,1235784.0604499998,-0.17551298927525263,nordeste,0
Jacobina,290030,318908.05842,-0.6869325564497702,nordeste,0
Itaberaba,290031,217208.981881,-0.4761285387567491,nordeste,0
Conceição do Coité,290032,192721.90131999998,-0.07920943574054924,nordeste,0
Serrinha,290033,188895.1299,-0.3436529420532116,nordeste,0
Seabra,290034,176917.79693,-0.9017574026297336,nordeste,3
Belo Horizonte,310001,5302661.613623001,-0.46283570858877315,sudeste,0
Sete Lagoas,310002,414784.14420100005,-0.7434748491037485,sudeste,3
Santa Bárbara - Ouro Preto,310003,259941.603071,-0.05875632109616905,sudeste,3
Curvelo,310004,184938.06675999996,-0.7710189210099888,sudeste,3
Itabira,310005,156708.129292,-0.2704675572435142,sudeste,0
Montes Claros,310006,772503.515917,-0.8821814224132549,sudeste,3
Janaúba,310007,222460.21700499998,-0.8266725065898797,sudeste,3
Salinas,310008,192580.832348,-0.921977643720529,sudeste,3
Januária,310009,150628.74508,-1.1501398160790683,sudeste,3
Pirapora,310010,147491.22293500003,-0.9262128740591578,sudeste,3
São Francisco,310011,116369.90954,-1.1299231552223596,sudeste,3
Espinosa,310012,95914.98229,-0.9465650781632742,sudeste,3
Teófilo Otoni,310013,490239.30398100003,-0.5876523887646186,sudeste,3
Capelinha,310014,178218.62567,-1.1783145887481103,sudeste,3
Almenara,310015,169968.86164000002,-0.5777152809741725,sudeste,0
Diamantina,310016,125470.937976,-0.9675669799649605,sudeste,3
Araçuaí,310017,108053.927453,-1.1561704005573228,sudeste,3
Pedra Azul,310018,92450.358212,-0.8677523666816764,sudeste,3
Águas Formosas,310019,50874.08342899999,-0.6158922336308696,sudeste,0
Governador Valadares,310020,449625.61725700006,-0.09642583046628056,sudeste,3
Guanhães,310021,192563.19338,-1.0228359515032623,sudeste,0
Mantena,310022,64555.720241,-0.3164556203447795,sudeste,0
Aimorés - Resplendor,310023,58250.58644,-0.5880890523587803,sudeste,0
Ipatinga,310024,648876.4022819999,0.5018898974072847,sudeste,4
Caratinga,310025,231827.03051900002,-0.5798774456452233,sudeste,0
João Monlevade,310026,148813.19643,-0.5629165536599509,sudeste,0
Juiz de Fora,310027,746206.3141799999,-0.6721742961921574,sudeste,3
Manhuaçu,310028,352970.67047899996,-0.6125248378039072,sudeste,0
Ubá,310029,288143.317461,-0.8220359851924489,sudeste,3
Ponte Nova,310030,179575.350045,-0.862680421700409,sudeste,0
Muriaé,310031,184863.501644,-0.09032852938827259,sudeste,3
Cataguases,310032,180524.02673000004,-0.6151200441383983,sudeste,0
Viçosa,310033,168880.87934999997,-1.0234656001806426,sudeste,3
Carangola,310034,111822.93782600001,-0.6725669775936158,sudeste,0
São João Nepomuceno - Bicas,310035,72341.76615899999,-0.978791119443531,sudeste,0
Além Paraíba,310036,56592.475901000005,-0.40757671482861363,sudeste,0
Barbacena,310037,236771.582069,-0.9237801039660555,sudeste,3
Conselheiro Lafaiete,310038,351752.384952,-0.9095273059119189,sudeste,3
São João del Rei,310039,186840.932844,-0.900113731593734,sudeste,3
Varginha,310040,202407.797326,-1.0030674909486492,sudeste,3
Passos,310041,267128.45035400003,-0.936387335909517,sudeste,3
Alfenas,310042,258663.18437899995,-1.026003458735796,sudeste,3
Lavras,310043,229927.86098699996,-0.9865691100655397,sudeste,3
Guaxupé,310044,160599.35241,-0.6644573425211352,sudeste,3
Três Corações,310045,133436.031399,-0.9328884107860166,sudeste,3
Três Pontas - Boa Esperança,310046,123788.331647,-1.0362399052373945,sudeste,3
São Sebastião do Paraíso,310047,117037.80936,-1.0515988869847028,sudeste,0
Campo Belo,310048,89676.33284000002,-0.7565543624541665,sudeste,3
Piumhi,310049,53684.384278,-0.7813701952617111,sudeste,3
Pouso Alegre,310050,563629.9836259999,-0.5506943997878396,sudeste,3
Poços de Caldas,310051,277360.380068,-0.9566917308813883,sudeste,3
Itajubá,310052,201606.60566300002,-0.8103654288748068,sudeste,0
São Lourenço,310053,187804.77343100004,-0.9327664766693275,sudeste,3
Caxambu - Baependi,310054,72625.400966,-1.054535648713022,sudeste,3
Uberaba,310055,465988.712444,-0.5243054842643408,sudeste,3
Araxá,310056,182123.327045,-0.7261921620166889,sudeste,3
Frutal,310057,119424.98165599999,-0.5369562910135041,sudeste,0
Iturama,310058,68477.692718,-0.21333522611865866,sudeste,0
Uberlândia,310059,964012.5726859999,0.3715619019620593,sudeste,4
Ituiutaba,310060,152835.680911,-0.7507227266003109,sudeste,0
Monte Carmelo,310061,75886.226818,-0.8715636535574413,sudeste,0
Patos de Minas,310062,497149.8585720001,-0.4564400637318504,sudeste,3
Unaí,310063,185549.39930600004,-0.3439954177211547,sudeste,3
Patrocínio,310064,142091.802488,-0.6731857233575637,sudeste,0
Divinópolis,310065,747289.9483659999,-0.9046682845081804,sudeste,3
Formiga,310066,169039.18772299998,-0.8090215208963073,sudeste,3
Dores do Indaiá,310067,141476.017624,-0.694297621079184,sudeste,3
Pará de Minas,310068,142750.33332600002,-0.9853215091833866,sudeste,3
Oliveira,310069,115968.10467999999,-0.6499866031477302,sudeste,3
Abaeté,310070,39168.402931000004,-1.0215335974178887,sudeste,0
Vitória,320001,2072647.84414,1.1537765980708514,sudeste,0
Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,320002,230411.19048999995,0.42725213381873206,sudeste,0
São Mateus,320003,296587.73153,-0.10911022825268772,sudeste,0
Linhares,320004,364624.53661,1.1166571509741556,sudeste,0
Colatina,320005,321609.22273999994,1.1511393805688517,sudeste,0
Nova Venécia,320006,138784.0995,-0.047024400365181004,sudeste,0
Cachoeiro de Itapemirim,320007,441441.07489,0.806155928980627,sudeste,0
Alegre,320008,197946.24655400004,-0.031789408858761414,sudeste,0
Rio de Janeiro,330001,12607706.687149998,-0.26161534281798243,sudeste,0
Angra dos Reis,330002,277132.96929,0.35413934351261095,sudeste,0
Rio Bonito,330003,139402.97464,-0.07347773391727414,sudeste,0
Volta Redonda - Barra Mansa,330004,644039.2948200001,-0.18446391654723676,sudeste,0
Resende,330005,199896.71120999998,-0.36510511365861176,sudeste,0
Valença,330006,171525.86823999998,-0.5170622562447111,sudeste,0
Petrópolis,330007,512335.62458999996,-0.3449569162307578,sudeste,0
Nova Friburgo,330008,331452.5413200001,-0.6019621842966889,sudeste,0
Três Rios - Paraíba do Sul,330009,150133.10261,0.32998859291315236,sudeste,0
Campos dos Goytacazes,330010,655023.65411,-0.5087072708655168,sudeste,0
Itaperuna,330011,196872.82127999997,0.5629752765674458,sudeste,0
Santo Antônio de Pádua,330012,115327.92146999999,0.12120285288661468,sudeste,0
Cabo Frio,330013,627483.79756,-0.619469758436867,sudeste,0
Macaé - Rio das Ostras,330014,737854.89237,-0.054160794848420866,sudeste,0
São Paulo,350001,21736870.050039995,0.2222363343483771,sudeste,0
Santos,350002,1932461.87547,0.774133603069446,sudeste,0
Sorocaba,350003,1851230.635015,-0.1824720972372136,sudeste,0
Itapeva,350004,353333.33601999993,-0.8066808728553724,sudeste,3
Registro,350005,252742.88747399996,0.30595833999655997,sudeste,0
Itapetininga,350006,253807.95064,-0.6715508994181085,sudeste,0
Avaré,350007,235384.23760900003,-0.9191108614187876,sudeste,0
Tatuí,350008,168051.73278600004,-0.4852098873767515,sudeste,0
Bauru,350009,655028.1845099999,0.02325000036283489,sudeste,0
Jaú,350010,361846.01398,-0.5149002235849122,sudeste,0
Botucatu,350011,272832.22103300004,-0.4689847713610979,sudeste,0
Lins,350012,166621.99388900003,0.4579809901767863,sudeste,0
Marília,350013,389917.4815300001,-0.7941595428953064,sudeste,0
Assis,350014,247731.82627299998,-0.6946226780207478,sudeste,0
Ourinhos,350015,239569.00241600006,-0.4082721462441177,sudeste,0
Tupã,350016,126699.439137,-0.8258519728383538,sudeste,3
Piraju,350017,56719.470488,-0.7905595179213928,sudeste,3
Presidente Prudente,350018,537996.963317,-0.5479818626787349,sudeste,3
Adamantina - Lucélia,350019,134555.958518,-0.9007276036762109,sudeste,0
Dracena,350020,134725.326804,-0.7421064918592171,sudeste,3
Presidente Epitácio-Presidente Venceslau,350021,96649.691192,-0.648238361129866,sudeste,3
Araçatuba,350022,316873.794905,0.5109070428923708,sudeste,0
Birigui - Penápolis,350023,293098.942452,-0.4641516801961648,sudeste,0
Andradina,350024,196183.10761,-0.7777398065786416,sudeste,0
São José do Rio Preto,350025,924788.6894919999,0.6381579270063382,sudeste,0
Catanduva,350026,261411.25936199998,0.007487228652474421,sudeste,0
Votuporanga,350027,172918.727057,0.602286159985276,sudeste,0
Jales,350028,110988.30905000003,-0.08659118322793155,sudeste,0
Fernandópolis,350029,110155.622522,0.4892143862573452,sudeste,0
Santa Fé do Sul,350030,49000.615792000004,0.21044854757014736,sudeste,0
Ribeirão Preto,350031,1544148.811686,0.08145769242908155,sudeste,0
Barretos,350032,427062.3927650001,-0.09243872390165855,sudeste,0
Franca,350033,429343.01302300004,-0.894573572491208,sudeste,0
São Joaquim da Barra – Orlândia,350034,166586.78222000002,-0.03843369770992162,sudeste,0
Ituverava,350035,126054.65502,-0.6726618200488356,sudeste,0
Araraquara,350036,628520.489836,-0.5524550711290942,sudeste,0
São Carlos,350037,526111.7132,-0.5871153039366463,sudeste,0
Campinas,350038,3244477.4976299996,0.12499193814084382,sudeste,0
Jundiaí,350039,993474.7307499999,0.02195570131554449,sudeste,0
Piracicaba,350040,612226.438651,0.2825096637833036,sudeste,0
Bragança Paulista,350041,482949.73968999996,-0.5966067223031598,sudeste,0
Limeira,350042,380966.92931,0.013119556012511274,sudeste,0
Mogi Guaçu,350043,330455.44483,-0.3666239113788278,sudeste,0
São João da Boa Vista,350044,317003.98011999996,-0.5601693371348598,sudeste,0
Araras,350045,274649.950871,-0.0035370518699971575,sudeste,0
Rio Claro,350046,254336.401807,0.08100369151512407,sudeste,0
São José do Rio Pardo - Mococa,350047,184328.73395000002,-0.7761998050322022,sudeste,0
Amparo,350048,134997.72316000002,-0.7127686789131681,sudeste,0
São José dos Campos,350049,1120029.7724130002,-0.22691826326222472,sudeste,0
Taubaté - Pindamonhangaba,350050,635333.6353699999,-0.7078724100046193,sudeste,0
Caraguatatuba - Ubatuba - São Sebastião,350051,352755.96024,-0.15077907958568526,sudeste,0
Guaratinguetá,350052,319024.6375310001,-0.8680281240166592,sudeste,0
Cruzeiro,350053,164298.238741,-0.7375939194194152,sudeste,0
Curitiba,410001,3701074.1058279998,-0.2728294058076786,sul,3
Paranaguá,410002,296718.57104999997,0.005613163296407382,sul,0
União da Vitória,410003,176669.499867,-0.965972547071471,sul,3
Guarapuava,410004,349748.145659,-1.0108552169184366,sul,3
Pitanga,410005,76012.57095300002,-1.0062216298963185,sul,3
Cascavel,410006,529323.298461,0.08793443579451923,sul,4
Foz do Iguaçu,410007,375228.46436200006,-0.13782762955432382,sul,0
Toledo,410008,331688.265979,-0.2406538173518909,sul,0
Francisco Beltrão,410009,277097.968703,-0.7351024630146377,sul,0
Pato Branco,410010,270458.556094,-0.8231697867839386,sul,3
Laranjeiras do Sul - Quedas do Iguaçu,410011,106521.717915,-0.9029198702985759,sul,3
Dois Vizinhos,410012,81702.464137,-0.7436138695820418,sul,0
Marechal Cândido Rondon,410013,80130.80911600002,-0.8896526286363153,sul,0
Maringá,410014,797099.27589,-0.58651824809706,sul,3
Campo Mourão,410015,313027.75322699995,-0.7450785004548538,sul,3
Umuarama,410016,289313.81824000005,-0.7516223248689191,sul,3
Paranavaí,410017,203037.00908999998,-0.8682372862077679,sul,3
Cianorte,410018,167377.66046400002,-0.3678275689111788,sul,3
Paranacity - Colorado,410019,67520.631082,-0.4400250376963087,sul,0
Loanda,410020,60473.115481999994,-1.0039993435045094,sul,3
Londrina,410021,1101503.803679,-0.551973103403502,sul,3
Santo Antônio da Platina,410022,269124.432428,-0.746462403032901,sul,3
Apucarana,410023,232009.5816550001,-0.845551477702443,sul,3
Cornélio Procópio – Bandeirantes,410024,180868.896175,-0.6910687097813949,sul,0
Ivaiporã,410025,134258.070138,-0.6999585241826918,sul,3
Ibaiti,410026,59299.566444,-0.6445073257854474,sul,3
Ponta Grossa,410027,643820.6111910001,-0.8630388597115438,sul,3
Telêmaco Borba,410028,190498.32052999997,-0.4491397748471913,sul,3
Irati,410029,155233.04812999998,-0.9545201237977129,sul,3
Florianópolis,420001,1156318.073962,-0.07960788778311888,sul,0
Criciúma,420002,436943.85003800003,0.1286462789288101,sul,0
Tubarão,420003,321275.15853799996,0.6600887814903807,sul,0
Araranguá,420004,199339.350779,-0.041157064451771044,sul,0
Lages,420005,282419.368602,-0.4670175689728852,sul,0
Curitibanos,420006,68873.72662899998,-0.4750104297939146,sul,0
Chapecó,420007,415514.7823769999,0.36951387362550053,sul,0
Joaçaba - Herval d'Oeste,420008,177772.522683,0.4701479908638809,sul,0
São Miguel do Oeste,420009,163672.588356,-0.5444485047988642,sul,0
Concórdia,420010,137754.40194799998,0.8992758260205944,sul,0
Xanxerê,420011,129804.767413,0.6044994184348337,sul,0
Maravilha,420012,52543.352625,-0.2785282396053663,sul,0
São Lourenço do Oeste,420013,42214.26332300001,-0.7346809006900095,sul,0
Caçador,420014,104941.68953599999,-1.0031786714993898,sul,0
Videira,420015,128583.28165600002,-0.5326440404445978,sul,0
Joinville,420016,1029540.1583550001,0.04006565895305979,sul,0
Mafra,420017,234930.639212,-0.8560748690821013,sul,3
São Bento do Sul - Rio Negrinho,420018,135877.113,-0.6923224184379146,sul,0
Blumenau,420019,650990.5468419999,0.35230186529514806,sul,0
Itajaí,420020,829779.85426,0.7814183852908365,sul,0
Brusque,420021,252159.93985100003,0.6781191921637411,sul,0
Rio do Sul,420022,197228.76604000002,-0.5382610981582405,sul,0
