imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.213964152272851,norte,0
Ariquemes,110002,244267.98213300004,-0.06609432043651818,norte,0
Jaru,110003,120564.550067,-0.3628427213202648,norte,0
Ji-Paraná,110004,304025.6776749999,0.2762126303488141,norte,0
Cacoal,110005,302589.83598300006,0.1162390276686053,norte,0
Vilhena,110006,165292.086385,-0.5465945106434271,norte,0
Rio Branco,120001,504876.57074800006,0.1647885232768586,norte,0
Brasiléia,120002,72338.13942400001,-0.30794612623712,norte,0
Sena Madureira,120003,62990.199089999995,0.9021244381137382,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.6520076579066699,norte,0
Tarauacá,120005,90942.145483,0.35079125030604325,norte,0
Manaus,130001,2569981.538139,-0.3305502916899329,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.7805612961720251,norte,0
Coari,130003,156942.81565,-0.44363025722561517,norte,0
Manacapuru,130004,144349.73552,0.2916241800097953,norte,0
Tefé,130005,182082.64676700003,0.9195366008210534,norte,0
Tabatinga,130006,231873.164687,-0.8105157527128759,norte,0
Eirunepé,130007,101999.009491,0.02023414887019603,norte,0
Lábrea,130008,130885.96567100001,0.09745070141897717,norte,0
Manicoré,130009,161550.21102,-0.283027761801002,norte,0
Parintins,130010,249841.37481000004,-0.6211829166712262,norte,0
Itacoatiara,130011,173964.624469,-0.24110056100429872,norte,0
Boa Vista,140001,473642.83966299996,1.1565156344772682,norte,0
Pacaraima,140002,55863.802617,-0.34473857295037924,norte,0
Rorainópolis,140003,63088.226788,0.05174909543107871,norte,0
Caracaraí,140004,38586.120428999995,-0.041570639460295364,norte,0
Belém,150001,2592933.5334,-0.512672704348402,norte,3
Cametá,150002,227778.21129,-0.7615477247702137,norte,3
Abaetetuba,150003,439624.04368,-0.908709136240913,norte,3
Castanhal,150004,518779.56397599995,-0.8437779218347042,norte,3
Bragança,150005,313089.568425,-1.0492195026305693,norte,3
Capanema,150006,191054.418786,-0.7185129538608208,norte,3
Paragominas,150007,410930.524905,-0.8073050115579021,norte,3
Capitão Poço,150008,107161.11330300002,-0.8465430984753388,norte,3
Marabá,150009,570348.4834569999,-1.033879295305037,norte,3
Parauapebas,150010,408077.52058,-0.29248070419091277,norte,3
Tucuruí,150011,420204.09783,-0.9175694337580953,norte,3
Redenção,150012,279895.77273,-0.7910007899982203,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.7948729603719221,norte,3
Xinguara,150014,89038.29791200001,-0.9815519439930486,norte,0
Santarém,150015,445651.83932,-0.8960135130895146,norte,3
Itaituba,150016,251297.803402,-0.7911396061655032,norte,3
Oriximiná,150017,223524.79957299997,-0.495286951708376,norte,0
Altamira,150018,262477.021438,-0.6272687598768204,norte,3
Almeirim - Porto de Moz,150019,74686.83649,-0.6807875353256494,norte,0
Breves,150020,411484.63013,-0.312241277615023,norte,0
Soure-Salvaterra,150021,157265.792093,-0.9839508607710648,norte,0
Macapá,160001,654457.36529,1.0051354743020473,norte,0
Laranjal do Jari,160002,67333.12171,-0.05552488076479131,norte,0
Oiapoque,160003,79858.085703,0.3718959841110524,norte,0
Porto Grande,160004,60124.417104,0.8837381560015413,norte,0
Palmas,170001,389665.86524799996,-0.1343080082311427,norte,0
Porto Nacional,170002,104659.863133,-0.19819991049469415,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.5393352064758224,norte,0
Miracema do Tocantins,170004,45475.336239,-0.13629441404913378,norte,0
Araguaína,170005,325628.103233,-0.2824136633027327,norte,0
Guaraí,170006,86945.84316899999,-0.3197774582045739,norte,0
Colinas do Tocantins,170007,65495.96647999999,1.8627523441713991,norte,0
Tocantinópolis,170008,49789.446823,-0.06731564662990956,norte,0
Araguatins,170009,137158.76029900002,-0.34748408063095687,norte,0
Gurupi,170010,181173.013458,-0.19981460795454842,norte,3
Dianópolis,170011,83869.633012,-0.6367574902580871,norte,0
São Luís,210001,1676128.6191400003,-0.9634987074921127,nordeste,3
Pinheiro,210002,341442.109984,-1.034155149224935,nordeste,3
Chapadinha,210003,277946.115811,-1.019532059648677,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.0206151120122218,nordeste,3
Viana,210005,257692.15209,-0.867209974841871,nordeste,3
Barreirinhas,210006,133084.28007,-0.8233090905881015,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.0843966135631087,nordeste,3
Cururupu,210008,122984.01033999998,-1.0667297159306266,nordeste,3
Santa Inês,210009,451846.73544499994,-0.8905002595342827,nordeste,3
