imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.3572868967963307,norte,0
Ariquemes,110002,244267.98213300004,0.5097629492039315,norte,1
Jaru,110003,120564.550067,0.3667809860424064,norte,0
Ji-Paraná,110004,304025.6776749999,-0.037898591275988686,norte,0
Cacoal,110005,302589.83598300006,0.004533773098281771,norte,0
Vilhena,110006,165292.086385,0.32935576924670074,norte,0
Rio Branco,120001,504876.57074800006,0.46676382485389356,norte,1
Brasiléia,120002,72338.13942400001,1.4460781304302002,norte,0
Sena Madureira,120003,62990.199089999995,1.0836281718988838,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.27531964709330015,norte,1
Tarauacá,120005,90942.145483,0.9185335729041815,norte,0
Manaus,130001,2569981.538139,0.14772464855090592,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.596262398087201,norte,1
Coari,130003,156942.81565,1.9796811744015959,norte,1
Manacapuru,130004,144349.73552,0.8445907912585813,norte,1
Tefé,130005,182082.64676700003,2.761122217218516,norte,1
Tabatinga,130006,231873.164687,0.5761569815746679,norte,1
Eirunepé,130007,101999.009491,2.4445833362124607,norte,1
Lábrea,130008,130885.96567100001,2.099981349145648,norte,1
Manicoré,130009,161550.21102,0.6756311033195334,norte,1
Parintins,130010,249841.37481000004,0.8144692806055567,norte,0
Itacoatiara,130011,173964.624469,0.7144240481739733,norte,0
Boa Vista,140001,473642.83966299996,4.742173823071654,norte,1
Pacaraima,140002,55863.802617,1.7718496592673294,norte,1
Rorainópolis,140003,63088.226788,1.8556805792113777,norte,1
Caracaraí,140004,38586.120428999995,0.8974011284451273,norte,1
Belém,150001,2592933.5334,-0.23728126668036734,norte,0
Cametá,150002,227778.21129,0.20169258926581216,norte,4
Abaetetuba,150003,439624.04368,-0.7365779908286478,norte,0
Castanhal,150004,518779.56397599995,-0.7751111760295486,norte,0
Bragança,150005,313089.568425,-0.6629607386437179,norte,0
Capanema,150006,191054.418786,-0.7233109723739346,norte,0
Paragominas,150007,410930.524905,-0.8557387572428378,norte,3
Capitão Poço,150008,107161.11330300002,-0.18868757173608436,norte,3
Marabá,150009,570348.4834569999,-0.3903553299741585,norte,0
Parauapebas,150010,408077.52058,2.9762199291048956,norte,0
Tucuruí,150011,420204.09783,-1.3476078794001578,norte,0
Redenção,150012,279895.77273,-0.02194216022124095,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,-0.2543957805783768,norte,0
Xinguara,150014,89038.29791200001,1.084876738812105,norte,1
Santarém,150015,445651.83932,0.15267147729685585,norte,0
Itaituba,150016,251297.803402,0.8286857751655591,norte,0
Oriximiná,150017,223524.79957299997,1.3229934928091325,norte,0
Altamira,150018,262477.021438,0.6334756710345963,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.9967733606205011,norte,2
Breves,150020,411484.63013,-0.3311462600814649,norte,0
Soure-Salvaterra,150021,157265.792093,-0.9791919736162158,norte,0
Macapá,160001,654457.36529,1.8619959052297772,norte,1
Laranjal do Jari,160002,67333.12171,4.9787844261296215,norte,1
Oiapoque,160003,79858.085703,3.947819969914469,norte,1
Porto Grande,160004,60124.417104,3.8770700882391553,norte,1
Palmas,170001,389665.86524799996,1.2387236176089624,norte,0
Porto Nacional,170002,104659.863133,0.7162892110256752,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.4689790270405287,norte,0
Miracema do Tocantins,170004,45475.336239,1.0487881606750573,norte,0
Araguaína,170005,325628.103233,2.2419969125069126,norte,1
Guaraí,170006,86945.84316899999,0.6700686093923907,norte,1
Colinas do Tocantins,170007,65495.96647999999,3.5376723676422692,norte,0
Tocantinópolis,170008,49789.446823,1.0675191356263487,norte,0
Araguatins,170009,137158.76029900002,0.30721257934344476,norte,0
Gurupi,170010,181173.013458,0.9383027191121142,norte,0
Dianópolis,170011,83869.633012,-0.9544065549242774,norte,0
São Luís,210001,1676128.6191400003,-1.005522164956018,nordeste,3
Pinheiro,210002,341442.109984,-1.084814751527912,nordeste,3
Chapadinha,210003,277946.115811,-0.18121153229964101,nordeste,0
Itapecuru Mirim,210004,298355.59337,-1.3307765500413173,nordeste,3
Viana,210005,257692.15209,-1.4383546009399841,nordeste,3
Barreirinhas,210006,133084.28007,-0.918356601834475,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.9730458498055361,nordeste,0
Cururupu,210008,122984.01033999998,-1.0124734311731711,nordeste,3
Santa Inês,210009,451846.73544499994,0.3724498317253448,nordeste,0
Bacabal,210010,405800.035922,-0.3134702565366732,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.8377729160709232,nordeste,0
Pedreiras,210012,184672.964411,0.7665554340361941,nordeste,0
Caxias,210013,268928.562695,-0.060934058443940294,nordeste,0
Timon,210014,258592.85308,-0.38367664163042214,nordeste,0
Codó,210015,228457.45221000002,-0.8712996674094039,nordeste,0
Presidente Dutra,210016,237441.48151899996,-0.04615367893363114,nordeste,0
São João dos Patos,210017,145805.764558,-0.23740029358144402,nordeste,2
Colinas,210018,80821.55705,0.3571967930086211,nordeste,0
Imperatriz,210019,532231.693353,-0.09237862024006462,nordeste,2
Barra do Corda,210020,280148.643331,0.5644698727378197,nordeste,0
Açailândia,210021,270352.99432999996,-0.10341020515767113,nordeste,0
Balsas,210022,230084.23996099998,1.5295334817215331,nordeste,1
Teresina,220001,1134373.896284,0.994345080484886,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.18936324640930285,nordeste,0
Campo Maior,220003,136084.484612,0.06908839080646074,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.07163174778977568,nordeste,0
Barras,220005,94902.30242899999,0.8750620153728131,nordeste,0
Parnaíba,220006,282098.81894,0.1932816704523501,nordeste,0
Piripiri,220007,174437.123889,0.1235698974362221,nordeste,0
Esperantina,220008,146372.46837199997,0.2217613030511865,nordeste,0
Picos,220009,291225.751458,0.19459555188974484,nordeste,0
Paulistana,220010,79939.350837,-0.7859519285845713,nordeste,0
