imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.10333517885481695,norte,0
Ariquemes,110002,244267.98213300004,-0.41760245495811055,norte,0
Jaru,110003,120564.550067,-1.0253923165234315,norte,0
Ji-Paraná,110004,304025.6776749999,0.0610299841637692,norte,0
Cacoal,110005,302589.83598300006,-0.5274281244898082,norte,0
Vilhena,110006,165292.086385,-0.39414297318804953,norte,0
Rio Branco,120001,504876.57074800006,0.5446740190041091,norte,4
Brasiléia,120002,72338.13942400001,-0.6952623377332435,norte,0
Sena Madureira,120003,62990.199089999995,-1.4154495738419914,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.5377765122005371,norte,3
Tarauacá,120005,90942.145483,-1.1708252095517526,norte,3
Manaus,130001,2569981.538139,1.7239186602837773,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.9871275027505741,norte,0
Coari,130003,156942.81565,-0.52042357754392,norte,0
Manacapuru,130004,144349.73552,0.717255203436568,norte,0
Tefé,130005,182082.64676700003,-0.5729444449934804,norte,3
Tabatinga,130006,231873.164687,0.06616643633672842,norte,4
Eirunepé,130007,101999.009491,-1.421936441569761,norte,0
Lábrea,130008,130885.96567100001,-1.1195512628543243,norte,0
Manicoré,130009,161550.21102,-0.1890590736000415,norte,0
Parintins,130010,249841.37481000004,0.05023104543004639,norte,0
Itacoatiara,130011,173964.624469,-0.23723470220819234,norte,0
Boa Vista,140001,473642.83966299996,-0.8935655820939771,norte,0
Pacaraima,140002,55863.802617,-0.17914216776134387,norte,0
Rorainópolis,140003,63088.226788,-1.0365978513989067,norte,0
Caracaraí,140004,38586.120428999995,-0.8543838077466268,norte,3
Belém,150001,2592933.5334,2.020246605742157,norte,0
Cametá,150002,227778.21129,-0.00696070186386474,norte,0
Abaetetuba,150003,439624.04368,0.40970588023603627,norte,0
Castanhal,150004,518779.56397599995,1.7111792690185272,norte,0
Bragança,150005,313089.568425,0.20276534129545865,norte,0
Capanema,150006,191054.418786,1.6666672566799166,norte,0
Paragominas,150007,410930.524905,0.3962223421695135,norte,0
Capitão Poço,150008,107161.11330300002,-0.3111623129395611,norte,0
Marabá,150009,570348.4834569999,0.2407136961323723,norte,0
Parauapebas,150010,408077.52058,-1.2821821950637105,norte,3
Tucuruí,150011,420204.09783,2.2949483239629647,norte,0
Redenção,150012,279895.77273,-0.8442915434201292,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.3165511558077003,norte,0
Xinguara,150014,89038.29791200001,-1.1942940214097328,norte,3
Santarém,150015,445651.83932,-0.04076343790593324,norte,0
Itaituba,150016,251297.803402,-0.7955697776038865,norte,0
Oriximiná,150017,223524.79957299997,-0.5211901903068935,norte,0
Altamira,150018,262477.021438,-0.09072195986657824,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.1328558470879033,norte,0
Breves,150020,411484.63013,-0.16594779007508428,norte,0
Soure-Salvaterra,150021,157265.792093,0.8678322167859963,norte,0
Macapá,160001,654457.36529,-0.31149879990397056,norte,3
Laranjal do Jari,160002,67333.12171,-1.2785855864675209,norte,0
Oiapoque,160003,79858.085703,-1.4048328246293749,norte,3
Porto Grande,160004,60124.417104,-1.5287294267138334,norte,3
Palmas,170001,389665.86524799996,-1.004766140752816,norte,0
Porto Nacional,170002,104659.863133,-0.2929404276383491,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.325319998740323,norte,0
Miracema do Tocantins,170004,45475.336239,-0.4009881579561824,norte,0
Araguaína,170005,325628.103233,-0.57720360801127,norte,3
Guaraí,170006,86945.84316899999,-0.2668215988523556,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.9706266356610954,norte,0
Tocantinópolis,170008,49789.446823,-0.24151784654030514,norte,0
Araguatins,170009,137158.76029900002,-0.49570774735249434,norte,0
Gurupi,170010,181173.013458,-0.5755485906677807,norte,0
Dianópolis,170011,83869.633012,-0.2960727660011929,norte,3
São Luís,210001,1676128.6191400003,3.092361261536874,nordeste,0
Pinheiro,210002,341442.109984,-0.39343070612739023,nordeste,0
Chapadinha,210003,277946.115811,-0.46786342759103355,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.3947757112822102,nordeste,0
Viana,210005,257692.15209,0.20823015140956455,nordeste,0
Barreirinhas,210006,133084.28007,-0.6392133125094045,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.38306868949554046,nordeste,0
Cururupu,210008,122984.01033999998,-0.6977046513803947,nordeste,2
Santa Inês,210009,451846.73544499994,-0.6315703723439549,nordeste,0
Bacabal,210010,405800.035922,0.22158960000033529,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.7802781269845034,nordeste,0
Pedreiras,210012,184672.964411,-0.7287299756474256,nordeste,0
Caxias,210013,268928.562695,-0.18800072768676535,nordeste,0
Timon,210014,258592.85308,0.4137721628323704,nordeste,0
Codó,210015,228457.45221000002,0.9427936963504993,nordeste,0
Presidente Dutra,210016,237441.48151899996,-1.5219141053207295,nordeste,0
São João dos Patos,210017,145805.764558,-1.006052710554303,nordeste,0
Colinas,210018,80821.55705,-0.6182218187888026,nordeste,3
Imperatriz,210019,532231.693353,1.0263060621638345,nordeste,4
Barra do Corda,210020,280148.643331,-0.8456180552110434,nordeste,0
Açailândia,210021,270352.99432999996,-0.4646851267731508,nordeste,0
Balsas,210022,230084.23996099998,-1.0757152482487138,nordeste,3
Teresina,220001,1134373.896284,0.2951982011730402,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.24710465027765038,nordeste,0
Campo Maior,220003,136084.484612,0.023044558233019645,nordeste,0
Valença do Piauí,220004,79823.38348399999,0.07894975364240013,nordeste,0
Barras,220005,94902.30242899999,-0.14172147950541208,nordeste,0
Parnaíba,220006,282098.81894,-0.08850733199742174,nordeste,0
Piripiri,220007,174437.123889,-0.3313443638277156,nordeste,0
Esperantina,220008,146372.46837199997,-0.40957929130977644,nordeste,0
Picos,220009,291225.751458,-0.34745773385405815,nordeste,0
Paulistana,220010,79939.350837,-1.0956257985574436,nordeste,0
Oeiras,220011,68545.96854100001,-0.7386381181715668,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.18961453786031415,nordeste,3
São Raimundo Nonato,220013,113098.98546299999,-0.8202491287831526,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.47674528902567365,nordeste,0
Corrente,220015,120522.36767299999,-0.10100263332296266,nordeste,3
Bom Jesus,220016,77915.88872199999,-0.22656745643882897,nordeste,0
Floriano,220017,124347.35358400001,-0.27744377715919216,nordeste,0
Uruçuí,220018,61936.30414100001,-0.7850144724530486,nordeste,0
Canto do Buriti,220019,49014.573814,0.9283916550806455,nordeste,0
Fortaleza,230001,4212262.35793,2.5661171744940736,nordeste,1
Itapipoca,230002,311590.29093,1.4950477314395096,nordeste,1
Redenção-Acarape,230003,229672.19836,0.33573254630882116,nordeste,1
Canindé,230004,204751.35333000004,1.0619251987028075,nordeste,1
Itapagé,230005,156725.52479,2.411595647616014,nordeste,1
Quixadá,230006,333010.95934999996,0.5673612512329933,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,-0.28675974787306885,nordeste,0
Aracati,230008,152228.60224,0.2844772071317424,nordeste,1
Iguatu,230009,330687.50607,0.3039571525464951,nordeste,0
Icó,230010,110782.59877,0.18354366006607373,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.19224997812457156,nordeste,0
Brejo Santo,230012,188837.72431,-0.24195482471548738,nordeste,0
Crateús,230013,247029.53571999999,-0.252685996611718,nordeste,0
Tauá,230014,92350.27985,0.42241369200937434,nordeste,0
Sobral,230015,613519.6217039999,0.16147644140041567,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.0678866538848872,nordeste,0
Acaraú,230017,216118.57382999998,-0.2849789853718855,nordeste,0
Camocim,230018,144405.99371,0.8562096505369914,nordeste,0
Natal,240001,1743859.074166,1.2179628942342071,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,0.9815459946887942,nordeste,0
Canguaretama,240003,139853.969338,0.09118788786679148,nordeste,0
Santa Cruz,240004,99814.195614,-0.006490579696366571,nordeste,0
João Câmara,240005,73448.84682600001,-0.7333211553269626,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,0.8908908368587376,nordeste,0
Caicó,240007,177541.72769499998,-0.8486673388247628,nordeste,0
Currais Novos,240008,112075.386137,0.010524309727748402,nordeste,0
Mossoró,240009,506065.532053,0.31469876070753316,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.9025798610479593,nordeste,0
Açu,240011,239683.381827,1.1975785203930902,nordeste,0
João Pessoa,250001,1452524.6672960005,0.8548522241947308,nordeste,0
Guarabira,250002,314765.34578200005,-0.480450203996432,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,-0.436636915786919,nordeste,0
Itabaiana,250004,63753.31175000001,-0.33479909429261007,nordeste,2
Campina Grande,250005,931376.7193609999,0.14006776745785382,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-1.1228944613001002,nordeste,0
Monteiro,250007,56261.812517000006,-1.0139393441935511,nordeste,0
Sumé,250008,50438.907963000005,-0.8300122935431512,nordeste,0
Patos,250009,265946.903487,-0.057462778211670146,nordeste,0
Itaporanga,250010,122107.57574800002,-0.5616659536809956,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,-0.7121159110211233,nordeste,0
Pombal,250012,65066.772294999995,-0.8821995311062043,nordeste,0
Princesa Isabel,250013,62855.512667999996,-0.13617723689236264,nordeste,0
Sousa,250014,139757.42990999998,-0.26772453479418323,nordeste,0
Cajazeiras,250015,153774.930903,-0.008169547242660124,nordeste,0
Recife,260001,4016539.695079,4.629577240973172,nordeste,1
Goiana – Timbaúba,260002,340065.78466000006,1.8464775161260585,nordeste,1
Palmares,260003,260124.782594,2.6363712327321727,nordeste,1
Limoeiro,260004,226373.37741000002,2.547775717104797,nordeste,1
Vitória de Santo Antão,260005,207936.9037,4.153643428971488,nordeste,1
Carpina,260006,183777.09359,5.94138689967822,nordeste,1
Barreiros - Sirinhaém,260007,161275.69727,4.298779817648674,nordeste,1
Surubim,260008,138827.15985,0.9165080218227529,nordeste,1
Caruaru,260009,1143502.4863800001,1.4296564175210842,nordeste,1
Garanhuns,260010,559153.8110999998,0.4756533902121251,nordeste,1
Arcoverde,260011,381987.26514,0.19335421698643032,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,0.8584473464295843,nordeste,0
Serra Talhada,260013,331597.202674,-0.4271756907581012,nordeste,0
Afogados da Ingazeira,260014,187106.129848,-0.2921321057301838,nordeste,0
Petrolina,260015,512192.2046,-0.8091560263101174,nordeste,0
Araripina,260016,336838.86040999996,0.09591628369272037,nordeste,0
Salgueiro,260017,193058.36722900002,-0.30953778305583357,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,9.403324111790699,nordeste,1
Maceió,270001,1328339.1964320005,0.929507607658901,nordeste,0
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,0.6316426974358219,nordeste,1
Penedo,270003,195167.849766,-0.44266248800067304,nordeste,0
São Miguel dos Campos,270004,186218.698957,-0.09936195215533394,nordeste,0
União dos Palmares,270005,151747.64067900003,1.0848306579546754,nordeste,1
Atalaia,270006,121125.36878599998,0.5829479916375919,nordeste,0
Arapiraca,270007,565424.86768,-0.3556252432825331,nordeste,0
Palmeira dos Índios,270008,169330.76583999998,-0.1245798440427915,nordeste,0
Delmiro Gouveia,270009,158439.567114,0.33437025958707123,nordeste,0
Santana do Ipanema,270010,143255.25791,-0.17938575085917188,nordeste,0
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,-0.6386581951546064,nordeste,0
Aracaju,280001,1237324.106538,0.16049521829362284,nordeste,0
Estância,280002,243854.606175,0.9751991965120516,nordeste,0
Propriá,280003,158147.453095,0.9279849499398736,nordeste,0
Itabaiana,280004,249607.545829,0.11600412509450012,nordeste,0
Lagarto,280005,254692.5906,0.8322463686009094,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,0.2545455560050028,nordeste,0
Salvador,290001,4084138.4268900002,0.6607348975747691,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.4306265129718232,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,-0.7101120747602687,nordeste,0
Cruz das Almas,290004,284419.79349999997,-0.6132763821532023,nordeste,0
Valença,290005,260522.68494999997,0.4821884111269942,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.03550950224460671,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,0.4697279020698754,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,-0.574746302189679,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,-0.3087646731414545,nordeste,0
Camacan,290010,128377.17958,0.48492986319989395,nordeste,0
Vitória da Conquista,290011,807168.5889399999,-0.5428357399641941,nordeste,0
Jequié,290012,335632.69826100004,-0.23609298368684206,nordeste,0
Brumado,290013,223982.71154999998,-1.1133847976875375,nordeste,3
Ipiaú,290014,218504.67817,-0.48494594190767304,nordeste,0
