imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.9641691887048471,norte,0
Ariquemes,110002,244267.98213300004,0.3923750536120663,norte,1
Jaru,110003,120564.550067,0.7357034433221361,norte,0
Ji-Paraná,110004,304025.6776749999,-0.023852839138191143,norte,0
Cacoal,110005,302589.83598300006,0.292668232338634,norte,0
Vilhena,110006,165292.086385,1.6005879482110104,norte,0
Rio Branco,120001,504876.57074800006,-0.45889366944339566,norte,2
Brasiléia,120002,72338.13942400001,1.5956786716610234,norte,0
Sena Madureira,120003,62990.199089999995,0.7188424292336132,norte,1
Cruzeiro do Sul,120004,163322.92484599998,-0.08790785780248317,norte,2
Tarauacá,120005,90942.145483,0.4859804952155856,norte,0
Manaus,130001,2569981.538139,-0.3652353432087206,norte,0
São Gabriel da Cachoeira,130002,104242.843152,3.1288573785892395,norte,0
Coari,130003,156942.81565,-0.9158949195685494,norte,2
Manacapuru,130004,144349.73552,-0.2145273376683074,norte,0
Tefé,130005,182082.64676700003,-0.12249758032431352,norte,2
Tabatinga,130006,231873.164687,-0.7444783331291401,norte,2
Eirunepé,130007,101999.009491,2.8485870555972386,norte,0
Lábrea,130008,130885.96567100001,2.5253457693647854,norte,0
Manicoré,130009,161550.21102,0.16524660006941386,norte,0
Parintins,130010,249841.37481000004,-0.375907091704378,norte,0
Itacoatiara,130011,173964.624469,-0.2659638209508858,norte,0
Boa Vista,140001,473642.83966299996,3.917331493454218,norte,1
Pacaraima,140002,55863.802617,1.8894848711223113,norte,1
Rorainópolis,140003,63088.226788,1.5470467359279305,norte,1
Caracaraí,140004,38586.120428999995,2.91328124251514,norte,1
Belém,150001,2592933.5334,-0.8783158719054606,norte,0
Cametá,150002,227778.21129,-0.4022073126376539,norte,0
Abaetetuba,150003,439624.04368,-0.9725962912514365,norte,0
Castanhal,150004,518779.56397599995,-1.0736160177036025,norte,0
Bragança,150005,313089.568425,-1.117581681228516,norte,0
Capanema,150006,191054.418786,-0.19485563021757038,norte,0
Paragominas,150007,410930.524905,-0.4822952652300639,norte,3
Capitão Poço,150008,107161.11330300002,-0.05037506586449951,norte,3
Marabá,150009,570348.4834569999,-0.6328278163575446,norte,0
Parauapebas,150010,408077.52058,0.23640503252013675,norte,0
Tucuruí,150011,420204.09783,-0.9767926210976938,norte,0
Redenção,150012,279895.77273,-0.5534407726325962,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,0.9025561043529661,norte,0
Xinguara,150014,89038.29791200001,0.09127840180628331,norte,0
Santarém,150015,445651.83932,-0.8001947717234185,norte,0
Itaituba,150016,251297.803402,-0.01539301039294826,norte,0
Oriximiná,150017,223524.79957299997,0.9580510508437218,norte,0
Altamira,150018,262477.021438,1.1511027285535584,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.12353449073364284,norte,0
Breves,150020,411484.63013,-0.3202160682247148,norte,0
Soure-Salvaterra,150021,157265.792093,-0.6300768815890042,norte,0
Macapá,160001,654457.36529,-0.5260572590416008,norte,2
Laranjal do Jari,160002,67333.12171,1.651055391602714,norte,0
Oiapoque,160003,79858.085703,4.210124999164312,norte,0
Porto Grande,160004,60124.417104,0.7871108074828413,norte,1
Palmas,170001,389665.86524799996,1.5727219632269445,norte,1
Porto Nacional,170002,104659.863133,1.7481342133964854,norte,1
Paraíso do Tocantins,170003,120386.17455700002,1.0139866208813124,norte,1
Miracema do Tocantins,170004,45475.336239,1.092884153747601,norte,1
Araguaína,170005,325628.103233,1.371457611318199,norte,1
Guaraí,170006,86945.84316899999,0.6447157833345051,norte,1
Colinas do Tocantins,170007,65495.96647999999,2.817260999931146,norte,0
Tocantinópolis,170008,49789.446823,0.5850052330266692,norte,0
Araguatins,170009,137158.76029900002,0.5967366844589176,norte,0
Gurupi,170010,181173.013458,2.3674749064893774,norte,0
Dianópolis,170011,83869.633012,-0.6644091995903109,norte,0
São Luís,210001,1676128.6191400003,-0.9257719168917422,nordeste,3
Pinheiro,210002,341442.109984,-0.8381906633067363,nordeste,3
Chapadinha,210003,277946.115811,-0.14389192265955603,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.9886192516914877,nordeste,3
Viana,210005,257692.15209,-1.230670011906634,nordeste,3
