imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.5893893348937103,norte,0
Ariquemes,110002,244267.98213300004,0.1977879724375444,norte,1
Jaru,110003,120564.550067,0.28835608921574396,norte,0
Ji-Paraná,110004,304025.6776749999,-0.06409900666181838,norte,0
Cacoal,110005,302589.83598300006,-0.2935134021025219,norte,0
Vilhena,110006,165292.086385,-0.2500308261230295,norte,0
Rio Branco,120001,504876.57074800006,1.431072786483772,norte,1
Brasiléia,120002,72338.13942400001,1.2585266751866293,norte,0
Sena Madureira,120003,62990.199089999995,1.0304945660697946,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.3503904834898226,norte,0
Tarauacá,120005,90942.145483,0.8600067656318597,norte,0
Manaus,130001,2569981.538139,0.8827517830726779,norte,1
São Gabriel da Cachoeira,130002,104242.843152,5.354089420874871,norte,1
Coari,130003,156942.81565,4.9418981975003025,norte,1
Manacapuru,130004,144349.73552,2.528976100947716,norte,1
Tefé,130005,182082.64676700003,3.8438929057653763,norte,1
Tabatinga,130006,231873.164687,2.5116094983333377,norte,1
Eirunepé,130007,101999.009491,1.468031226627641,norte,1
Lábrea,130008,130885.96567100001,1.872151661639905,norte,1
Manicoré,130009,161550.21102,0.8523851214305707,norte,1
Parintins,130010,249841.37481000004,1.6016859889116861,norte,1
Itacoatiara,130011,173964.624469,1.7298551034928238,norte,1
Boa Vista,140001,473642.83966299996,3.8168155052444233,norte,1
Pacaraima,140002,55863.802617,2.6940109225975215,norte,1
Rorainópolis,140003,63088.226788,2.6905337832206704,norte,1
Caracaraí,140004,38586.120428999995,0.4388020238051492,norte,1
Belém,150001,2592933.5334,0.760552907967115,norte,0
Cametá,150002,227778.21129,2.37150835198584,norte,0
Abaetetuba,150003,439624.04368,0.7299040743058741,norte,0
Castanhal,150004,518779.56397599995,0.5796356703093755,norte,0
Bragança,150005,313089.568425,0.8845078637806459,norte,0
Capanema,150006,191054.418786,0.7711183472223638,norte,0
Paragominas,150007,410930.524905,0.3668829147980201,norte,0
Capitão Poço,150008,107161.11330300002,0.9376786818454355,norte,0
Marabá,150009,570348.4834569999,0.6508003671466775,norte,1
Parauapebas,150010,408077.52058,3.592827596736643,norte,0
Tucuruí,150011,420204.09783,-0.18589414715615596,norte,2
Redenção,150012,279895.77273,0.28471892154379597,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.35397755729780933,norte,1
Xinguara,150014,89038.29791200001,1.2158382889342856,norte,1
Santarém,150015,445651.83932,0.6790136192711785,norte,1
Itaituba,150016,251297.803402,1.8429122170907635,norte,1
Oriximiná,150017,223524.79957299997,0.8164355755231796,norte,1
Altamira,150018,262477.021438,1.6419867070846794,norte,0
Almeirim - Porto de Moz,150019,74686.83649,0.25724803753098446,norte,1
Breves,150020,411484.63013,0.8024269621551975,norte,1
Soure-Salvaterra,150021,157265.792093,0.28750451475461475,norte,0
Macapá,160001,654457.36529,2.7166485217225755,norte,1
Laranjal do Jari,160002,67333.12171,7.289105824238015,norte,1
Oiapoque,160003,79858.085703,5.136512865725264,norte,1
Porto Grande,160004,60124.417104,7.026173506602659,norte,1
Palmas,170001,389665.86524799996,0.016173017984066368,norte,0
Porto Nacional,170002,104659.863133,-0.13938076351618797,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.46648728158492675,norte,0
Miracema do Tocantins,170004,45475.336239,-0.45816688798309596,norte,0
Araguaína,170005,325628.103233,1.5503656285068848,norte,0
Guaraí,170006,86945.84316899999,-0.2160013939582568,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.16487687881341173,norte,0
Tocantinópolis,170008,49789.446823,0.9705634294058815,norte,0
Araguatins,170009,137158.76029900002,0.5505047303483138,norte,1
Gurupi,170010,181173.013458,-0.18736896868888045,norte,0
Dianópolis,170011,83869.633012,-0.7590729100342084,norte,0
São Luís,210001,1676128.6191400003,0.33902559614363725,nordeste,0
Pinheiro,210002,341442.109984,0.5117160394807886,nordeste,0
Chapadinha,210003,277946.115811,1.8667993164918755,nordeste,0
Itapecuru Mirim,210004,298355.59337,0.05331444992604988,nordeste,0
Viana,210005,257692.15209,-0.011519359812317241,nordeste,2
Barreirinhas,210006,133084.28007,-0.26857042810363185,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,0.6725957137879098,nordeste,1
Cururupu,210008,122984.01033999998,0.4995704898350995,nordeste,0
Santa Inês,210009,451846.73544499994,2.5268006414384376,nordeste,1
Bacabal,210010,405800.035922,1.50984024695384,nordeste,1
Governador Nunes Freire,210011,224565.45183500004,0.5342555928145389,nordeste,1
Pedreiras,210012,184672.964411,2.629260708472316,nordeste,1
Caxias,210013,268928.562695,0.8816940018470105,nordeste,0
Timon,210014,258592.85308,0.08408622016079513,nordeste,0
Codó,210015,228457.45221000002,0.6883156116222746,nordeste,1
Presidente Dutra,210016,237441.48151899996,0.7076051090147026,nordeste,1
São João dos Patos,210017,145805.764558,-0.5000982353566208,nordeste,0
Colinas,210018,80821.55705,0.4790253743200505,nordeste,0
Imperatriz,210019,532231.693353,0.9637588151802646,nordeste,1
Barra do Corda,210020,280148.643331,1.105608950979424,nordeste,1
Açailândia,210021,270352.99432999996,1.6571118602883697,nordeste,1
Balsas,210022,230084.23996099998,0.29131200523295236,nordeste,0
Teresina,220001,1134373.896284,0.7032978507541595,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.23034229844891888,nordeste,0
Campo Maior,220003,136084.484612,0.3259013883921351,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.2215155665246403,nordeste,0
Barras,220005,94902.30242899999,0.7803106656612115,nordeste,0
Parnaíba,220006,282098.81894,1.4537885647867566,nordeste,1
Piripiri,220007,174437.123889,-0.2710768690117999,nordeste,0
Esperantina,220008,146372.46837199997,1.1651302969869306,nordeste,1
Picos,220009,291225.751458,-0.20943635064281238,nordeste,0
Paulistana,220010,79939.350837,-0.6278201643418256,nordeste,0
Oeiras,220011,68545.96854100001,0.015856270621855434,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.749134233096115,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.058001709839432036,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.44547905053732134,nordeste,0
Corrente,220015,120522.36767299999,-0.7172093212082291,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.017203134462458417,nordeste,0
Floriano,220017,124347.35358400001,-0.6113346135409574,nordeste,0
Uruçuí,220018,61936.30414100001,0.6251608144219323,nordeste,0
