imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,-0.1848466817164686,norte,0
Ariquemes,110002,244267.98213300004,0.08617773504141278,norte,0
Jaru,110003,120564.550067,0.2282454537904005,norte,0
Ji-Paraná,110004,304025.6776749999,0.014652164562549797,norte,0
Cacoal,110005,302589.83598300006,-0.48956769749606893,norte,0
Vilhena,110006,165292.086385,-0.5325401746505358,norte,0
Rio Branco,120001,504876.57074800006,-0.20910429207604456,norte,0
Brasiléia,120002,72338.13942400001,-0.4661062136674253,norte,0
Sena Madureira,120003,62990.199089999995,0.2566372879669028,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.09426996597327461,norte,0
Tarauacá,120005,90942.145483,-0.8520818966245377,norte,0
Manaus,130001,2569981.538139,-0.603088869162778,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.4437913114626284,norte,0
Coari,130003,156942.81565,-0.6694737597237992,norte,0
Manacapuru,130004,144349.73552,-0.665529323494188,norte,0
Tefé,130005,182082.64676700003,0.09562705250776805,norte,0
Tabatinga,130006,231873.164687,-0.49530558577581024,norte,0
Eirunepé,130007,101999.009491,0.24421385307566842,norte,0
Lábrea,130008,130885.96567100001,-0.4279537745737538,norte,0
Manicoré,130009,161550.21102,0.1426865337909324,norte,0
Parintins,130010,249841.37481000004,-0.5626217204499573,norte,0
Itacoatiara,130011,173964.624469,-0.3552269688894053,norte,0
Boa Vista,140001,473642.83966299996,0.1679236613405438,norte,0
Pacaraima,140002,55863.802617,-0.8004282317014241,norte,0
Rorainópolis,140003,63088.226788,-0.7883963812444758,norte,3
Caracaraí,140004,38586.120428999995,-0.8151693852990564,norte,0
Belém,150001,2592933.5334,-0.6541886120049392,norte,0
Cametá,150002,227778.21129,-0.9061852541898572,norte,3
Abaetetuba,150003,439624.04368,-1.0137193059950467,norte,3
Castanhal,150004,518779.56397599995,-0.9328312564930133,norte,3
Bragança,150005,313089.568425,-1.0738813018932971,norte,3
Capanema,150006,191054.418786,-0.9416190024975489,norte,3
Paragominas,150007,410930.524905,-0.8657316750776273,norte,3
Capitão Poço,150008,107161.11330300002,-1.0468961759147712,norte,3
Marabá,150009,570348.4834569999,-0.9003472141540753,norte,3
Parauapebas,150010,408077.52058,-0.17472987015510733,norte,0
Tucuruí,150011,420204.09783,-0.9424073038594852,norte,3
Redenção,150012,279895.77273,-0.24000451136684844,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.9576254507771832,norte,0
Xinguara,150014,89038.29791200001,-0.19845633765827433,norte,0
Santarém,150015,445651.83932,-0.7391574207070948,norte,0
Itaituba,150016,251297.803402,-0.2914645084365981,norte,0
Oriximiná,150017,223524.79957299997,-0.6407016796906515,norte,0
Altamira,150018,262477.021438,-0.21962388204150354,norte,3
Almeirim - Porto de Moz,150019,74686.83649,-0.5913674838869339,norte,0
Breves,150020,411484.63013,-1.0577932487979416,norte,0
Soure-Salvaterra,150021,157265.792093,-0.9380886133607477,norte,3
Macapá,160001,654457.36529,-0.0766679657610948,norte,0
Laranjal do Jari,160002,67333.12171,0.46100007466816373,norte,4
