imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.0370671070793102,norte,0
Ariquemes,110002,244267.98213300004,-0.4240430388992554,norte,0
Jaru,110003,120564.550067,-0.8598850735238883,norte,0
Ji-Paraná,110004,304025.6776749999,-0.4543904126937335,norte,0
Cacoal,110005,302589.83598300006,-0.7405193423182939,norte,0
Vilhena,110006,165292.086385,-0.5625795135669149,norte,0
Rio Branco,120001,504876.57074800006,0.43342916702078116,norte,0
Brasiléia,120002,72338.13942400001,-0.46928324494438345,norte,0
Sena Madureira,120003,62990.199089999995,-0.9212577825285003,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.5383766420782098,norte,3
Tarauacá,120005,90942.145483,-0.7051124474369217,norte,0
Manaus,130001,2569981.538139,1.6231150890062034,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.5859960453069334,norte,0
Coari,130003,156942.81565,-0.5603246223360875,norte,0
Manacapuru,130004,144349.73552,0.4826894261334134,norte,0
Tefé,130005,182082.64676700003,-0.25688163869148445,norte,3
Tabatinga,130006,231873.164687,0.010283797966872447,norte,0
Eirunepé,130007,101999.009491,-1.2802121286211887,norte,0
Lábrea,130008,130885.96567100001,-0.8234572055533437,norte,0
Manicoré,130009,161550.21102,-0.20749153785893595,norte,0
Parintins,130010,249841.37481000004,0.0396567436397371,norte,0
Itacoatiara,130011,173964.624469,-0.2525267603629287,norte,0
Boa Vista,140001,473642.83966299996,-0.3778125932939552,norte,0
Pacaraima,140002,55863.802617,-0.44106762515262526,norte,0
Rorainópolis,140003,63088.226788,-0.9712263626649549,norte,0
Caracaraí,140004,38586.120428999995,-0.3820320008629567,norte,0
Belém,150001,2592933.5334,2.844371010869606,norte,0
Cametá,150002,227778.21129,-0.16569520702369545,norte,0
Abaetetuba,150003,439624.04368,0.38166074140587236,norte,0
Castanhal,150004,518779.56397599995,1.7025550617870266,norte,0
Bragança,150005,313089.568425,0.23079870299110697,norte,0
Capanema,150006,191054.418786,1.4240893355822382,norte,0
Paragominas,150007,410930.524905,0.3806820189368596,norte,0
Capitão Poço,150008,107161.11330300002,-0.0520235316148967,norte,0
Marabá,150009,570348.4834569999,0.18279978540040548,norte,0
Parauapebas,150010,408077.52058,-0.7463365508626628,norte,0
Tucuruí,150011,420204.09783,2.055753016032796,norte,0
Redenção,150012,279895.77273,-0.6335040137342612,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-1.022476465222671,norte,0
Xinguara,150014,89038.29791200001,-0.8470628042789171,norte,3
Santarém,150015,445651.83932,0.7861967215801213,norte,0
Itaituba,150016,251297.803402,-0.7037106383843388,norte,0
Oriximiná,150017,223524.79957299997,0.36887444329755853,norte,0
Altamira,150018,262477.021438,-0.22465114786589369,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.6734486416151888,norte,0
Breves,150020,411484.63013,0.20310785968319592,norte,0
Soure-Salvaterra,150021,157265.792093,0.6928001444046624,norte,1
Macapá,160001,654457.36529,-0.35478041685467226,norte,3
Laranjal do Jari,160002,67333.12171,-0.7784752618922857,norte,0
Oiapoque,160003,79858.085703,-0.997110283662893,norte,3
Porto Grande,160004,60124.417104,-1.1488310574023057,norte,0
Palmas,170001,389665.86524799996,-0.8799380621376182,norte,0
Porto Nacional,170002,104659.863133,-0.506072579378982,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.3142754839685012,norte,0
Miracema do Tocantins,170004,45475.336239,-0.7758625749143412,norte,0
Araguaína,170005,325628.103233,-0.4800772175295517,norte,0
Guaraí,170006,86945.84316899999,-0.0899623129856629,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.8711161510322656,norte,0
Tocantinópolis,170008,49789.446823,-0.3350681898706844,norte,0
Araguatins,170009,137158.76029900002,-0.07056712601912639,norte,0
Gurupi,170010,181173.013458,-0.7554126546178376,norte,0
Dianópolis,170011,83869.633012,0.5531058940841117,norte,4
São Luís,210001,1676128.6191400003,2.331476272215625,nordeste,0
Pinheiro,210002,341442.109984,-0.5988543235222745,nordeste,0
Chapadinha,210003,277946.115811,-0.7339525575356033,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.6478539392121891,nordeste,0
Viana,210005,257692.15209,-0.4334645850850455,nordeste,0
Barreirinhas,210006,133084.28007,0.37904667383069607,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.4713667277875894,nordeste,0
Cururupu,210008,122984.01033999998,-0.484724118878176,nordeste,0
Santa Inês,210009,451846.73544499994,-0.7855408637336406,nordeste,0
Bacabal,210010,405800.035922,-0.4874234928215872,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-0.5866307781980653,nordeste,0
Pedreiras,210012,184672.964411,-0.796168809861249,nordeste,3
Caxias,210013,268928.562695,-0.5208053126481348,nordeste,0
Timon,210014,258592.85308,-0.2684073825471846,nordeste,0
Codó,210015,228457.45221000002,-0.9199079116713265,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.20869510313273,nordeste,3
São João dos Patos,210017,145805.764558,-0.647287824017877,nordeste,0
Colinas,210018,80821.55705,-0.5776556551174608,nordeste,3
Imperatriz,210019,532231.693353,0.4814042568779693,nordeste,4
Barra do Corda,210020,280148.643331,-0.8920479702083814,nordeste,3
Açailândia,210021,270352.99432999996,-0.6476032310547082,nordeste,0
Balsas,210022,230084.23996099998,-1.0784284411194276,nordeste,0
Teresina,220001,1134373.896284,0.6498049851974919,nordeste,0
