imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.5261151507019418,norte,0
Ariquemes,110002,244267.98213300004,0.34833655485006937,norte,0
Jaru,110003,120564.550067,0.5293060528327492,norte,0
Ji-Paraná,110004,304025.6776749999,0.14659637259103173,norte,0
Cacoal,110005,302589.83598300006,0.5781559861956264,norte,0
Vilhena,110006,165292.086385,-0.7540394227986545,norte,0
Rio Branco,120001,504876.57074800006,0.3149057638168259,norte,0
Brasiléia,120002,72338.13942400001,-0.2207647280819179,norte,0
Sena Madureira,120003,62990.199089999995,1.339139708551138,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.6790246363510105,norte,0
Tarauacá,120005,90942.145483,-0.5849831263003324,norte,0
Manaus,130001,2569981.538139,-0.33332901046542435,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.3576794957435925,norte,0
Coari,130003,156942.81565,-0.1581675597812322,norte,0
Manacapuru,130004,144349.73552,-0.36547783676789447,norte,0
Tefé,130005,182082.64676700003,0.44641338117107543,norte,0
Tabatinga,130006,231873.164687,-0.9870608721464615,norte,0
Eirunepé,130007,101999.009491,-0.06878795504511502,norte,0
Lábrea,130008,130885.96567100001,0.9195415564994499,norte,0
Manicoré,130009,161550.21102,0.08653682697417044,norte,0
Parintins,130010,249841.37481000004,-0.6463314754066165,norte,0
Itacoatiara,130011,173964.624469,0.10544391006603457,norte,0
Boa Vista,140001,473642.83966299996,0.06092831129763155,norte,0
Pacaraima,140002,55863.802617,-0.8892354940541536,norte,0
Rorainópolis,140003,63088.226788,-0.2557679846664445,norte,0
Caracaraí,140004,38586.120428999995,-0.7219956661706514,norte,0
Belém,150001,2592933.5334,-0.6907573451408159,norte,3
Cametá,150002,227778.21129,-0.7749786149079491,norte,0
Abaetetuba,150003,439624.04368,-0.6047750826414994,norte,3
Castanhal,150004,518779.56397599995,-0.9316649814189467,norte,3
Bragança,150005,313089.568425,-1.1710319018395166,norte,3
Capanema,150006,191054.418786,-1.2098289005798109,norte,3
Paragominas,150007,410930.524905,-0.9534639038562737,norte,3
Capitão Poço,150008,107161.11330300002,-0.9326152270161665,norte,3
Marabá,150009,570348.4834569999,-0.5201766676037811,norte,3
Parauapebas,150010,408077.52058,-0.8005594103692285,norte,3
Tucuruí,150011,420204.09783,-0.8410254524237074,norte,3
Redenção,150012,279895.77273,-0.9600938531927486,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.874688402461052,norte,3
Xinguara,150014,89038.29791200001,-1.0555233172508123,norte,0
Santarém,150015,445651.83932,-0.7886675255693674,norte,3
Itaituba,150016,251297.803402,-1.0870494550787728,norte,0
Oriximiná,150017,223524.79957299997,-0.44041571892494835,norte,0
Altamira,150018,262477.021438,-0.41505101384935555,norte,3
Almeirim - Porto de Moz,150019,74686.83649,-1.1675969547532892,norte,0
Breves,150020,411484.63013,-0.8114018370760414,norte,3
Soure-Salvaterra,150021,157265.792093,-1.2097585113123488,norte,0
Macapá,160001,654457.36529,0.4529248815610417,norte,0
Laranjal do Jari,160002,67333.12171,-0.4770255397882431,norte,0
Oiapoque,160003,79858.085703,0.1617346680928119,norte,0
Porto Grande,160004,60124.417104,0.06748024906849669,norte,0
Palmas,170001,389665.86524799996,-0.02981853100864882,norte,0
Porto Nacional,170002,104659.863133,-0.23978772039894825,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.4781158544023873,norte,0
Miracema do Tocantins,170004,45475.336239,0.041452257383617255,norte,0
Araguaína,170005,325628.103233,-0.08140760025988121,norte,3
Guaraí,170006,86945.84316899999,-0.5590883702220572,norte,0
Colinas do Tocantins,170007,65495.96647999999,0.5216528307290741,norte,0
Tocantinópolis,170008,49789.446823,-0.011756424879145208,norte,0
Araguatins,170009,137158.76029900002,-0.7659195549286939,norte,0
Gurupi,170010,181173.013458,-0.5349935221275052,norte,0
Dianópolis,170011,83869.633012,-0.5803707165353654,norte,0
São Luís,210001,1676128.6191400003,-1.207435727898358,nordeste,3
Pinheiro,210002,341442.109984,-1.3113617224647263,nordeste,3
Chapadinha,210003,277946.115811,-1.1347505557227013,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.2414562208758202,nordeste,3
Viana,210005,257692.15209,-1.209363012062387,nordeste,3
Barreirinhas,210006,133084.28007,-1.0544365952176051,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.2831965652270105,nordeste,3
Cururupu,210008,122984.01033999998,-1.3611779406032702,nordeste,3
Santa Inês,210009,451846.73544499994,-0.756990457462262,nordeste,3
Bacabal,210010,405800.035922,-1.2459100226655495,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-1.141522031684023,nordeste,3
Pedreiras,210012,184672.964411,-0.9651252473806313,nordeste,3
Caxias,210013,268928.562695,-1.1461327063914213,nordeste,3
Timon,210014,258592.85308,-0.9500742879390576,nordeste,3
Codó,210015,228457.45221000002,-1.2755569304837822,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.0961247926100015,nordeste,3
São João dos Patos,210017,145805.764558,-0.5737389520391353,nordeste,3
Colinas,210018,80821.55705,-0.361513526131605,nordeste,3
Imperatriz,210019,532231.693353,-1.0336027751968673,nordeste,3
Barra do Corda,210020,280148.643331,-1.066707944291806,nordeste,3
Açailândia,210021,270352.99432999996,-1.1850149464058406,nordeste,3
Balsas,210022,230084.23996099998,-0.8510841289403648,nordeste,3
Teresina,220001,1134373.896284,-0.2006046473710988,nordeste,3
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.5666992437868754,nordeste,3
Campo Maior,220003,136084.484612,-0.6674771232003854,nordeste,3
Valença do Piauí,220004,79823.38348399999,-0.5940634184556902,nordeste,3
Barras,220005,94902.30242899999,-0.966871593612156,nordeste,3
Parnaíba,220006,282098.81894,-1.0385957772797856,nordeste,3
Piripiri,220007,174437.123889,-0.6006003572496481,nordeste,3
Esperantina,220008,146372.46837199997,-1.1578174935314658,nordeste,3
Picos,220009,291225.751458,-0.5026085598114721,nordeste,0
Paulistana,220010,79939.350837,-0.33984237330317246,nordeste,0
Oeiras,220011,68545.96854100001,-0.44304061640523473,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.1471900943790907,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.72200547682903,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.5008088149732558,nordeste,0
Corrente,220015,120522.36767299999,-0.4791137353722289,nordeste,0
Bom Jesus,220016,77915.88872199999,-1.0773826661716701,nordeste,0
Floriano,220017,124347.35358400001,-0.8003428927809987,nordeste,0
Uruçuí,220018,61936.30414100001,-0.4411789382467539,nordeste,3
Canto do Buriti,220019,49014.573814,-0.47626043672276575,nordeste,3
Fortaleza,230001,4212262.35793,-0.4788625311091873,nordeste,3
Itapipoca,230002,311590.29093,-1.074586495295811,nordeste,3
Redenção-Acarape,230003,229672.19836,-0.846466035805785,nordeste,0
Canindé,230004,204751.35333000004,-0.763050742109586,nordeste,3
Itapagé,230005,156725.52479,-1.046442172445704,nordeste,3
Quixadá,230006,333010.95934999996,-0.9244656402243253,nordeste,3
Russas - Limoeiro do Norte,230007,385634.97420500003,0.06790169936948785,nordeste,4
Aracati,230008,152228.60224,-0.6795907636050211,nordeste,0
Iguatu,230009,330687.50607,-0.7645164093479981,nordeste,3
Icó,230010,110782.59877,-0.8314713428688456,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.7597703888818806,nordeste,0
Brejo Santo,230012,188837.72431,0.1655750536770729,nordeste,0
Crateús,230013,247029.53571999999,-0.6416374395328244,nordeste,3
Tauá,230014,92350.27985,-0.8270471451709452,nordeste,3
Sobral,230015,613519.6217039999,-0.8233280199163506,nordeste,3
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.8220241446105669,nordeste,3
Acaraú,230017,216118.57382999998,-0.9637237127105854,nordeste,3
Camocim,230018,144405.99371,-1.131490510867685,nordeste,3
Natal,240001,1743859.074166,-0.30776122388577937,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.47350320943234936,nordeste,0
Canguaretama,240003,139853.969338,-0.6800933321813206,nordeste,0
Santa Cruz,240004,99814.195614,0.2832802569041375,nordeste,0
João Câmara,240005,73448.84682600001,-0.05274550323462517,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.6229742918507045,nordeste,0
Caicó,240007,177541.72769499998,1.6997863046398984,nordeste,0
Currais Novos,240008,112075.386137,-0.4202220147989662,nordeste,0
Mossoró,240009,506065.532053,-0.5024175956710368,nordeste,0
Pau dos Ferros,240010,232247.75273900005,0.5539950520223986,nordeste,0
Açu,240011,239683.381827,-0.5592629063450744,nordeste,0
João Pessoa,250001,1452524.6672960005,-0.5596147377062336,nordeste,0
Guarabira,250002,314765.34578200005,-0.23448134314389107,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,-0.8681790980353974,nordeste,0
Itabaiana,250004,63753.31175000001,-0.3473396656988886,nordeste,3
Campina Grande,250005,931376.7193609999,-0.7941244053741977,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-0.03946992916020498,nordeste,0
Monteiro,250007,56261.812517000006,0.8911435958729294,nordeste,0
Sumé,250008,50438.907963000005,1.4883890395404509,nordeste,0
Patos,250009,265946.903487,1.1459642477711192,nordeste,0
Itaporanga,250010,122107.57574800002,-0.6855821025645932,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,0.2773219625501581,nordeste,1
Pombal,250012,65066.772294999995,1.9587777943337383,nordeste,0
Princesa Isabel,250013,62855.512667999996,0.1677707481469183,nordeste,0
Sousa,250014,139757.42990999998,0.12363847775770971,nordeste,0
Cajazeiras,250015,153774.930903,-0.5868938506716063,nordeste,0
Recife,260001,4016539.695079,-0.5269168310374929,nordeste,3
Goiana – Timbaúba,260002,340065.78466000006,-0.6184130766009764,nordeste,3
Palmares,260003,260124.782594,-1.119237855105826,nordeste,3
Limoeiro,260004,226373.37741000002,-1.177088630602341,nordeste,3
Vitória de Santo Antão,260005,207936.9037,-1.0585158781172619,nordeste,3
Carpina,260006,183777.09359,-0.9817054359970147,nordeste,3
Barreiros - Sirinhaém,260007,161275.69727,-1.181883084868798,nordeste,3
Surubim,260008,138827.15985,-1.1100082340804023,nordeste,3
Caruaru,260009,1143502.4863800001,-0.6523943936505573,nordeste,3
Garanhuns,260010,559153.8110999998,-0.6447913334712756,nordeste,3
Arcoverde,260011,381987.26514,-0.5574368760765062,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,-0.9688186317186154,nordeste,0
Serra Talhada,260013,331597.202674,-0.2711543124512827,nordeste,0
Afogados da Ingazeira,260014,187106.129848,0.16606843053712317,nordeste,0
Petrolina,260015,512192.2046,-0.5259733725345873,nordeste,0
Araripina,260016,336838.86040999996,0.07293708691822005,nordeste,0
Salgueiro,260017,193058.36722900002,-0.36118929545144446,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,-1.2483078910125742,nordeste,3
Maceió,270001,1328339.1964320005,-0.2919622495801916,nordeste,3
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,-1.2175856957834015,nordeste,3
Penedo,270003,195167.849766,-0.572448343950828,nordeste,0
São Miguel dos Campos,270004,186218.698957,-1.0506194087538119,nordeste,0
União dos Palmares,270005,151747.64067900003,-0.9856772885706927,nordeste,3
Atalaia,270006,121125.36878599998,-1.1786219554775696,nordeste,0
Arapiraca,270007,565424.86768,-0.7971323571984757,nordeste,3
Palmeira dos Índios,270008,169330.76583999998,-0.8137228913801259,nordeste,0
Delmiro Gouveia,270009,158439.567114,-1.0069048804695584,nordeste,3
Santana do Ipanema,270010,143255.25791,-0.25694623287073864,nordeste,3
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,-1.239500622075324,nordeste,0
Aracaju,280001,1237324.106538,1.5717203935519408,nordeste,0
Estância,280002,243854.606175,-0.5450791499199369,nordeste,0
Propriá,280003,158147.453095,-0.40932708525938905,nordeste,0
Itabaiana,280004,249607.545829,-0.2265738015617309,nordeste,0
Lagarto,280005,254692.5906,-0.7467664170810827,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,-0.561162960235091,nordeste,0
Salvador,290001,4084138.4268900002,-0.5675876685617116,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.6923102377649377,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,0.30841894128255415,nordeste,0
Cruz das Almas,290004,284419.79349999997,-0.1680942218313507,nordeste,0
Valença,290005,260522.68494999997,-0.5026230955146558,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.8247158880240493,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,0.4759714626151942,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,0.1540522304855801,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,-0.3632826187633486,nordeste,0
Camacan,290010,128377.17958,-0.48008514298015587,nordeste,0
Vitória da Conquista,290011,807168.5889399999,0.8978331775255762,nordeste,0
Jequié,290012,335632.69826100004,0.6735629891071524,nordeste,0
Brumado,290013,223982.71154999998,0.882863244167088,nordeste,0
Ipiaú,290014,218504.67817,-0.13902164642634526,nordeste,0
Itapetinga,290015,155342.98423,0.02941465619395267,nordeste,0
Guanambi,290016,466837.04169399996,-0.4411862387539732,nordeste,0
Bom Jesus da Lapa,290017,234019.08669999999,-0.23458181323688118,nordeste,0
Barreiras,290018,558661.119109,-0.4158097320799457,nordeste,0
Santa Maria da Vitoria,290019,132909.28577999998,-0.1006027885487606,nordeste,0
Irecê,290020,403244.60797899996,1.3468571969002947,nordeste,1
Xique-Xique – Barra,290021,217720.62055999998,0.02162896222243514,nordeste,0
Juazeiro,290022,519402.68434,-0.4851712310856052,nordeste,0
Senhor do Bonfim,290023,292848.60513000004,1.2786678859140101,nordeste,0
Paulo Afonso,290024,196770.343708,-1.0370179138917066,nordeste,0
Ribeira do Pombal,290025,192354.02113,-0.795242957755297,nordeste,0
Euclides da Cunha,290026,184569.18926000004,-0.2460774632147559,nordeste,0
Cícero Dantas,290027,127117.44118,-0.8794684591260274,nordeste,0
Jeremoabo,290028,96341.81287,-0.902142338848935,nordeste,0
Feira de Santana,290029,1235784.0604499998,0.3056446960825969,nordeste,0
Jacobina,290030,318908.05842,1.900332730966439,nordeste,1
Itaberaba,290031,217208.981881,0.4908229922242038,nordeste,1
Conceição do Coité,290032,192721.90131999998,1.979407994031775,nordeste,0
Serrinha,290033,188895.1299,-0.3931775353108588,nordeste,0
Seabra,290034,176917.79693,2.979664953613315,nordeste,0
Belo Horizonte,310001,5302661.613623001,-0.4450584449515232,sudeste,0
Sete Lagoas,310002,414784.14420100005,0.4083054465029683,sudeste,0
Santa Bárbara - Ouro Preto,310003,259941.603071,0.2223561195357806,sudeste,0
Curvelo,310004,184938.06675999996,-0.5932013218851638,sudeste,0
Itabira,310005,156708.129292,1.4988938156942335,sudeste,0
Montes Claros,310006,772503.515917,-0.6312652677749258,sudeste,3
Janaúba,310007,222460.21700499998,-0.8641865836734822,sudeste,0
Salinas,310008,192580.832348,-0.04074615797096368,sudeste,0
Januária,310009,150628.74508,-1.0393491908696146,sudeste,3
Pirapora,310010,147491.22293500003,-0.4039844165303604,sudeste,0
