imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.2720396316662446,norte,1
Ariquemes,110002,244267.98213300004,1.1833394189003625,norte,1
Jaru,110003,120564.550067,0.8216887683595924,norte,1
Ji-Paraná,110004,304025.6776749999,0.4990091847055392,norte,1
Cacoal,110005,302589.83598300006,1.0160238925189518,norte,0
Vilhena,110006,165292.086385,1.235159214020829,norte,0
Rio Branco,120001,504876.57074800006,0.39561888870628037,norte,1
Brasiléia,120002,72338.13942400001,1.9005359252751794,norte,0
Sena Madureira,120003,62990.199089999995,1.100497819615153,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.20054927525506847,norte,1
Tarauacá,120005,90942.145483,1.156382727747742,norte,0
Manaus,130001,2569981.538139,0.8029891808627534,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.8817266510205424,norte,1
Coari,130003,156942.81565,1.782343802255454,norte,1
Manacapuru,130004,144349.73552,1.2394967009730367,norte,1
Tefé,130005,182082.64676700003,3.3392523777127927,norte,1
Tabatinga,130006,231873.164687,0.659079771544056,norte,1
Eirunepé,130007,101999.009491,2.459906685694567,norte,1
Lábrea,130008,130885.96567100001,2.1211221609212094,norte,1
Manicoré,130009,161550.21102,0.9190176655382541,norte,1
Parintins,130010,249841.37481000004,0.7127679962704774,norte,0
Itacoatiara,130011,173964.624469,1.491193297960817,norte,0
Boa Vista,140001,473642.83966299996,4.371190158614624,norte,0
Pacaraima,140002,55863.802617,1.2168291412808845,norte,1
Rorainópolis,140003,63088.226788,1.5727079379417797,norte,1
Caracaraí,140004,38586.120428999995,0.5717168179511435,norte,1
Belém,150001,2592933.5334,-0.3787886257893794,norte,0
Cametá,150002,227778.21129,-0.09035803196993873,norte,3
Abaetetuba,150003,439624.04368,-1.04476384545079,norte,3
Castanhal,150004,518779.56397599995,-0.9160555479864714,norte,3
Bragança,150005,313089.568425,-1.0280713834944535,norte,3
Capanema,150006,191054.418786,-0.9731380794027615,norte,0
Paragominas,150007,410930.524905,-1.027824968189058,norte,3
Capitão Poço,150008,107161.11330300002,-0.49784082241575056,norte,3
Marabá,150009,570348.4834569999,-0.6378315487156215,norte,0
Parauapebas,150010,408077.52058,2.5619428494506336,norte,0
Tucuruí,150011,420204.09783,-1.4509708799861716,norte,0
Redenção,150012,279895.77273,-0.1614199633325093,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,-0.5028137491694626,norte,0
Xinguara,150014,89038.29791200001,0.7469048909628961,norte,1
Santarém,150015,445651.83932,0.03096435647400664,norte,0
Itaituba,150016,251297.803402,0.5124632515678751,norte,0
Oriximiná,150017,223524.79957299997,1.1101196678865217,norte,0
Altamira,150018,262477.021438,0.5533644099111242,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.107918672489937,norte,2
Breves,150020,411484.63013,-0.6906211547740527,norte,0
Soure-Salvaterra,150021,157265.792093,-1.1842262498854697,norte,0
Macapá,160001,654457.36529,1.8242977243623657,norte,1
Laranjal do Jari,160002,67333.12171,4.432464357432497,norte,1
Oiapoque,160003,79858.085703,3.630505692309708,norte,1
Porto Grande,160004,60124.417104,3.2206003289316727,norte,1
Palmas,170001,389665.86524799996,1.1167925982052735,norte,0
Porto Nacional,170002,104659.863133,0.8030836794810097,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.5244037798209853,norte,0
Miracema do Tocantins,170004,45475.336239,0.976324795280466,norte,0
Araguaína,170005,325628.103233,1.9807534325629483,norte,1
Guaraí,170006,86945.84316899999,0.5876648972571911,norte,1
