imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.7884055011118734,norte,0
Ariquemes,110002,244267.98213300004,0.6199298740610661,norte,0
Jaru,110003,120564.550067,-0.32402056564287973,norte,0
Ji-Paraná,110004,304025.6776749999,0.07786257330680482,norte,0
Cacoal,110005,302589.83598300006,-0.44706215954144013,norte,0
Vilhena,110006,165292.086385,-0.486109503337333,norte,0
Rio Branco,120001,504876.57074800006,2.8025675041711016,norte,0
Brasiléia,120002,72338.13942400001,-0.11970871577575688,norte,0
Sena Madureira,120003,62990.199089999995,-0.563860654155587,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.32779489762381947,norte,3
Tarauacá,120005,90942.145483,-0.49320227090913943,norte,0
Manaus,130001,2569981.538139,4.708104045057412,norte,1
São Gabriel da Cachoeira,130002,104242.843152,-0.07071792899623666,norte,2
Coari,130003,156942.81565,2.7935255712580638,norte,1
Manacapuru,130004,144349.73552,11.14376015099749,norte,1
Tefé,130005,182082.64676700003,2.3836065072656822,norte,1
Tabatinga,130006,231873.164687,4.7015470342181525,norte,0
Eirunepé,130007,101999.009491,-0.5323612062645808,norte,2
Lábrea,130008,130885.96567100001,1.277195681367868,norte,1
Manicoré,130009,161550.21102,-0.24565246720390393,norte,2
Parintins,130010,249841.37481000004,3.564138194215447,norte,1
Itacoatiara,130011,173964.624469,2.8343928639567113,norte,1
Boa Vista,140001,473642.83966299996,3.451916702714727,norte,0
Pacaraima,140002,55863.802617,1.5641320057367798,norte,1
Rorainópolis,140003,63088.226788,1.422303694899758,norte,1
Caracaraí,140004,38586.120428999995,-0.563860654155587,norte,2
Belém,150001,2592933.5334,2.7755227252915966,norte,0
Cametá,150002,227778.21129,0.028567934954842562,norte,0
Abaetetuba,150003,439624.04368,-0.037661729865414044,norte,0
Castanhal,150004,518779.56397599995,0.7491005609540027,norte,0
Bragança,150005,313089.568425,0.11342867565781657,norte,0
Capanema,150006,191054.418786,0.8823789848634471,norte,0
Paragominas,150007,410930.524905,-0.18856655964493718,norte,0
Capitão Poço,150008,107161.11330300002,0.30561950684303474,norte,0
Marabá,150009,570348.4834569999,-0.23149922587512486,norte,0
Parauapebas,150010,408077.52058,0.18410185449669497,norte,0
