imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.2501415614446976,norte,1
Ariquemes,110002,244267.98213300004,0.8350811955825613,norte,1
Jaru,110003,120564.550067,0.6535795950674759,norte,0
Ji-Paraná,110004,304025.6776749999,0.13253009434470597,norte,1
Cacoal,110005,302589.83598300006,0.6773002269524183,norte,0
Vilhena,110006,165292.086385,0.9516136677952786,norte,0
Rio Branco,120001,504876.57074800006,0.363694966599471,norte,1
Brasiléia,120002,72338.13942400001,1.6222650692488472,norte,0
Sena Madureira,120003,62990.199089999995,1.059951357949529,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.08174024990885909,norte,1
Tarauacá,120005,90942.145483,0.9494996824310878,norte,0
Manaus,130001,2569981.538139,0.4773705404799912,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.8537240890374176,norte,1
Coari,130003,156942.81565,1.9007000768869746,norte,1
Manacapuru,130004,144349.73552,1.022140600558435,norte,1
Tefé,130005,182082.64676700003,3.248537799439263,norte,1
Tabatinga,130006,231873.164687,0.5934313577849747,norte,1
Eirunepé,130007,101999.009491,2.4025126750049246,norte,1
Lábrea,130008,130885.96567100001,2.12492731156376,norte,1
Manicoré,130009,161550.21102,0.9020876939999545,norte,1
Parintins,130010,249841.37481000004,0.7802272190044924,norte,0
Itacoatiara,130011,173964.624469,1.0009904929957296,norte,0
Boa Vista,140001,473642.83966299996,4.471259833017372,norte,0
Pacaraima,140002,55863.802617,1.448043044932126,norte,1
Rorainópolis,140003,63088.226788,1.6201055283614223,norte,1
Caracaraí,140004,38586.120428999995,0.684820180695375,norte,1
Belém,150001,2592933.5334,-0.3120009948682046,norte,0
Cametá,150002,227778.21129,0.038790469054202005,norte,4
Abaetetuba,150003,439624.04368,-0.8949989612825066,norte,0
Castanhal,150004,518779.56397599995,-0.8952067574281454,norte,0
Bragança,150005,313089.568425,-0.8752592447113114,norte,0
Capanema,150006,191054.418786,-0.8596665697418432,norte,0
Paragominas,150007,410930.524905,-0.9608563211364994,norte,3
Capitão Poço,150008,107161.11330300002,-0.3506200270457368,norte,3
Marabá,150009,570348.4834569999,-0.5614326220878345,norte,0
Parauapebas,150010,408077.52058,2.6702292424966,norte,0
Tucuruí,150011,420204.09783,-1.4061214061275855,norte,0
Redenção,150012,279895.77273,-0.09496714982813297,norte,2
Tucumã - São Félix do Xingu,150013,295441.18707,-0.41841587781830814,norte,0
Xinguara,150014,89038.29791200001,0.8269607585905088,norte,1
Santarém,150015,445651.83932,0.014030370093485255,norte,0
Itaituba,150016,251297.803402,0.6277169889392776,norte,0
Oriximiná,150017,223524.79957299997,1.085465462476509,norte,0
Altamira,150018,262477.021438,0.5934265937657334,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-1.167564148743229,norte,2
Breves,150020,411484.63013,-0.5586780558014678,norte,0
Soure-Salvaterra,150021,157265.792093,-1.148341750770108,norte,0
Macapá,160001,654457.36529,1.889089270129911,norte,1
Laranjal do Jari,160002,67333.12171,4.703053336501334,norte,1
Oiapoque,160003,79858.085703,3.680701315010951,norte,1
Porto Grande,160004,60124.417104,3.6156153420248676,norte,1
Palmas,170001,389665.86524799996,1.1828054545827487,norte,0
Porto Nacional,170002,104659.863133,0.7802429063759483,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.5422416749010274,norte,0
Miracema do Tocantins,170004,45475.336239,1.0172645628437251,norte,0
Araguaína,170005,325628.103233,2.1127553838641826,norte,1
Guaraí,170006,86945.84316899999,0.623841724338532,norte,1
Colinas do Tocantins,170007,65495.96647999999,3.192566412863379,norte,0
Tocantinópolis,170008,49789.446823,1.0508959240074058,norte,0
Araguatins,170009,137158.76029900002,0.07808693181224749,norte,0
Gurupi,170010,181173.013458,0.8661276319220045,norte,0
Dianópolis,170011,83869.633012,-0.9558258239300846,norte,0
São Luís,210001,1676128.6191400003,-1.19619664420215,nordeste,3
Pinheiro,210002,341442.109984,-1.2996137113481725,nordeste,3
Chapadinha,210003,277946.115811,-0.45891662159649144,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.5231608012842413,nordeste,3
Viana,210005,257692.15209,-1.6318200251853787,nordeste,3
Barreirinhas,210006,133084.28007,-1.134288536763649,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.2023679814649872,nordeste,0
