imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.3577888933345146,norte,0
Ariquemes,110002,244267.98213300004,0.4560236326818421,norte,1
Jaru,110003,120564.550067,0.3275236778169407,norte,0
Ji-Paraná,110004,304025.6776749999,-0.06972162575436473,norte,0
Cacoal,110005,302589.83598300006,-0.08705765961000182,norte,0
Vilhena,110006,165292.086385,0.25128424833797913,norte,0
Rio Branco,120001,504876.57074800006,0.44199187619941227,norte,1
Brasiléia,120002,72338.13942400001,1.4785289846226985,norte,0
Sena Madureira,120003,62990.199089999995,1.068166907164268,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.3340569799855029,norte,1
Tarauacá,120005,90942.145483,0.9559480419963569,norte,0
Manaus,130001,2569981.538139,0.12556285996439165,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.6645474716278286,norte,1
Coari,130003,156942.81565,2.04225457195463,norte,1
Manacapuru,130004,144349.73552,0.846112421405281,norte,1
Tefé,130005,182082.64676700003,2.783734088319959,norte,1
Tabatinga,130006,231873.164687,0.6301799638569887,norte,1
Eirunepé,130007,101999.009491,2.4939763389054743,norte,1
Lábrea,130008,130885.96567100001,2.083714546687507,norte,1
Manicoré,130009,161550.21102,0.6772808614374761,norte,1
Parintins,130010,249841.37481000004,0.8671698560081188,norte,0
Itacoatiara,130011,173964.624469,0.7628415683900649,norte,0
Boa Vista,140001,473642.83966299996,4.816930362710892,norte,1
Pacaraima,140002,55863.802617,1.847056512814372,norte,1
Rorainópolis,140003,63088.226788,1.9400588754201096,norte,1
Caracaraí,140004,38586.120428999995,0.9514488163548206,norte,1
Belém,150001,2592933.5334,-0.20579716098285977,norte,0
Cametá,150002,227778.21129,0.23761374304501628,norte,0
Abaetetuba,150003,439624.04368,-0.7023812102053856,norte,0
Castanhal,150004,518779.56397599995,-0.727891542659166,norte,0
Bragança,150005,313089.568425,-0.6045513929330103,norte,0
Capanema,150006,191054.418786,-0.6786139868140987,norte,0
Paragominas,150007,410930.524905,-0.8196347019285205,norte,3
Capitão Poço,150008,107161.11330300002,-0.12103451977248628,norte,3
Marabá,150009,570348.4834569999,-0.34128978508626523,norte,0
Parauapebas,150010,408077.52058,3.0810420180146805,norte,0
Tucuruí,150011,420204.09783,-1.3125977641492779,norte,0
Redenção,150012,279895.77273,0.03691371927374306,norte,1
Tucumã - São Félix do Xingu,150013,295441.18707,-0.23160692123565385,norte,0
Xinguara,150014,89038.29791200001,1.1501828385090418,norte,1
Santarém,150015,445651.83932,0.19269494544661606,norte,0
Itaituba,150016,251297.803402,0.897067184575063,norte,0
Oriximiná,150017,223524.79957299997,1.3571453578466657,norte,0
Altamira,150018,262477.021438,0.6884222949474663,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.9449643121815201,norte,2
Breves,150020,411484.63013,-0.27620593720974346,norte,0
Soure-Salvaterra,150021,157265.792093,-0.9356846509875664,norte,0
