imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.798349051262618,norte,1
Ariquemes,110002,244267.98213300004,0.1082468778079723,norte,0
Jaru,110003,120564.550067,-0.30276041309444246,norte,0
Ji-Paraná,110004,304025.6776749999,-0.25262257065211036,norte,0
Cacoal,110005,302589.83598300006,-0.3808204725931477,norte,0
Vilhena,110006,165292.086385,-0.509110258576068,norte,0
Rio Branco,120001,504876.57074800006,2.5798755998771106,norte,1
Brasiléia,120002,72338.13942400001,-0.31705281516314265,norte,0
Sena Madureira,120003,62990.199089999995,-0.1761272868889626,norte,2
Cruzeiro do Sul,120004,163322.92484599998,0.859603954458425,norte,0
Tarauacá,120005,90942.145483,-0.19360973578616555,norte,0
Manaus,130001,2569981.538139,4.218957072418405,norte,1
São Gabriel da Cachoeira,130002,104242.843152,3.4046296165850913,norte,1
Coari,130003,156942.81565,4.6351372424262935,norte,1
Manacapuru,130004,144349.73552,10.249896829659724,norte,1
Tefé,130005,182082.64676700003,5.416881635098196,norte,1
Tabatinga,130006,231873.164687,6.554718542505937,norte,1
Eirunepé,130007,101999.009491,-0.1670170928900295,norte,2
Lábrea,130008,130885.96567100001,2.573046512981129,norte,1
Manicoré,130009,161550.21102,0.09474574472882345,norte,1
Parintins,130010,249841.37481000004,3.7345946906334957,norte,1
Itacoatiara,130011,173964.624469,3.629249103575546,norte,1
Boa Vista,140001,473642.83966299996,2.5365100099225204,norte,0
Pacaraima,140002,55863.802617,1.1370306496284965,norte,1
Rorainópolis,140003,63088.226788,1.675363751234957,norte,1
Caracaraí,140004,38586.120428999995,-0.2545650218938493,norte,2
Belém,150001,2592933.5334,2.604203375633928,norte,0
Cametá,150002,227778.21129,2.034662565408906,norte,0
Abaetetuba,150003,439624.04368,0.9118367402121147,norte,0
Castanhal,150004,518779.56397599995,0.8959823934413751,norte,0
Bragança,150005,313089.568425,0.2921009991961183,norte,0
Capanema,150006,191054.418786,1.0207703350981663,norte,0
Paragominas,150007,410930.524905,0.10164041937775051,norte,0
Capitão Poço,150008,107161.11330300002,0.9988855701052578,norte,0
Marabá,150009,570348.4834569999,-0.09348639619340077,norte,0
Parauapebas,150010,408077.52058,0.17751807390542662,norte,0
Tucuruí,150011,420204.09783,-0.20429070419158693,norte,0
Redenção,150012,279895.77273,-0.27044868964465046,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.3194446894165387,norte,0
Xinguara,150014,89038.29791200001,0.03580300059189565,norte,0
Santarém,150015,445651.83932,0.09315164087474234,norte,0
Itaituba,150016,251297.803402,-0.3848606522631693,norte,2
Oriximiná,150017,223524.79957299997,-0.3901461895479138,norte,0
Altamira,150018,262477.021438,0.4055961090907216,norte,0
Almeirim - Porto de Moz,150019,74686.83649,0.8369632922252304,norte,1
Breves,150020,411484.63013,0.7490469941791746,norte,1
Soure-Salvaterra,150021,157265.792093,0.4096397711099443,norte,1
Macapá,160001,654457.36529,4.483170626633009,norte,1
Laranjal do Jari,160002,67333.12171,3.912131780527092,norte,1
Oiapoque,160003,79858.085703,1.106286253630025,norte,1
Porto Grande,160004,60124.417104,2.6476083786418854,norte,1
Palmas,170001,389665.86524799996,0.10580452722765384,norte,0
Porto Nacional,170002,104659.863133,-0.41615322117429693,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.0875768731116169,norte,0
Miracema do Tocantins,170004,45475.336239,-0.33008203386658624,norte,0
Araguaína,170005,325628.103233,1.6008759021538448,norte,0
Guaraí,170006,86945.84316899999,-0.20938251117479734,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.23982139751593637,norte,0
Tocantinópolis,170008,49789.446823,0.1501359680937007,norte,1
Araguatins,170009,137158.76029900002,0.5882388226397282,norte,0
Gurupi,170010,181173.013458,0.07054691069891893,norte,4
Dianópolis,170011,83869.633012,-0.5659616461998975,norte,0
São Luís,210001,1676128.6191400003,3.6156543498283384,nordeste,0
Pinheiro,210002,341442.109984,0.4630879392007772,nordeste,1
Chapadinha,210003,277946.115811,1.3056011885843566,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.027614693227720553,nordeste,2
Viana,210005,257692.15209,0.6129238241125811,nordeste,1
Barreirinhas,210006,133084.28007,0.09634891687996518,nordeste,1
Tutóia - Araioses,210007,207214.69482999996,0.010856774495383484,nordeste,0
Cururupu,210008,122984.01033999998,-0.07323895406792427,nordeste,2
Santa Inês,210009,451846.73544499994,0.8228019166462063,nordeste,0
Bacabal,210010,405800.035922,0.3195015743416474,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.02275400916804292,nordeste,0
Pedreiras,210012,184672.964411,1.4184438330262652,nordeste,0
Caxias,210013,268928.562695,-0.0761681932842601,nordeste,0
Timon,210014,258592.85308,-0.23905838238035793,nordeste,0
Codó,210015,228457.45221000002,0.7232510283734701,nordeste,0
Presidente Dutra,210016,237441.48151899996,0.3943503502378257,nordeste,0
São João dos Patos,210017,145805.764558,-0.5462134042199289,nordeste,0
Colinas,210018,80821.55705,-0.1339143504889489,nordeste,0
Imperatriz,210019,532231.693353,1.6516591679352086,nordeste,0
Barra do Corda,210020,280148.643331,0.15003919435829277,nordeste,0
Açailândia,210021,270352.99432999996,0.4680116665542103,nordeste,0
Balsas,210022,230084.23996099998,0.12062925519178976,nordeste,0
Teresina,220001,1134373.896284,0.6468148397514258,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.12657254623211836,nordeste,0
Campo Maior,220003,136084.484612,0.08853041835226777,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.4345428331870514,nordeste,0
Barras,220005,94902.30242899999,-0.34144395773746583,nordeste,0
Parnaíba,220006,282098.81894,-0.11175869659663545,nordeste,0
Piripiri,220007,174437.123889,-0.1642779603144971,nordeste,0
Esperantina,220008,146372.46837199997,-0.058975606907901476,nordeste,0
Picos,220009,291225.751458,-0.07688041870537445,nordeste,0
Paulistana,220010,79939.350837,-0.5770786853426139,nordeste,0
Oeiras,220011,68545.96854100001,-0.1202078709838153,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.25269874071740983,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.13535151395765524,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.41080870370555644,nordeste,0
Corrente,220015,120522.36767299999,-0.44007390940871294,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.21807549959766784,nordeste,0
Floriano,220017,124347.35358400001,-0.2287333213719058,nordeste,0
Uruçuí,220018,61936.30414100001,0.1316560350274203,nordeste,0
Canto do Buriti,220019,49014.573814,-0.43417344999216706,nordeste,0
Fortaleza,230001,4212262.35793,3.9567583848543393,nordeste,0
Itapipoca,230002,311590.29093,1.4380276734637725,nordeste,1
Redenção-Acarape,230003,229672.19836,0.8062835595215038,nordeste,1
Canindé,230004,204751.35333000004,0.7353890863209982,nordeste,1
Itapagé,230005,156725.52479,0.4923054756175389,nordeste,1
Quixadá,230006,333010.95934999996,0.8130178181940959,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.5661647765433118,nordeste,1
Aracati,230008,152228.60224,0.1714327851296783,nordeste,1
Iguatu,230009,330687.50607,-0.1589144846455659,nordeste,0
Icó,230010,110782.59877,-0.03356580257311062,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.39281038390147877,nordeste,0
Brejo Santo,230012,188837.72431,-0.4277199611127198,nordeste,0
Crateús,230013,247029.53571999999,-0.02528330900990814,nordeste,0
Tauá,230014,92350.27985,0.47197978272922086,nordeste,0
Sobral,230015,613519.6217039999,1.1094779626865172,nordeste,0
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.07953101239676094,nordeste,0
Acaraú,230017,216118.57382999998,1.6506449798627445,nordeste,0
Camocim,230018,144405.99371,0.03436171319389612,nordeste,0
Natal,240001,1743859.074166,0.47281471019926574,nordeste,0
