imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.07129400107780273,norte,0
Ariquemes,110002,244267.98213300004,-0.44927516169109344,norte,0
Jaru,110003,120564.550067,-1.0410982668012103,norte,0
Ji-Paraná,110004,304025.6776749999,0.044845305364984954,norte,0
Cacoal,110005,302589.83598300006,-0.5308510672227776,norte,0
Vilhena,110006,165292.086385,-0.4003909924106943,norte,0
Rio Branco,120001,504876.57074800006,0.5969238865874152,norte,4
Brasiléia,120002,72338.13942400001,-0.7036765920896482,norte,0
Sena Madureira,120003,62990.199089999995,-1.4096896669397916,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.5266232591326873,norte,3
Tarauacá,120005,90942.145483,-1.1617084572548078,norte,3
Manaus,130001,2569981.538139,1.7349165380011629,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.9843757533486936,norte,0
Coari,130003,156942.81565,-0.5901709260863768,norte,0
Manacapuru,130004,144349.73552,0.7129531818972776,norte,0
Tefé,130005,182082.64676700003,-0.5727871513433865,norte,3
Tabatinga,130006,231873.164687,0.028270397040173225,norte,4
Eirunepé,130007,101999.009491,-1.4239165108354992,norte,0
Lábrea,130008,130885.96567100001,-1.1244639330230601,norte,3
Manicoré,130009,161550.21102,-0.1994026632020138,norte,0
Parintins,130010,249841.37481000004,0.047867569549063925,norte,0
Itacoatiara,130011,173964.624469,-0.21964670718773247,norte,0
Boa Vista,140001,473642.83966299996,-0.9156413025025972,norte,0
Pacaraima,140002,55863.802617,-0.2155256699185431,norte,0
Rorainópolis,140003,63088.226788,-1.0265453443208705,norte,0
Caracaraí,140004,38586.120428999995,-0.849262281027117,norte,3
Belém,150001,2592933.5334,2.018014114995727,norte,0
Cametá,150002,227778.21129,-0.022039100826252718,norte,0
Abaetetuba,150003,439624.04368,0.4529327458242309,norte,0
Castanhal,150004,518779.56397599995,1.7353635330265527,norte,0
Bragança,150005,313089.568425,0.19045826696125628,norte,0
Capanema,150006,191054.418786,1.6118127091785623,norte,0
Paragominas,150007,410930.524905,0.36942667689599656,norte,0
Capitão Poço,150008,107161.11330300002,-0.30732799386752313,norte,0
Marabá,150009,570348.4834569999,0.2556708948617,norte,0
Parauapebas,150010,408077.52058,-1.2806093638804366,norte,3
Tucuruí,150011,420204.09783,2.38673834720612,norte,0
Redenção,150012,279895.77273,-0.8409350576030443,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.339969754789966,norte,0
Xinguara,150014,89038.29791200001,-1.1944140248822661,norte,3
Santarém,150015,445651.83932,-0.03343927497623021,norte,0
Itaituba,150016,251297.803402,-0.8166064895982782,norte,0
Oriximiná,150017,223524.79957299997,-0.5115926213225908,norte,0
Altamira,150018,262477.021438,-0.07943168528521748,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.1208607093227385,norte,0
Breves,150020,411484.63013,-0.1916126078133021,norte,0
Soure-Salvaterra,150021,157265.792093,0.8499362527730496,norte,0
Macapá,160001,654457.36529,-0.3196988808247318,norte,3
Laranjal do Jari,160002,67333.12171,-1.2882008116023909,norte,0
Oiapoque,160003,79858.085703,-1.4198130529266744,norte,3
Porto Grande,160004,60124.417104,-1.5195960012061998,norte,3
Palmas,170001,389665.86524799996,-0.9988866557013506,norte,0
Porto Nacional,170002,104659.863133,-0.30775400010305165,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.3834327647335408,norte,0
Miracema do Tocantins,170004,45475.336239,-0.3689160270497518,norte,0
Araguaína,170005,325628.103233,-0.5691853439287969,norte,3
Guaraí,170006,86945.84316899999,-0.27917362137096424,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.9878590074665624,norte,0
Tocantinópolis,170008,49789.446823,-0.21119336786752457,norte,0
Araguatins,170009,137158.76029900002,-0.5240691925094922,norte,0
