imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.022372140434145045,norte,0
Ariquemes,110002,244267.98213300004,-0.4835289019330092,norte,0
Jaru,110003,120564.550067,-1.0492476907708588,norte,0
Ji-Paraná,110004,304025.6776749999,0.024365222155978913,norte,0
Cacoal,110005,302589.83598300006,-0.5678594555495486,norte,0
Vilhena,110006,165292.086385,-0.45935120783482486,norte,0
Rio Branco,120001,504876.57074800006,0.617367554064038,norte,4
Brasiléia,120002,72338.13942400001,-0.741063026591224,norte,0
Sena Madureira,120003,62990.199089999995,-1.4086300621043293,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.6001127143097197,norte,3
Tarauacá,120005,90942.145483,-1.1762787256957752,norte,3
Manaus,130001,2569981.538139,1.7057651446206306,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-1.0224400341460251,norte,0
Coari,130003,156942.81565,-0.6389730671594793,norte,0
Manacapuru,130004,144349.73552,0.733245157599479,norte,0
Tefé,130005,182082.64676700003,-0.622026973088861,norte,3
Tabatinga,130006,231873.164687,-0.034306786010976,norte,3
Eirunepé,130007,101999.009491,-1.447376702577544,norte,0
Lábrea,130008,130885.96567100001,-1.1683848083782307,norte,3
Manicoré,130009,161550.21102,-0.16984224911486728,norte,0
Parintins,130010,249841.37481000004,-0.01419446915347353,norte,0
Itacoatiara,130011,173964.624469,-0.28090823344525306,norte,0
Boa Vista,140001,473642.83966299996,-0.9520010752873794,norte,0
Pacaraima,140002,55863.802617,-0.29366143693202884,norte,0
Rorainópolis,140003,63088.226788,-1.0596156034518847,norte,0
Caracaraí,140004,38586.120428999995,-0.8299399642989884,norte,3
Belém,150001,2592933.5334,1.9924873961361478,norte,0
Cametá,150002,227778.21129,-0.03406838963960324,norte,0
Abaetetuba,150003,439624.04368,0.5235949747040048,norte,0
Castanhal,150004,518779.56397599995,1.68983532977687,norte,0
Bragança,150005,313089.568425,0.1305173541748437,norte,0
Capanema,150006,191054.418786,1.5936476052466055,norte,0
Paragominas,150007,410930.524905,0.3448188795891832,norte,0
Capitão Poço,150008,107161.11330300002,-0.3424520315897161,norte,0
Marabá,150009,570348.4834569999,0.1817842318533352,norte,0
Parauapebas,150010,408077.52058,-1.3031547118403963,norte,3
Tucuruí,150011,420204.09783,2.351489454975795,norte,0
Redenção,150012,279895.77273,-0.8700336984528454,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.3630552778363871,norte,0
Xinguara,150014,89038.29791200001,-1.225552537376992,norte,3
Santarém,150015,445651.83932,-0.08130459388173497,norte,0
Itaituba,150016,251297.803402,-0.8483626055258782,norte,0
Oriximiná,150017,223524.79957299997,-0.5666294928085859,norte,0
Altamira,150018,262477.021438,-0.12271796798721712,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.1287269529924335,norte,0
Breves,150020,411484.63013,-0.17557591810877013,norte,0
Soure-Salvaterra,150021,157265.792093,0.7572755071409688,norte,0
Macapá,160001,654457.36529,-0.3365169127367383,norte,3
Laranjal do Jari,160002,67333.12171,-1.3184434878964209,norte,0
Oiapoque,160003,79858.085703,-1.449241234489624,norte,3
Porto Grande,160004,60124.417104,-1.5497613373504016,norte,3
Palmas,170001,389665.86524799996,-1.0315251011777116,norte,0
Porto Nacional,170002,104659.863133,-0.3545608097032964,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.427866709204952,norte,0
