imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,2.5930314630381823,norte,0
Ariquemes,110002,244267.98213300004,0.22132777436346737,norte,0
Jaru,110003,120564.550067,0.026549969433473673,norte,0
Ji-Paraná,110004,304025.6776749999,0.05568253773486231,norte,0
Cacoal,110005,302589.83598300006,-0.26080143461540695,norte,0
Vilhena,110006,165292.086385,-0.24616033836163626,norte,0
Rio Branco,120001,504876.57074800006,1.6606010943656664,norte,1
Brasiléia,120002,72338.13942400001,1.0653863814161093,norte,1
Sena Madureira,120003,62990.199089999995,1.132115051340081,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.552922370337745,norte,0
Tarauacá,120005,90942.145483,0.7608770158254312,norte,1
Manaus,130001,2569981.538139,1.199052107285782,norte,1
São Gabriel da Cachoeira,130002,104242.843152,4.905928789712784,norte,1
Coari,130003,156942.81565,3.978496365467859,norte,1
Manacapuru,130004,144349.73552,3.2670866364851086,norte,1
Tefé,130005,182082.64676700003,4.468269842679142,norte,1
Tabatinga,130006,231873.164687,3.1252002308498184,norte,1
Eirunepé,130007,101999.009491,0.8941463506414157,norte,1
Lábrea,130008,130885.96567100001,1.7512603029041305,norte,1
Manicoré,130009,161550.21102,0.4792376359840727,norte,1
Parintins,130010,249841.37481000004,1.9208661799724804,norte,1
Itacoatiara,130011,173964.624469,1.9772837954142206,norte,1
Boa Vista,140001,473642.83966299996,3.1168246800037585,norte,0
Pacaraima,140002,55863.802617,1.6160231170076682,norte,1
Rorainópolis,140003,63088.226788,2.0814606678534955,norte,1
Caracaraí,140004,38586.120428999995,0.10856331605343869,norte,1
Belém,150001,2592933.5334,1.0076675528245846,norte,0
Cametá,150002,227778.21129,2.549026523262654,norte,0
Abaetetuba,150003,439624.04368,1.1031131434740569,norte,0
Castanhal,150004,518779.56397599995,0.8036430070059241,norte,0
Bragança,150005,313089.568425,1.0783755968704665,norte,0
Capanema,150006,191054.418786,1.107969301939723,norte,0
Paragominas,150007,410930.524905,0.44620563164439675,norte,1
