imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.014866829743172747,norte,0
Ariquemes,110002,244267.98213300004,-0.3929129936510125,norte,0
Jaru,110003,120564.550067,-0.7767393396413713,norte,0
Ji-Paraná,110004,304025.6776749999,-0.540089362592874,norte,0
Cacoal,110005,302589.83598300006,-0.6414449093670616,norte,0
Vilhena,110006,165292.086385,-0.3405952160796154,norte,0
Rio Branco,120001,504876.57074800006,0.4766411727770446,norte,0
Brasiléia,120002,72338.13942400001,-0.5465941042042657,norte,0
Sena Madureira,120003,62990.199089999995,-0.8676586658179912,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.5021380921543589,norte,3
Tarauacá,120005,90942.145483,-0.7689313341293527,norte,0
Manaus,130001,2569981.538139,1.56376097574105,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.7218086757608272,norte,0
Coari,130003,156942.81565,-0.6704673727273669,norte,0
Manacapuru,130004,144349.73552,0.47751539194672676,norte,0
Tefé,130005,182082.64676700003,-0.33352473875645355,norte,3
Tabatinga,130006,231873.164687,-0.04540638092295509,norte,0
Eirunepé,130007,101999.009491,-1.3095480107056074,norte,0
Lábrea,130008,130885.96567100001,-0.865899846617045,norte,0
Manicoré,130009,161550.21102,-0.3215738058910961,norte,0
Parintins,130010,249841.37481000004,-0.042632299663400375,norte,0
Itacoatiara,130011,173964.624469,-0.3301062382860966,norte,0
Boa Vista,140001,473642.83966299996,-0.47528937825136885,norte,0
Pacaraima,140002,55863.802617,-0.5305364072150713,norte,0
Rorainópolis,140003,63088.226788,-1.0139573689773647,norte,0
Caracaraí,140004,38586.120428999995,-0.3518262685919808,norte,0
Belém,150001,2592933.5334,2.742181308047399,norte,0
Cametá,150002,227778.21129,-0.08853406082075332,norte,0
Abaetetuba,150003,439624.04368,0.38179595190447707,norte,0
Castanhal,150004,518779.56397599995,1.5507639505056408,norte,0
Bragança,150005,313089.568425,0.32760778367074866,norte,0
Capanema,150006,191054.418786,1.4366177067368697,norte,0
Paragominas,150007,410930.524905,0.3184070637782175,norte,0
Capitão Poço,150008,107161.11330300002,-0.10982024814383967,norte,0
Marabá,150009,570348.4834569999,0.1987740451653144,norte,0
Parauapebas,150010,408077.52058,-0.8356455620465069,norte,0
Tucuruí,150011,420204.09783,1.8734320489174796,norte,0
Redenção,150012,279895.77273,-0.681483753618364,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-1.0125379159960768,norte,0
Xinguara,150014,89038.29791200001,-0.9648081543055869,norte,3
Santarém,150015,445651.83932,0.7981753001493701,norte,0
Itaituba,150016,251297.803402,-0.7456474365040939,norte,0
Oriximiná,150017,223524.79957299997,0.35301590973039604,norte,0
Altamira,150018,262477.021438,-0.2679826255559824,norte,0
Almeirim - Porto de Moz,150019,74686.83649,1.6492381045077307,norte,0
Breves,150020,411484.63013,0.13218985603593716,norte,0
Soure-Salvaterra,150021,157265.792093,0.3443374517766436,norte,1
Macapá,160001,654457.36529,-0.39082794118833164,norte,3
Laranjal do Jari,160002,67333.12171,-0.8476902968973453,norte,0
Oiapoque,160003,79858.085703,-1.0724822878247757,norte,3
Porto Grande,160004,60124.417104,-1.2163824580707414,norte,3
Palmas,170001,389665.86524799996,-0.9776061122279593,norte,0
Porto Nacional,170002,104659.863133,-0.47174790131275474,norte,0
Paraíso do Tocantins,170003,120386.17455700002,0.22725852720712406,norte,0
Miracema do Tocantins,170004,45475.336239,-0.05814858025532377,norte,0
Araguaína,170005,325628.103233,-0.5626405361638188,norte,0
Guaraí,170006,86945.84316899999,-0.17881812546296008,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.5780366187231135,norte,0
Tocantinópolis,170008,49789.446823,-0.30594921610637,norte,0
Araguatins,170009,137158.76029900002,-0.10587580482444682,norte,0
Gurupi,170010,181173.013458,-0.8147660531427929,norte,0
Dianópolis,170011,83869.633012,0.23342137347604638,norte,4
São Luís,210001,1676128.6191400003,2.5848563213843536,nordeste,0
Pinheiro,210002,341442.109984,-0.6513138664825615,nordeste,0
Chapadinha,210003,277946.115811,-0.6796529553142969,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.6703749419733627,nordeste,0
Viana,210005,257692.15209,-0.3587685430418666,nordeste,0
Barreirinhas,210006,133084.28007,0.26992174577793765,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.5360935400271987,nordeste,0
Cururupu,210008,122984.01033999998,-0.5150352817019234,nordeste,0
Santa Inês,210009,451846.73544499994,-0.7862796021919605,nordeste,0
Bacabal,210010,405800.035922,-0.5102536390518778,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-0.6311046205910729,nordeste,0
Pedreiras,210012,184672.964411,-0.8111745128868634,nordeste,3
Caxias,210013,268928.562695,-0.35285131859878743,nordeste,0
Timon,210014,258592.85308,-0.25897824221586924,nordeste,0
Codó,210015,228457.45221000002,-0.9685098473611354,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.2351418958062825,nordeste,3
São João dos Patos,210017,145805.764558,-0.8480702316518024,nordeste,0
Colinas,210018,80821.55705,-0.42123569244910536,nordeste,3
Imperatriz,210019,532231.693353,0.437424339692139,nordeste,4
Barra do Corda,210020,280148.643331,-0.9735695823190716,nordeste,3
Açailândia,210021,270352.99432999996,-0.6934974036208652,nordeste,0
Balsas,210022,230084.23996099998,-1.142236969569007,nordeste,0
Teresina,220001,1134373.896284,0.6810630731784494,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.5233285277365347,nordeste,0
Campo Maior,220003,136084.484612,-0.30316905183865056,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.8723016049052263,nordeste,0
Barras,220005,94902.30242899999,-0.43531630531956256,nordeste,0
Parnaíba,220006,282098.81894,-0.1943476956284708,nordeste,0
Piripiri,220007,174437.123889,-0.07374502790504409,nordeste,0
Esperantina,220008,146372.46837199997,-0.596361412102746,nordeste,0
Picos,220009,291225.751458,-0.556198461060181,nordeste,0
Paulistana,220010,79939.350837,-1.2588361206529173,nordeste,0
Oeiras,220011,68545.96854100001,-0.2781343722693126,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.014413087195618216,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-1.132463285714406,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.9713294770112122,nordeste,0
Corrente,220015,120522.36767299999,0.12763837196984792,nordeste,4
Bom Jesus,220016,77915.88872199999,-0.4821362830032701,nordeste,0
Floriano,220017,124347.35358400001,0.4864190520783707,nordeste,0
Uruçuí,220018,61936.30414100001,-0.29676557395281516,nordeste,0
Canto do Buriti,220019,49014.573814,-0.2514250823357692,nordeste,0
Fortaleza,230001,4212262.35793,2.756023099437758,nordeste,0
Itapipoca,230002,311590.29093,1.142795662502664,nordeste,1
Redenção-Acarape,230003,229672.19836,0.3721172236388846,nordeste,0
Canindé,230004,204751.35333000004,0.5131270603761209,nordeste,1
Itapagé,230005,156725.52479,1.506699336559828,nordeste,1
Quixadá,230006,333010.95934999996,0.006644742796091965,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,-0.11892923509121707,nordeste,0
Aracati,230008,152228.60224,0.42579980631424963,nordeste,1
Iguatu,230009,330687.50607,0.34216070268391335,nordeste,0
Icó,230010,110782.59877,-0.5252454008167524,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,0.18650517118134938,nordeste,0
Brejo Santo,230012,188837.72431,0.4289670606534003,nordeste,0
Crateús,230013,247029.53571999999,0.1342875892073806,nordeste,0
Tauá,230014,92350.27985,0.2777069985239245,nordeste,0
Sobral,230015,613519.6217039999,0.10161253874969592,nordeste,0
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.06748814510587228,nordeste,0
Acaraú,230017,216118.57382999998,-0.4056417929955597,nordeste,0
Camocim,230018,144405.99371,0.3063209440063805,nordeste,0
Natal,240001,1743859.074166,0.582270447828805,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,1.1485690588208484,nordeste,0
Canguaretama,240003,139853.969338,0.28763516174797304,nordeste,0
Santa Cruz,240004,99814.195614,-0.631603049337899,nordeste,0
João Câmara,240005,73448.84682600001,-1.0367302374662348,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,0.18465073663704398,nordeste,0
Caicó,240007,177541.72769499998,0.005152791278460434,nordeste,0
