imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,-0.08389890030984676,norte,3
Ariquemes,110002,244267.98213300004,-0.5575552025429813,norte,0
Jaru,110003,120564.550067,-0.7748684636783121,norte,0
Ji-Paraná,110004,304025.6776749999,-0.6479711809542904,norte,0
Cacoal,110005,302589.83598300006,-0.5062613060223958,norte,0
Vilhena,110006,165292.086385,-0.5268446954049971,norte,0
Rio Branco,120001,504876.57074800006,0.014369773858030161,norte,0
Brasiléia,120002,72338.13942400001,-0.10217007334311058,norte,0
Sena Madureira,120003,62990.199089999995,-0.872275513700682,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.6602743828553089,norte,3
Tarauacá,120005,90942.145483,-0.7809184245794236,norte,0
Manaus,130001,2569981.538139,0.9679639813255101,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.5706290135204198,norte,0
Coari,130003,156942.81565,-0.3108003585324997,norte,0
Manacapuru,130004,144349.73552,0.13849956965988777,norte,0
Tefé,130005,182082.64676700003,-0.31516265779044517,norte,0
Tabatinga,130006,231873.164687,-0.10089514387858967,norte,0
Eirunepé,130007,101999.009491,-0.9495855064065211,norte,0
Lábrea,130008,130885.96567100001,-0.7945305771301313,norte,0
Manicoré,130009,161550.21102,-0.4807699811973976,norte,0
Parintins,130010,249841.37481000004,-0.13050407682910659,norte,0
Itacoatiara,130011,173964.624469,-0.18887680997447617,norte,0
Boa Vista,140001,473642.83966299996,-0.106298771127704,norte,0
Pacaraima,140002,55863.802617,0.1251570990656405,norte,0
Rorainópolis,140003,63088.226788,-0.6388916148232079,norte,0
Caracaraí,140004,38586.120428999995,0.12166929274282846,norte,0
Belém,150001,2592933.5334,2.047695921903666,norte,0
Cametá,150002,227778.21129,0.09174166429547555,norte,0
Abaetetuba,150003,439624.04368,-0.011013031776444823,norte,0
Castanhal,150004,518779.56397599995,1.3777333727517378,norte,0
Bragança,150005,313089.568425,0.09210610576668513,norte,0
