imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.7081695038272848,norte,0
Ariquemes,110002,244267.98213300004,0.05213318934331318,norte,0
Jaru,110003,120564.550067,-0.39393743428859607,norte,0
Ji-Paraná,110004,304025.6776749999,-0.2846093563442518,norte,0
Cacoal,110005,302589.83598300006,-0.4159204654743231,norte,0
Vilhena,110006,165292.086385,-0.5080013523925265,norte,0
Rio Branco,120001,504876.57074800006,3.039638258914024,norte,1
Brasiléia,120002,72338.13942400001,0.20560663383321542,norte,1
Sena Madureira,120003,62990.199089999995,0.5395648951315583,norte,1
Cruzeiro do Sul,120004,163322.92484599998,1.2051203000640667,norte,0
Tarauacá,120005,90942.145483,0.3131317105088435,norte,0
Manaus,130001,2569981.538139,3.2116411102164104,norte,1
São Gabriel da Cachoeira,130002,104242.843152,4.916611066211073,norte,1
Coari,130003,156942.81565,5.082530977948636,norte,1
Manacapuru,130004,144349.73552,8.554205415202281,norte,1
Tefé,130005,182082.64676700003,5.657957734507009,norte,1
Tabatinga,130006,231873.164687,5.740850792171692,norte,1
Eirunepé,130007,101999.009491,-0.06177240038559289,norte,2
Lábrea,130008,130885.96567100001,2.0647887088566743,norte,1
Manicoré,130009,161550.21102,0.2673423618638376,norte,1
Parintins,130010,249841.37481000004,3.48474032306599,norte,1
Itacoatiara,130011,173964.624469,3.646560930007464,norte,1
Boa Vista,140001,473642.83966299996,2.11137188332552,norte,0
Pacaraima,140002,55863.802617,0.6536517528090807,norte,1
Rorainópolis,140003,63088.226788,1.1943267649478155,norte,1
Caracaraí,140004,38586.120428999995,-0.3112488072813864,norte,2
Belém,150001,2592933.5334,2.458719261749499,norte,0
Cametá,150002,227778.21129,2.1031343603763295,norte,0
Abaetetuba,150003,439624.04368,0.9351008205847089,norte,0
Castanhal,150004,518779.56397599995,0.7073871111979111,norte,0
Bragança,150005,313089.568425,0.7429053269425999,norte,0
Capanema,150006,191054.418786,1.0753898244840319,norte,0
Paragominas,150007,410930.524905,0.3878907701653747,norte,0
Capitão Poço,150008,107161.11330300002,1.5374450269225375,norte,0
Marabá,150009,570348.4834569999,-0.002431672986872459,norte,0
Parauapebas,150010,408077.52058,1.5994622455292504,norte,0
Tucuruí,150011,420204.09783,-0.026998482115597244,norte,0
Redenção,150012,279895.77273,-0.35221056876088525,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.21120592325277024,norte,0
Xinguara,150014,89038.29791200001,-0.029686174757019707,norte,0
Santarém,150015,445651.83932,0.34012148523811125,norte,0
Itaituba,150016,251297.803402,-0.4512067462557525,norte,2
Oriximiná,150017,223524.79957299997,-0.40135331598614093,norte,0
Altamira,150018,262477.021438,0.5329113303579979,norte,0
Almeirim - Porto de Moz,150019,74686.83649,0.24516662977965423,norte,1
Breves,150020,411484.63013,0.7758677285933675,norte,1
Soure-Salvaterra,150021,157265.792093,0.5507824264476435,norte,1
Macapá,160001,654457.36529,3.5659508429084865,norte,1
Laranjal do Jari,160002,67333.12171,6.725489286214105,norte,1
Oiapoque,160003,79858.085703,1.555054662441086,norte,1
Porto Grande,160004,60124.417104,4.535409531424998,norte,1
Palmas,170001,389665.86524799996,0.009405229811935414,norte,0
Porto Nacional,170002,104659.863133,-0.4191237594682667,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.16086623898512867,norte,0
Miracema do Tocantins,170004,45475.336239,-0.39687119741216614,norte,0
Araguaína,170005,325628.103233,1.8206188581809395,norte,0
Guaraí,170006,86945.84316899999,-0.21185437805640986,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.12757477720730534,norte,0
Tocantinópolis,170008,49789.446823,0.22072912365272726,norte,1
Araguatins,170009,137158.76029900002,0.5035127574429602,norte,1
Gurupi,170010,181173.013458,-0.0597972879828967,norte,3
Dianópolis,170011,83869.633012,-0.5893972202112718,norte,0
São Luís,210001,1676128.6191400003,2.6111928289970803,nordeste,0
Pinheiro,210002,341442.109984,0.7321517231035617,nordeste,1
Chapadinha,210003,277946.115811,2.0887740565680715,nordeste,0
Itapecuru Mirim,210004,298355.59337,0.25037427560453496,nordeste,1
Viana,210005,257692.15209,0.8236253549619665,nordeste,1
Barreirinhas,210006,133084.28007,0.2492894609768965,nordeste,1
Tutóia - Araioses,210007,207214.69482999996,0.42648938506926865,nordeste,0
Cururupu,210008,122984.01033999998,0.1218419009178772,nordeste,1
Santa Inês,210009,451846.73544499994,1.2141162614655363,nordeste,1
Bacabal,210010,405800.035922,0.6842203931017283,nordeste,1
Governador Nunes Freire,210011,224565.45183500004,0.19170425095498,nordeste,1
Pedreiras,210012,184672.964411,2.3474828314655203,nordeste,0
Caxias,210013,268928.562695,-0.03587284889273824,nordeste,0
Timon,210014,258592.85308,-0.13536627617250419,nordeste,0
Codó,210015,228457.45221000002,1.135212108032274,nordeste,1
Presidente Dutra,210016,237441.48151899996,0.3944408024404275,nordeste,0
São João dos Patos,210017,145805.764558,-0.3020391383609755,nordeste,0
Colinas,210018,80821.55705,-0.015787985114329856,nordeste,0
Imperatriz,210019,532231.693353,1.7281220283195278,nordeste,1
Barra do Corda,210020,280148.643331,0.6955662858874985,nordeste,1
Açailândia,210021,270352.99432999996,0.8150120333320293,nordeste,0
Balsas,210022,230084.23996099998,0.12214549543639758,nordeste,0
Teresina,220001,1134373.896284,0.4171141897917346,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.13959606938770697,nordeste,0
Campo Maior,220003,136084.484612,-0.0024376569095286116,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.4509361676756943,nordeste,0
Barras,220005,94902.30242899999,-0.19398604205234715,nordeste,0
Parnaíba,220006,282098.81894,-0.026024785094996082,nordeste,0
Piripiri,220007,174437.123889,-0.20611912027808424,nordeste,0
Esperantina,220008,146372.46837199997,0.06713563718510822,nordeste,0
Picos,220009,291225.751458,-0.15521804032496533,nordeste,0
Paulistana,220010,79939.350837,-0.5426068668231492,nordeste,0
Oeiras,220011,68545.96854100001,-0.15797977254811504,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.3459179673537833,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.22893689485767282,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.42254747647782753,nordeste,0
Corrente,220015,120522.36767299999,-0.4797802437390631,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.24375182891064665,nordeste,0
Floriano,220017,124347.35358400001,-0.2878789484111463,nordeste,0
Uruçuí,220018,61936.30414100001,-0.08994552114088634,nordeste,0
Canto do Buriti,220019,49014.573814,-0.4744836148892297,nordeste,0
Fortaleza,230001,4212262.35793,2.9727744598875065,nordeste,0
Itapipoca,230002,311590.29093,1.552882299690736,nordeste,1
Redenção-Acarape,230003,229672.19836,0.8209776252209231,nordeste,1
Canindé,230004,204751.35333000004,0.813817856926456,nordeste,1
Itapagé,230005,156725.52479,0.5858806124560673,nordeste,1
Quixadá,230006,333010.95934999996,0.9637101418134248,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.6540263630972334,nordeste,1
Aracati,230008,152228.60224,0.22910640968019852,nordeste,1
Iguatu,230009,330687.50607,-0.22989175327476535,nordeste,0
Icó,230010,110782.59877,-0.1713142594454183,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.38150365163660804,nordeste,0
Brejo Santo,230012,188837.72431,-0.3402302095546908,nordeste,0
Crateús,230013,247029.53571999999,-0.01692714050477339,nordeste,0
Tauá,230014,92350.27985,0.37818781659951467,nordeste,0
Sobral,230015,613519.6217039999,1.462854564702196,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.05934768683537195,nordeste,0
Acaraú,230017,216118.57382999998,2.255209387759281,nordeste,0
Camocim,230018,144405.99371,0.28728026281636687,nordeste,0
Natal,240001,1743859.074166,0.3363531927117851,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.4062383575871329,nordeste,0
Canguaretama,240003,139853.969338,-0.24097285227484527,nordeste,0
Santa Cruz,240004,99814.195614,-0.31562961053189514,nordeste,0
João Câmara,240005,73448.84682600001,-0.43097721827864915,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.3103622447671201,nordeste,0
Caicó,240007,177541.72769499998,-0.4670881799678379,nordeste,0
Currais Novos,240008,112075.386137,-0.464441424178029,nordeste,0
Mossoró,240009,506065.532053,0.8981922143395271,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.3522622495622204,nordeste,0
Açu,240011,239683.381827,0.03432444007672419,nordeste,0
João Pessoa,250001,1452524.6672960005,1.2054679538932824,nordeste,0
Guarabira,250002,314765.34578200005,0.7494797973761489,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,0.053952507031275215,nordeste,0
