imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.8652885824236445,norte,0
Ariquemes,110002,244267.98213300004,0.2639017916559334,norte,0
Jaru,110003,120564.550067,0.3806832055610148,norte,0
Ji-Paraná,110004,304025.6776749999,-0.5194859131470725,norte,0
Cacoal,110005,302589.83598300006,-0.27054028132082825,norte,0
Vilhena,110006,165292.086385,-0.1530502435674363,norte,0
Rio Branco,120001,504876.57074800006,0.5015940091471355,norte,1
Brasiléia,120002,72338.13942400001,1.8435426020304257,norte,0
Sena Madureira,120003,62990.199089999995,0.1729638505581125,norte,1
Cruzeiro do Sul,120004,163322.92484599998,0.12736535197916826,norte,1
Tarauacá,120005,90942.145483,1.1047303329567444,norte,0
Manaus,130001,2569981.538139,-0.17382071630387202,norte,2
São Gabriel da Cachoeira,130002,104242.843152,4.6712919087099225,norte,1
Coari,130003,156942.81565,2.4897172905209417,norte,1
Manacapuru,130004,144349.73552,-0.4125477402587055,norte,2
Tefé,130005,182082.64676700003,1.1128181706332088,norte,1
Tabatinga,130006,231873.164687,0.04028608933435297,norte,1
Eirunepé,130007,101999.009491,1.6428218563459176,norte,1
Lábrea,130008,130885.96567100001,2.525882691233919,norte,1
Manicoré,130009,161550.21102,1.3231984953045424,norte,1
Parintins,130010,249841.37481000004,0.7342265316136232,norte,1
Itacoatiara,130011,173964.624469,0.4530103295832257,norte,1
Boa Vista,140001,473642.83966299996,6.829845553656417,norte,1
Pacaraima,140002,55863.802617,4.164951345495996,norte,1
Rorainópolis,140003,63088.226788,3.062407800353023,norte,1
Caracaraí,140004,38586.120428999995,1.077465925842995,norte,1
Belém,150001,2592933.5334,-0.05863464096007783,norte,0
Cametá,150002,227778.21129,1.9895308573673267,norte,0
Abaetetuba,150003,439624.04368,-0.6639778649150488,norte,0
Castanhal,150004,518779.56397599995,-0.19672561087891766,norte,0
Bragança,150005,313089.568425,0.47032463159385124,norte,0
Capanema,150006,191054.418786,-0.31581730772692584,norte,0
Paragominas,150007,410930.524905,-0.21979492680196452,norte,0
Capitão Poço,150008,107161.11330300002,0.913542104299254,norte,0
Marabá,150009,570348.4834569999,0.8149973343487458,norte,0
Parauapebas,150010,408077.52058,0.9331429693409683,norte,0
Tucuruí,150011,420204.09783,-0.5460659646010981,norte,2
Redenção,150012,279895.77273,0.5815625094662171,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,0.28616113796718673,norte,1
Xinguara,150014,89038.29791200001,1.5916643055212636,norte,0
Santarém,150015,445651.83932,0.5816530469946778,norte,1
Itaituba,150016,251297.803402,1.6281053956915703,norte,1
Oriximiná,150017,223524.79957299997,2.7875075279951216,norte,0
Altamira,150018,262477.021438,2.054037575226101,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.7809504451399967,norte,2
Breves,150020,411484.63013,1.0207476728659248,norte,1
Soure-Salvaterra,150021,157265.792093,0.016768119808107756,norte,0
Macapá,160001,654457.36529,0.21711416980617573,norte,1
Laranjal do Jari,160002,67333.12171,5.452358736256355,norte,1
Oiapoque,160003,79858.085703,2.140348945342109,norte,1
Porto Grande,160004,60124.417104,3.2199696672547646,norte,1
Palmas,170001,389665.86524799996,0.2351313614658027,norte,0
Porto Nacional,170002,104659.863133,0.24990645236678508,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.5929090184518161,norte,0
Miracema do Tocantins,170004,45475.336239,-0.5545962104353466,norte,0
Araguaína,170005,325628.103233,1.4129026922131354,norte,0
Guaraí,170006,86945.84316899999,-0.10105199605710108,norte,0
Colinas do Tocantins,170007,65495.96647999999,-0.45903513718934913,norte,0
Tocantinópolis,170008,49789.446823,0.39554445540539185,norte,0
Araguatins,170009,137158.76029900002,0.6749564440271512,norte,0
Gurupi,170010,181173.013458,-0.499686223366032,norte,0
Dianópolis,170011,83869.633012,-0.8045651068558638,norte,0
São Luís,210001,1676128.6191400003,-0.661892882606936,nordeste,0
Pinheiro,210002,341442.109984,1.2825017668830176,nordeste,0
Chapadinha,210003,277946.115811,0.7720395798013199,nordeste,1
Itapecuru Mirim,210004,298355.59337,-0.14352184302718488,nordeste,0
Viana,210005,257692.15209,-0.1666807057856931,nordeste,0
Barreirinhas,210006,133084.28007,-0.45476978682979685,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,0.752179425148605,nordeste,1
Cururupu,210008,122984.01033999998,-0.7123530379407348,nordeste,0
Santa Inês,210009,451846.73544499994,2.4143833062407354,nordeste,0
Bacabal,210010,405800.035922,1.184614368344374,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.46270290219034166,nordeste,2
Pedreiras,210012,184672.964411,0.7869910724742422,nordeste,0
Caxias,210013,268928.562695,3.164498028150791,nordeste,0
Timon,210014,258592.85308,-0.2105596263342634,nordeste,2
Codó,210015,228457.45221000002,-0.4192250964507458,nordeste,2
Presidente Dutra,210016,237441.48151899996,0.48413420745068114,nordeste,1
São João dos Patos,210017,145805.764558,-0.7076260630770245,nordeste,0
Colinas,210018,80821.55705,0.7427829216627626,nordeste,0
Imperatriz,210019,532231.693353,0.11419156237195013,nordeste,1
Barra do Corda,210020,280148.643331,1.2311796648534172,nordeste,1
Açailândia,210021,270352.99432999996,-0.04085338635639149,nordeste,0
Balsas,210022,230084.23996099998,1.626489505784267,nordeste,0
Teresina,220001,1134373.896284,1.5278356929329133,nordeste,1
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.12901829923294728,nordeste,0
Campo Maior,220003,136084.484612,0.9275878140978356,nordeste,0
Valença do Piauí,220004,79823.38348399999,0.10778410607986334,nordeste,0
Barras,220005,94902.30242899999,1.3347356802273103,nordeste,1
Parnaíba,220006,282098.81894,2.515099039312263,nordeste,1
Piripiri,220007,174437.123889,-0.20820338249796508,nordeste,2
Esperantina,220008,146372.46837199997,2.259636121544459,nordeste,1
Picos,220009,291225.751458,0.02420478923470397,nordeste,0
Paulistana,220010,79939.350837,-0.7661141725012963,nordeste,0
Oeiras,220011,68545.96854100001,1.2819074475471808,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.7078279459183207,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,0.7824615037016946,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.548538492295061,nordeste,0
Corrente,220015,120522.36767299999,-0.9104533056552939,nordeste,0
Bom Jesus,220016,77915.88872199999,0.5541216796713186,nordeste,0
Floriano,220017,124347.35358400001,-0.670527108652387,nordeste,0
Uruçuí,220018,61936.30414100001,1.8291435131537843,nordeste,0
Canto do Buriti,220019,49014.573814,-0.18483867517185734,nordeste,0
Fortaleza,230001,4212262.35793,-0.21184959570403647,nordeste,0
Itapipoca,230002,311590.29093,-0.08609219466054324,nordeste,0
Redenção-Acarape,230003,229672.19836,1.2654497255775778,nordeste,0
Canindé,230004,204751.35333000004,0.741819342910152,nordeste,1
Itapagé,230005,156725.52479,0.31312153978810864,nordeste,0
Quixadá,230006,333010.95934999996,0.8753658432859657,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.9895872670467035,nordeste,0
Aracati,230008,152228.60224,0.37997993829854454,nordeste,0
Iguatu,230009,330687.50607,0.5946656221617309,nordeste,0
Icó,230010,110782.59877,0.4942397283567089,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,0.8581429825017571,nordeste,0
Brejo Santo,230012,188837.72431,-0.21051169817220455,nordeste,0
Crateús,230013,247029.53571999999,0.35303337680230074,nordeste,1
Tauá,230014,92350.27985,-0.025107703371300062,nordeste,0
Sobral,230015,613519.6217039999,2.325607314664465,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,0.5936978281182389,nordeste,1
Acaraú,230017,216118.57382999998,1.2680054946215675,nordeste,1
Camocim,230018,144405.99371,2.470736532051323,nordeste,1
Natal,240001,1743859.074166,2.379777016335127,nordeste,1
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,1.5219059596188471,nordeste,1
Canguaretama,240003,139853.969338,1.378260882995415,nordeste,1
Santa Cruz,240004,99814.195614,0.7173391668565522,nordeste,0
João Câmara,240005,73448.84682600001,1.3179113681012236,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,3.3015427731603175,nordeste,1
Caicó,240007,177541.72769499998,0.4270868408917849,nordeste,0
Currais Novos,240008,112075.386137,0.20315469876519673,nordeste,0
Mossoró,240009,506065.532053,1.5848616077716282,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.4755800522577005,nordeste,0
Açu,240011,239683.381827,1.7683022271677946,nordeste,0
João Pessoa,250001,1452524.6672960005,1.0770409483118735,nordeste,1
Guarabira,250002,314765.34578200005,2.3643844848860023,nordeste,1
Mamanguape - Rio Tinto,250003,148357.802504,3.0708541384609602,nordeste,1
Itabaiana,250004,63753.31175000001,1.2962306272813993,nordeste,0
Campina Grande,250005,931376.7193609999,0.49286487223033737,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-0.4398436694682019,nordeste,2
Monteiro,250007,56261.812517000006,-0.6592825155101404,nordeste,0
Sumé,250008,50438.907963000005,0.11119204637518348,nordeste,0
Patos,250009,265946.903487,0.5405126820109233,nordeste,0
Itaporanga,250010,122107.57574800002,-0.4069180377265808,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,-0.09186991417204303,nordeste,0
Pombal,250012,65066.772294999995,-0.6015831472968297,nordeste,0
Princesa Isabel,250013,62855.512667999996,-1.0398580824308616,nordeste,0
Sousa,250014,139757.42990999998,-0.020921588079242333,nordeste,0
Cajazeiras,250015,153774.930903,0.3216162289202864,nordeste,0
Recife,260001,4016539.695079,-0.622460951907914,nordeste,0
Goiana – Timbaúba,260002,340065.78466000006,-0.29180774132507564,nordeste,0
Palmares,260003,260124.782594,0.03753279091219891,nordeste,0
Limoeiro,260004,226373.37741000002,-0.3201355611069011,nordeste,0
Vitória de Santo Antão,260005,207936.9037,-0.407094946541466,nordeste,0
Carpina,260006,183777.09359,-0.8563864895113937,nordeste,0
Barreiros - Sirinhaém,260007,161275.69727,-0.5143721606455343,nordeste,0
Surubim,260008,138827.15985,-0.3438988999980726,nordeste,0
Caruaru,260009,1143502.4863800001,0.1279406541607283,nordeste,0
Garanhuns,260010,559153.8110999998,-0.47549696133060726,nordeste,0
Arcoverde,260011,381987.26514,-0.7306035326031396,nordeste,0
Belo Jardim – Pesqueira,260012,270946.71656000003,-0.19474493487843386,nordeste,0
Serra Talhada,260013,331597.202674,-0.16746573423866135,nordeste,3
Afogados da Ingazeira,260014,187106.129848,-0.7229153783165969,nordeste,0
Petrolina,260015,512192.2046,-0.587861275496934,nordeste,0
Araripina,260016,336838.86040999996,-0.800090121728819,nordeste,0
Salgueiro,260017,193058.36722900002,-0.6653036119476267,nordeste,0
Escada - Ribeirão,260018,165768.42274599997,-0.8759427211842805,nordeste,0
Maceió,270001,1328339.1964320005,0.49406484004920953,nordeste,0
Porto Calvo - São Luís do Quitunde,270002,213220.69570800004,-0.003239823212860829,nordeste,0
Penedo,270003,195167.849766,0.19124449755350426,nordeste,1
São Miguel dos Campos,270004,186218.698957,1.8380822985865708,nordeste,0
União dos Palmares,270005,151747.64067900003,0.5608957494360696,nordeste,0
Atalaia,270006,121125.36878599998,-0.33580866769000983,nordeste,0
Arapiraca,270007,565424.86768,1.31982405735634,nordeste,0
Palmeira dos Índios,270008,169330.76583999998,-0.19257139403547469,nordeste,0
Delmiro Gouveia,270009,158439.567114,-0.5099056721782582,nordeste,0
Santana do Ipanema,270010,143255.25791,-0.4006239349621898,nordeste,0
Pão de Açúcar - Olho d'Água das Flores – Batalha,270011,118822.074752,0.9811173798895938,nordeste,0
Aracaju,280001,1237324.106538,2.1805756761745396,nordeste,1
Estância,280002,243854.606175,0.9750972978231381,nordeste,0
Propriá,280003,158147.453095,1.7135340728259472,nordeste,0
Itabaiana,280004,249607.545829,1.8723299229220345,nordeste,0
Lagarto,280005,254692.5906,-0.02443769607647997,nordeste,0
Nossa Senhora da Glória,280006,175405.68509699998,-0.3873652358470596,nordeste,2
Salvador,290001,4084138.4268900002,1.0119105005288789,nordeste,0
Alagoinhas,290002,511144.4709700001,-0.5513095348049405,nordeste,0
Santo Antônio de Jesus,290003,291368.26246600004,-0.41885029033976473,nordeste,0
Cruz das Almas,290004,284419.79349999997,-0.40890983496211836,nordeste,0
Valença,290005,260522.68494999997,0.8569568143865472,nordeste,0
Nazaré – Maragogipe,290006,185483.24923000002,-0.5033530321936823,nordeste,0
Ilhéus – Itabuna,290007,630044.88406,1.153427356410748,nordeste,0
Teixeira de Freitas,290008,463055.64130400005,0.38229992917184663,nordeste,0
Eunápolis - Porto Seguro,290009,398006.10543,-0.10720584949307135,nordeste,0
Camacan,290010,128377.17958,-0.02192057438840403,nordeste,0
Vitória da Conquista,290011,807168.5889399999,-0.4581518853613148,nordeste,0
Jequié,290012,335632.69826100004,0.4188743644972486,nordeste,0
Brumado,290013,223982.71154999998,-0.8618544499757508,nordeste,3
Ipiaú,290014,218504.67817,1.438827789885251,nordeste,0
Itapetinga,290015,155342.98423,-0.571906334159717,nordeste,0
Guanambi,290016,466837.04169399996,-1.0228955747016355,nordeste,3
Bom Jesus da Lapa,290017,234019.08669999999,-1.0149329165030199,nordeste,3
Barreiras,290018,558661.119109,-0.6356419780798225,nordeste,3
Santa Maria da Vitoria,290019,132909.28577999998,-1.0862641605738232,nordeste,3
Irecê,290020,403244.60797899996,-0.6482681618590261,nordeste,0
Xique-Xique – Barra,290021,217720.62055999998,-0.863759793312989,nordeste,3
Juazeiro,290022,519402.68434,-0.0893238460698305,nordeste,3
Senhor do Bonfim,290023,292848.60513000004,-0.5266565347551123,nordeste,0
Paulo Afonso,290024,196770.343708,-0.799710393089341,nordeste,0
Ribeira do Pombal,290025,192354.02113,-0.2714690880632654,nordeste,0
Euclides da Cunha,290026,184569.18926000004,-0.7694684151906349,nordeste,0
Cícero Dantas,290027,127117.44118,-0.7400049576158401,nordeste,0
Jeremoabo,290028,96341.81287,-0.7437621688621554,nordeste,0
Feira de Santana,290029,1235784.0604499998,0.11116182839202193,nordeste,0
Jacobina,290030,318908.05842,-0.5915275438176167,nordeste,0
Itaberaba,290031,217208.981881,-0.6389587928591711,nordeste,0
Conceição do Coité,290032,192721.90131999998,-0.1838512088917556,nordeste,0
Serrinha,290033,188895.1299,-0.26134206214710914,nordeste,0
Seabra,290034,176917.79693,-0.6741718663367142,nordeste,3
Belo Horizonte,310001,5302661.613623001,-0.3843466908612995,sudeste,0
Sete Lagoas,310002,414784.14420100005,-0.6240128822934503,sudeste,3
Santa Bárbara - Ouro Preto,310003,259941.603071,-0.23354842455813227,sudeste,0
Curvelo,310004,184938.06675999996,-0.5635622921448893,sudeste,3
Itabira,310005,156708.129292,-0.40586749333565747,sudeste,0
Montes Claros,310006,772503.515917,-0.9547514814016633,sudeste,3
Janaúba,310007,222460.21700499998,-0.6713224612468002,sudeste,3
Salinas,310008,192580.832348,-0.7733270106304433,sudeste,3
Januária,310009,150628.74508,-0.973827032490408,sudeste,3
Pirapora,310010,147491.22293500003,-0.8610492572687546,sudeste,3
São Francisco,310011,116369.90954,-1.0596004962061711,sudeste,3
Espinosa,310012,95914.98229,-0.5131569261072859,sudeste,0
Teófilo Otoni,310013,490239.30398100003,-0.4850258325630503,sudeste,3
Capelinha,310014,178218.62567,-1.0202525345923041,sudeste,3
Almenara,310015,169968.86164000002,0.11306325669959985,sudeste,0
Diamantina,310016,125470.937976,-0.7961663974330939,sudeste,3
