imedreg,imedreg_codepopulacao,incidencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.6364165454907303,norte,0
Ariquemes,110002,244267.98213300004,-0.14703240260766196,norte,0
Jaru,110003,120564.550067,-0.357901914045908,norte,0
Ji-Paraná,110004,304025.6776749999,-0.15742352159858086,norte,0
Cacoal,110005,302589.83598300006,-0.2673352890277419,norte,0
Vilhena,110006,165292.086385,-0.8838359927810688,norte,0
Rio Branco,120001,504876.57074800006,0.009254279680244237,norte,0
Brasiléia,120002,72338.13942400001,-0.6757476138555323,norte,0
Sena Madureira,120003,62990.199089999995,0.5947814703825032,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-1.0924603456758535,norte,0
Tarauacá,120005,90942.145483,-0.6934249673122186,norte,0
Manaus,130001,2569981.538139,-0.5745091589328594,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.3719862630948212,norte,0
Coari,130003,156942.81565,-0.9099219687552643,norte,0
Manacapuru,130004,144349.73552,-0.4560283647139262,norte,0
Tefé,130005,182082.64676700003,0.6762457935097189,norte,0
Tabatinga,130006,231873.164687,-0.9588797654422824,norte,0
Eirunepé,130007,101999.009491,-0.5683933576250216,norte,0
Lábrea,130008,130885.96567100001,-0.07524795757611778,norte,0
Manicoré,130009,161550.21102,-0.1622972006222375,norte,0
Parintins,130010,249841.37481000004,-0.6706523222860072,norte,0
Itacoatiara,130011,173964.624469,-0.464586614880704,norte,0
Boa Vista,140001,473642.83966299996,1.092415423554684,norte,0
Pacaraima,140002,55863.802617,-0.7169370603470829,norte,0
Rorainópolis,140003,63088.226788,-0.6905282794241486,norte,0
Caracaraí,140004,38586.120428999995,-0.05347298644446321,norte,0
Belém,150001,2592933.5334,-0.7524714309241874,norte,3
Cametá,150002,227778.21129,-0.6235373455259199,norte,0
Abaetetuba,150003,439624.04368,-0.22474881540836,norte,3
Castanhal,150004,518779.56397599995,-1.0980562425452827,norte,3
Bragança,150005,313089.568425,-1.012259375189309,norte,3
Capanema,150006,191054.418786,-1.115332663678238,norte,3
Paragominas,150007,410930.524905,-0.8348151383868034,norte,3
Capitão Poço,150008,107161.11330300002,-0.6200813160679225,norte,3
Marabá,150009,570348.4834569999,-0.7963334696258527,norte,3
Parauapebas,150010,408077.52058,-0.19917213354224308,norte,3
Tucuruí,150011,420204.09783,-1.1087935454613045,norte,3
Redenção,150012,279895.77273,-0.8915860829925346,norte,0
Tucumã - São Félix do Xingu,150013,295441.18707,-0.910796132505117,norte,3
Xinguara,150014,89038.29791200001,-1.1106040491106346,norte,0
Santarém,150015,445651.83932,-0.871950737536875,norte,3
Itaituba,150016,251297.803402,-0.9895216109454598,norte,3
Oriximiná,150017,223524.79957299997,-0.5609193937751648,norte,3
Altamira,150018,262477.021438,-1.0129664399023908,norte,3
Almeirim - Porto de Moz,150019,74686.83649,-1.163226725305384,norte,3
Breves,150020,411484.63013,-0.800274549545851,norte,3
Soure-Salvaterra,150021,157265.792093,-1.17608026378008,norte,0
Macapá,160001,654457.36529,0.7041280411681747,norte,0
Laranjal do Jari,160002,67333.12171,-0.26171906962459235,norte,0
Oiapoque,160003,79858.085703,0.5120537932977581,norte,0
Porto Grande,160004,60124.417104,1.3230115075062008,norte,0
Palmas,170001,389665.86524799996,-0.0023781433591595438,norte,0
Porto Nacional,170002,104659.863133,0.0148338726269454,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.6323679753716058,norte,0
Miracema do Tocantins,170004,45475.336239,-0.20659613645638666,norte,0
Araguaína,170005,325628.103233,-0.07706949496586137,norte,0
Guaraí,170006,86945.84316899999,-0.5181010819596549,norte,0
Colinas do Tocantins,170007,65495.96647999999,0.6128672526156246,norte,0
Tocantinópolis,170008,49789.446823,0.09105907349985431,norte,0
Araguatins,170009,137158.76029900002,-0.6036524821907508,norte,0
Gurupi,170010,181173.013458,-0.7003994575530503,norte,0
Dianópolis,170011,83869.633012,-1.0068425479611787,norte,0
São Luís,210001,1676128.6191400003,-1.1514126616555662,nordeste,3
Pinheiro,210002,341442.109984,-1.2191729684770216,nordeste,3
Chapadinha,210003,277946.115811,-1.198091497610206,nordeste,3
Itapecuru Mirim,210004,298355.59337,-1.1401978673891873,nordeste,3
Viana,210005,257692.15209,-1.0206427822790203,nordeste,3
Barreirinhas,210006,133084.28007,-1.0618983663153299,nordeste,3
Tutóia - Araioses,210007,207214.69482999996,-1.2621381983110096,nordeste,3
Cururupu,210008,122984.01033999998,-1.2976057923253979,nordeste,3
Santa Inês,210009,451846.73544499994,-0.851590782574712,nordeste,3
Bacabal,210010,405800.035922,-1.2002316531453137,nordeste,3
Governador Nunes Freire,210011,224565.45183500004,-1.1180540005064004,nordeste,3
Pedreiras,210012,184672.964411,-1.048608154225546,nordeste,3
Caxias,210013,268928.562695,-1.0897923752101815,nordeste,3
Timon,210014,258592.85308,-1.0578805645845266,nordeste,3
Codó,210015,228457.45221000002,-1.1213487721915358,nordeste,3
Presidente Dutra,210016,237441.48151899996,-1.0137729462213272,nordeste,3
São João dos Patos,210017,145805.764558,-0.7916431122358731,nordeste,0
Colinas,210018,80821.55705,-1.0164278539437979,nordeste,3
Imperatriz,210019,532231.693353,-1.1274504183319254,nordeste,0
Barra do Corda,210020,280148.643331,-1.0986700475444175,nordeste,3
Açailândia,210021,270352.99432999996,-1.078360590239721,nordeste,3
Balsas,210022,230084.23996099998,-0.07525058909524081,nordeste,3
Teresina,220001,1134373.896284,-0.04575133785521482,nordeste,3
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.4832346175558066,nordeste,0
Campo Maior,220003,136084.484612,-0.34149501226316575,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.4046382355904689,nordeste,0
Barras,220005,94902.30242899999,-0.84484125304865,nordeste,3
Parnaíba,220006,282098.81894,-0.8344897429537197,nordeste,3
Piripiri,220007,174437.123889,-0.530345635893641,nordeste,3
Esperantina,220008,146372.46837199997,-1.1950952717521193,nordeste,3
Picos,220009,291225.751458,-0.3932691026554797,nordeste,0
Paulistana,220010,79939.350837,0.28648807059345965,nordeste,0
Oeiras,220011,68545.96854100001,-0.28029300503623317,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.3018969556798176,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.27989954287162827,nordeste,0
São João do Piauí,220014,48436.09284500001,0.14782846315522635,nordeste,0
Corrente,220015,120522.36767299999,-0.25158079512957365,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.7977630871402238,nordeste,0
Floriano,220017,124347.35358400001,-0.5101827762456596,nordeste,0
Uruçuí,220018,61936.30414100001,-0.3489932277653629,nordeste,0
