imedreg,imedreg_codepopulacao,prevalencia_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,1.6578132827913195,norte,0
Ariquemes,110002,244267.98213300004,0.7255584225175064,norte,0
Jaru,110003,120564.550067,-0.49219474108427363,norte,0
Ji-Paraná,110004,304025.6776749999,0.15976901853785308,norte,0
Cacoal,110005,302589.83598300006,-0.4823545827511134,norte,0
Vilhena,110006,165292.086385,-0.5058268745461841,norte,0
Rio Branco,120001,504876.57074800006,2.501085231648591,norte,0
Brasiléia,120002,72338.13942400001,-0.5425727401266924,norte,0
Sena Madureira,120003,62990.199089999995,-0.5425727401266924,norte,0
Cruzeiro do Sul,120004,163322.92484599998,-0.3566282135529716,norte,3
Tarauacá,120005,90942.145483,-0.5425727401266924,norte,0
Manaus,130001,2569981.538139,6.176469939180077,norte,1
São Gabriel da Cachoeira,130002,104242.843152,-0.3677751059437329,norte,2
Coari,130003,156942.81565,1.8955729503796148,norte,1
Manacapuru,130004,144349.73552,10.313287837752412,norte,1
Tefé,130005,182082.64676700003,1.6243137284680265,norte,1
Tabatinga,130006,231873.164687,4.251020109103465,norte,0
Eirunepé,130007,101999.009491,-0.5425727401266924,norte,2
Lábrea,130008,130885.96567100001,0.617559432311931,norte,1
Manicoré,130009,161550.21102,-0.2793938482742315,norte,2
Parintins,130010,249841.37481000004,2.204528253638536,norte,1
Itacoatiara,130011,173964.624469,2.2915971566111333,norte,1
Boa Vista,140001,473642.83966299996,4.176507762620738,norte,0
Pacaraima,140002,55863.802617,1.414480110901025,norte,1
Rorainópolis,140003,63088.226788,0.9015479216178225,norte,1
Caracaraí,140004,38586.120428999995,-0.5425727401266924,norte,2
Belém,150001,2592933.5334,2.727478647841392,norte,0
Cametá,150002,227778.21129,-0.16925691440318616,norte,0
Abaetetuba,150003,439624.04368,-0.39059786608020675,norte,0
Castanhal,150004,518779.56397599995,0.3355170897725192,norte,0
Bragança,150005,313089.568425,-0.15458148137097696,norte,0
Capanema,150006,191054.418786,0.2610080972381739,norte,0
Paragominas,150007,410930.524905,-0.43910852187567806,norte,0
Capitão Poço,150008,107161.11330300002,-0.25917699139780465,norte,0
Marabá,150009,570348.4834569999,-0.36153497744662527,norte,0
Parauapebas,150010,408077.52058,0.1718563159046956,norte,0
Tucuruí,150011,420204.09783,-0.3691198637023728,norte,0
Redenção,150012,279895.77273,-0.4991722933919428,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-0.522014331029907,norte,0
Xinguara,150014,89038.29791200001,-0.39651708073047925,norte,0
Santarém,150015,445651.83932,0.043475405158619466,norte,0
Itaituba,150016,251297.803402,-0.34921487688715613,norte,0
Oriximiná,150017,223524.79957299997,-0.3523629486583883,norte,0
Altamira,150018,262477.021438,-0.21860833911479124,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.2986020055258953,norte,0
Breves,150020,411484.63013,-0.21783736109216129,norte,2
Soure-Salvaterra,150021,157265.792093,0.0367459445335925,norte,1
Macapá,160001,654457.36529,5.536264059673849,norte,0
Laranjal do Jari,160002,67333.12171,0.9909164368304728,norte,1
Oiapoque,160003,79858.085703,-0.010170727976060416,norte,2
Porto Grande,160004,60124.417104,0.4676326107740637,norte,1
Palmas,170001,389665.86524799996,-0.05557706457085058,norte,3
Porto Nacional,170002,104659.863133,-0.5425727401266924,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.49212009628967796,norte,3
Miracema do Tocantins,170004,45475.336239,-0.5425727401266924,norte,0
Araguaína,170005,325628.103233,-0.13726221970041994,norte,0
Guaraí,170006,86945.84316899999,-0.464756010298694,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.5425727401266924,norte,0
Tocantinópolis,170008,49789.446823,-0.40434092184466436,norte,0
Araguatins,170009,137158.76029900002,-0.49446990262874885,norte,0
Gurupi,170010,181173.013458,-0.4725525731990178,norte,3
Dianópolis,170011,83869.633012,-0.47015319362699637,norte,3
São Luís,210001,1676128.6191400003,6.733833045612026,nordeste,0
Pinheiro,210002,341442.109984,-0.5425727401266924,nordeste,2
Chapadinha,210003,277946.115811,-0.28034346147233263,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.3186392521990191,nordeste,2
Viana,210005,257692.15209,-0.14188295366799394,nordeste,2
Barreirinhas,210006,133084.28007,-0.45129523109812403,nordeste,2
Tutóia - Araioses,210007,207214.69482999996,-0.5425727401266924,nordeste,0
Cururupu,210008,122984.01033999998,-0.43512975713104945,nordeste,2
Santa Inês,210009,451846.73544499994,-0.3456980190529087,nordeste,0
Bacabal,210010,405800.035922,-0.3479956005206682,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.48847892704730816,nordeste,0
Pedreiras,210012,184672.964411,-0.44390425109479403,nordeste,3
Caxias,210013,268928.562695,-0.248965361830937,nordeste,0
Timon,210014,258592.85308,-0.2372301550503089,nordeste,0
Codó,210015,228457.45221000002,-0.5159866045943663,nordeste,0
Presidente Dutra,210016,237441.48151899996,-0.46583213757103975,nordeste,0
São João dos Patos,210017,145805.764558,-0.50091594551204,nordeste,0
Colinas,210018,80821.55705,-0.04795123814649436,nordeste,3
Imperatriz,210019,532231.693353,0.5163978283483891,nordeste,4
Barra do Corda,210020,280148.643331,-0.5425727401266924,nordeste,0
Açailândia,210021,270352.99432999996,-0.27297850228764864,nordeste,0
Balsas,210022,230084.23996099998,-0.4369800965131272,nordeste,0
Teresina,220001,1134373.896284,0.7156924489918003,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,-0.2316717601385525,nordeste,0
Campo Maior,220003,136084.484612,-0.31940987166514767,nordeste,0
Valença do Piauí,220004,79823.38348399999,-0.3903917494764422,nordeste,0
Barras,220005,94902.30242899999,-0.5425727401266924,nordeste,0
Parnaíba,220006,282098.81894,-0.1334883795387825,nordeste,0
Piripiri,220007,174437.123889,-0.05510075518580898,nordeste,0
Esperantina,220008,146372.46837199997,-0.28990482692333136,nordeste,0
Picos,220009,291225.751458,-0.3944226953487451,nordeste,0
Paulistana,220010,79939.350837,-0.4665926286518102,nordeste,3
Oeiras,220011,68545.96854100001,-0.3653544173834082,nordeste,0
Simplício Mendes,220012,41332.865334999995,-0.5425727401266924,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,0.4663616394672464,nordeste,0
São João do Piauí,220014,48436.09284500001,-0.2681645942907857,nordeste,0
Corrente,220015,120522.36767299999,-0.5425727401266924,nordeste,0
Bom Jesus,220016,77915.88872199999,-0.15280623117394262,nordeste,0
Floriano,220017,124347.35358400001,-0.29834555664578477,nordeste,3
Uruçuí,220018,61936.30414100001,-0.4445074636775558,nordeste,0
Canto do Buriti,220019,49014.573814,-0.2947362166113082,nordeste,0
Fortaleza,230001,4212262.35793,6.90357011687751,nordeste,0
Itapipoca,230002,311590.29093,0.0032286760583366907,nordeste,1
Redenção-Acarape,230003,229672.19836,0.30368390999578665,nordeste,1
Canindé,230004,204751.35333000004,-0.00861576058651961,nordeste,2
Itapagé,230005,156725.52479,-0.38755521388868125,nordeste,2
Quixadá,230006,333010.95934999996,0.2599450964812542,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,0.4496854190867412,nordeste,1
Aracati,230008,152228.60224,0.335209853721746,nordeste,1
Iguatu,230009,330687.50607,0.18985698071320004,nordeste,0
Icó,230010,110782.59877,-0.21361489718413665,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.3298867292502384,nordeste,0
Brejo Santo,230012,188837.72431,-0.41391622702755987,nordeste,0
Crateús,230013,247029.53571999999,-0.05082581034179167,nordeste,0
Tauá,230014,92350.27985,0.5097338989332602,nordeste,0
Sobral,230015,613519.6217039999,0.7532638922758602,nordeste,0
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.37840479971422664,nordeste,0
Acaraú,230017,216118.57382999998,-0.09290841520086483,nordeste,0
Camocim,230018,144405.99371,-0.37433039417469427,nordeste,0
Natal,240001,1743859.074166,1.5476291573234284,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,-0.13379976080821004,nordeste,0
Canguaretama,240003,139853.969338,0.06544154385863224,nordeste,0
Santa Cruz,240004,99814.195614,0.15542169826555935,nordeste,0
João Câmara,240005,73448.84682600001,-0.4570052256188343,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,-0.33232321455699854,nordeste,0
Caicó,240007,177541.72769499998,-0.439941079389575,nordeste,0
Currais Novos,240008,112075.386137,-0.255585523285664,nordeste,0
Mossoró,240009,506065.532053,1.0346384611336308,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.16719114084052122,nordeste,0
