imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.5158807413264648,norte,0
Ariquemes,110002,244267.98213300004,-0.45652768217730516,norte,0
Jaru,110003,120564.550067,-0.9692153286588717,norte,0
Ji-Paraná,110004,304025.6776749999,0.17144659272304852,norte,0
Cacoal,110005,302589.83598300006,-0.630692513559801,norte,0
Vilhena,110006,165292.086385,-0.5190184731525848,norte,0
Rio Branco,120001,504876.57074800006,0.35929168640841114,norte,4
Brasiléia,120002,72338.13942400001,-0.9066303164674102,norte,0
Sena Madureira,120003,62990.199089999995,-1.4300066328218397,norte,3
Cruzeiro do Sul,120004,163322.92484599998,-0.5136389435690519,norte,3
Tarauacá,120005,90942.145483,-1.3909788695100769,norte,3
Manaus,130001,2569981.538139,3.2295115130295176,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.7136942310100519,norte,0
Coari,130003,156942.81565,-0.1230908290012437,norte,0
Manacapuru,130004,144349.73552,1.053525484388295,norte,0
Tefé,130005,182082.64676700003,-0.6370346837882851,norte,3
Tabatinga,130006,231873.164687,-0.0631579960990643,norte,3
Eirunepé,130007,101999.009491,-1.6441842208168307,norte,0
Lábrea,130008,130885.96567100001,-1.1761250557444138,norte,0
Manicoré,130009,161550.21102,-0.19084337175791807,norte,0
Parintins,130010,249841.37481000004,1.0103799035348004,norte,0
Itacoatiara,130011,173964.624469,0.6462100606376874,norte,0
Boa Vista,140001,473642.83966299996,-0.6274277962349109,norte,0
Pacaraima,140002,55863.802617,-0.14997044758574177,norte,0
Rorainópolis,140003,63088.226788,-0.897994538726841,norte,2
Caracaraí,140004,38586.120428999995,-0.30145537617542817,norte,3
Belém,150001,2592933.5334,1.8303789341038592,norte,0
Cametá,150002,227778.21129,0.25320154977800713,norte,0
Abaetetuba,150003,439624.04368,0.29300484623662365,norte,0
Castanhal,150004,518779.56397599995,1.4252904189701934,norte,0
Bragança,150005,313089.568425,0.29189594762646964,norte,0
Capanema,150006,191054.418786,1.9354386848231246,norte,0
Paragominas,150007,410930.524905,0.06672174103294032,norte,0
Capitão Poço,150008,107161.11330300002,-0.5469108748685707,norte,0
Marabá,150009,570348.4834569999,0.24642031580654072,norte,0
Parauapebas,150010,408077.52058,-1.4779488111734198,norte,3
Tucuruí,150011,420204.09783,1.988536839298484,norte,0
Redenção,150012,279895.77273,-1.023406215017241,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.4049675368935188,norte,0
Xinguara,150014,89038.29791200001,-1.3799324522964151,norte,3
Santarém,150015,445651.83932,2.201929599031023,norte,0
Itaituba,150016,251297.803402,-0.7994665129968141,norte,2
Oriximiná,150017,223524.79957299997,0.11735791942325399,norte,0
Altamira,150018,262477.021438,-0.27333469680773936,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.7990172007286428,norte,0
Breves,150020,411484.63013,-0.21120560091607193,norte,0
Soure-Salvaterra,150021,157265.792093,0.3898448354792335,norte,0
Macapá,160001,654457.36529,-0.4587371176434451,norte,3
Laranjal do Jari,160002,67333.12171,-1.4173472435907446,norte,3
Oiapoque,160003,79858.085703,-1.5846331669942315,norte,3
Porto Grande,160004,60124.417104,-1.7106780039389515,norte,3
Palmas,170001,389665.86524799996,-1.1638631756206257,norte,0
Porto Nacional,170002,104659.863133,-0.5129679174051197,norte,3
Paraíso do Tocantins,170003,120386.17455700002,-0.6510247711417939,norte,0
Miracema do Tocantins,170004,45475.336239,-0.4548567454727615,norte,0
Araguaína,170005,325628.103233,-0.773102167219978,norte,3
Guaraí,170006,86945.84316899999,-0.20623818715982717,norte,3
Colinas do Tocantins,170007,65495.96647999999,-1.0387093283780908,norte,0
Tocantinópolis,170008,49789.446823,-0.45782475026963676,norte,0
Araguatins,170009,137158.76029900002,-0.45459998082512976,norte,0
Gurupi,170010,181173.013458,-0.5357973240121018,norte,0
Dianópolis,170011,83869.633012,-0.27691583035082284,norte,3
São Luís,210001,1676128.6191400003,3.639693051942513,nordeste,0
Pinheiro,210002,341442.109984,-0.1011057525683403,nordeste,0
Chapadinha,210003,277946.115811,-0.40647171636497226,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.18377550209408877,nordeste,2
Viana,210005,257692.15209,0.6819997141362532,nordeste,0
Barreirinhas,210006,133084.28007,-0.7100178398181296,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.362546570813667,nordeste,0
Cururupu,210008,122984.01033999998,-0.8518112603636367,nordeste,2
Santa Inês,210009,451846.73544499994,-0.5215867655722765,nordeste,0
Bacabal,210010,405800.035922,0.44253713358682756,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.8817711283175045,nordeste,0
Pedreiras,210012,184672.964411,-0.7829872702788995,nordeste,0
Caxias,210013,268928.562695,-0.3562129050551683,nordeste,0
Timon,210014,258592.85308,0.9406404975887926,nordeste,0
Codó,210015,228457.45221000002,2.0410984299051003,nordeste,0
Presidente Dutra,210016,237441.48151899996,-1.462862487364058,nordeste,0
São João dos Patos,210017,145805.764558,-0.9600534368783231,nordeste,0
Colinas,210018,80821.55705,-0.5444283109838172,nordeste,3
Imperatriz,210019,532231.693353,1.7305513293037662,nordeste,4
Barra do Corda,210020,280148.643331,-0.8716990962988724,nordeste,0
Açailândia,210021,270352.99432999996,0.01485495220789522,nordeste,0
Balsas,210022,230084.23996099998,-1.1313223657479186,nordeste,0
Teresina,220001,1134373.896284,0.05875941684167292,nordeste,0
