imedreg,imedreg_codepopulacao,letalidade_normalizada,regiao,cluster
Porto Velho,110001,659719.873318,0.21602989605435716,norte,0
Ariquemes,110002,244267.98213300004,-0.44259449358360714,norte,0
Jaru,110003,120564.550067,-1.015371033221034,norte,0
Ji-Paraná,110004,304025.6776749999,-0.09808175794248966,norte,0
Cacoal,110005,302589.83598300006,-0.6338870156436528,norte,0
Vilhena,110006,165292.086385,-0.4622410309101494,norte,0
Rio Branco,120001,504876.57074800006,0.4834751048495982,norte,4
Brasiléia,120002,72338.13942400001,-0.8205293395413739,norte,0
Sena Madureira,120003,62990.199089999995,-1.491668022475608,norte,3
Cruzeiro do Sul,120004,163322.92484599998,-0.5233400791853005,norte,3
Tarauacá,120005,90942.145483,-1.3096312701567263,norte,3
Manaus,130001,2569981.538139,2.6586326361699206,norte,0
São Gabriel da Cachoeira,130002,104242.843152,-0.6608770507111246,norte,0
Coari,130003,156942.81565,-0.25616437663962977,norte,0
Manacapuru,130004,144349.73552,1.1448017364278262,norte,0
Tefé,130005,182082.64676700003,-0.5498627213186479,norte,3
Tabatinga,130006,231873.164687,0.14549669919864489,norte,4
Eirunepé,130007,101999.009491,-1.4771821031016557,norte,0
Lábrea,130008,130885.96567100001,-1.0234090456397393,norte,0
Manicoré,130009,161550.21102,-0.4078178107512415,norte,0
Parintins,130010,249841.37481000004,0.44534254583975064,norte,0
Itacoatiara,130011,173964.624469,0.5033254279834007,norte,0
Boa Vista,140001,473642.83966299996,-0.8527586038324895,norte,0
Pacaraima,140002,55863.802617,-0.0280441487714843,norte,0
Rorainópolis,140003,63088.226788,-0.9211155960683464,norte,0
Caracaraí,140004,38586.120428999995,-0.5966519204377987,norte,3
Belém,150001,2592933.5334,1.8264091503304183,norte,0
Cametá,150002,227778.21129,0.17171020413715274,norte,0
Abaetetuba,150003,439624.04368,0.348182298755686,norte,0
Castanhal,150004,518779.56397599995,1.4437207264040275,norte,0
Bragança,150005,313089.568425,0.2880725458229141,norte,0
Capanema,150006,191054.418786,1.7648572094622619,norte,0
Paragominas,150007,410930.524905,0.22070987753798424,norte,0
Capitão Poço,150008,107161.11330300002,-0.40565123582126283,norte,0
Marabá,150009,570348.4834569999,0.4713268604941539,norte,0
Parauapebas,150010,408077.52058,-1.3155523062568972,norte,3
Tucuruí,150011,420204.09783,2.0815831605388992,norte,0
Redenção,150012,279895.77273,-0.9421770445813813,norte,3
Tucumã - São Félix do Xingu,150013,295441.18707,-1.3939016566066504,norte,0
Xinguara,150014,89038.29791200001,-1.3057629834112856,norte,3
Santarém,150015,445651.83932,-0.007582802857378332,norte,0
Itaituba,150016,251297.803402,-0.8099383261990413,norte,0
Oriximiná,150017,223524.79957299997,-0.42975019251061247,norte,0
Altamira,150018,262477.021438,-0.13961882688457758,norte,0
Almeirim - Porto de Moz,150019,74686.83649,-0.6698151663151491,norte,0
Breves,150020,411484.63013,-0.1527761824890601,norte,0
Soure-Salvaterra,150021,157265.792093,0.7168713793063014,norte,0
Macapá,160001,654457.36529,-0.2559334930400434,norte,3
Laranjal do Jari,160002,67333.12171,-1.3356607208440672,norte,3
Oiapoque,160003,79858.085703,-1.3880126304534315,norte,3
Porto Grande,160004,60124.417104,-1.5034917935545686,norte,3
Palmas,170001,389665.86524799996,-1.0311735949614844,norte,0
Porto Nacional,170002,104659.863133,-0.294062477450803,norte,0
Paraíso do Tocantins,170003,120386.17455700002,-0.4463534969964237,norte,0
Miracema do Tocantins,170004,45475.336239,-0.5323911099357097,norte,0
Araguaína,170005,325628.103233,-0.5893324937977837,norte,3
Guaraí,170006,86945.84316899999,-0.11787356577410345,norte,3
Colinas do Tocantins,170007,65495.96647999999,-0.9657880169802471,norte,0
Tocantinópolis,170008,49789.446823,-0.2577313919351023,norte,0
Araguatins,170009,137158.76029900002,-0.5074003101158675,norte,0
Gurupi,170010,181173.013458,-0.4400645790300702,norte,0
Dianópolis,170011,83869.633012,-0.3650062082614612,norte,3
São Luís,210001,1676128.6191400003,3.344019707152952,nordeste,0
Pinheiro,210002,341442.109984,-0.1845903765357103,nordeste,0
Chapadinha,210003,277946.115811,-0.30177735687498497,nordeste,0
Itapecuru Mirim,210004,298355.59337,-0.19302183979403734,nordeste,2
Viana,210005,257692.15209,0.4371600239295066,nordeste,0
Barreirinhas,210006,133084.28007,-0.5757976499761728,nordeste,0
Tutóia - Araioses,210007,207214.69482999996,-0.30459439385071513,nordeste,0
Cururupu,210008,122984.01033999998,-0.6592377087515899,nordeste,2
Santa Inês,210009,451846.73544499994,-0.5832778846413869,nordeste,0
Bacabal,210010,405800.035922,0.40643824375404236,nordeste,0
Governador Nunes Freire,210011,224565.45183500004,-0.7084642084660122,nordeste,0
Pedreiras,210012,184672.964411,-0.6255387541251732,nordeste,0
Caxias,210013,268928.562695,-0.12250606367137902,nordeste,0
Timon,210014,258592.85308,0.7712131007116098,nordeste,0
Codó,210015,228457.45221000002,1.5566054037813184,nordeste,0
Presidente Dutra,210016,237441.48151899996,-1.4317959842101349,nordeste,0
São João dos Patos,210017,145805.764558,-0.8558096486076301,nordeste,0
Colinas,210018,80821.55705,-0.5007333396275057,nordeste,3
Imperatriz,210019,532231.693353,1.2591541598420912,nordeste,4
Barra do Corda,210020,280148.643331,-0.7449520032429691,nordeste,0
Açailândia,210021,270352.99432999996,-0.2801097391074284,nordeste,0
Balsas,210022,230084.23996099998,-1.0638569277894747,nordeste,0
Teresina,220001,1134373.896284,0.20206376328470113,nordeste,0
Amarante - Água Branca - Regeneração,220002,156289.00978199998,0.3697811428652193,nordeste,0
Campo Maior,220003,136084.484612,0.032061821791900764,nordeste,0
Valença do Piauí,220004,79823.38348399999,0.32662446069043427,nordeste,0
Barras,220005,94902.30242899999,-0.11501769636792597,nordeste,0
Parnaíba,220006,282098.81894,-0.012977197877801152,nordeste,0
Piripiri,220007,174437.123889,-0.20590229604698881,nordeste,0
Esperantina,220008,146372.46837199997,-0.3138485485906831,nordeste,0
Picos,220009,291225.751458,-0.3293411158010562,nordeste,0
Paulistana,220010,79939.350837,-0.9980526875636391,nordeste,0
Oeiras,220011,68545.96854100001,-0.5288017645372967,nordeste,0
Simplício Mendes,220012,41332.865334999995,0.07519788207194253,nordeste,0
São Raimundo Nonato,220013,113098.98546299999,-0.4230726853370847,nordeste,0
São João do Piauí,220014,48436.09284500001,0.1590994357402438,nordeste,0
Corrente,220015,120522.36767299999,0.09202191669232286,nordeste,4
Bom Jesus,220016,77915.88872199999,-0.39003618023784203,nordeste,0
Floriano,220017,124347.35358400001,-0.3453925636030853,nordeste,0
Uruçuí,220018,61936.30414100001,-0.7212430643511806,nordeste,0
Canto do Buriti,220019,49014.573814,1.1524661614099314,nordeste,0
Fortaleza,230001,4212262.35793,2.122867663878478,nordeste,1
Itapipoca,230002,311590.29093,1.656042298045304,nordeste,1
Redenção-Acarape,230003,229672.19836,0.19986671278872462,nordeste,1
Canindé,230004,204751.35333000004,1.3188515939236904,nordeste,1
Itapagé,230005,156725.52479,2.3432460083749707,nordeste,1
Quixadá,230006,333010.95934999996,0.5604280772183816,nordeste,0
Russas - Limoeiro do Norte,230007,385634.97420500003,-0.28952000610550616,nordeste,0
Aracati,230008,152228.60224,0.14244108629309613,nordeste,0
Iguatu,230009,330687.50607,0.3195919266321364,nordeste,0
Icó,230010,110782.59877,0.2114286965081005,nordeste,0
Juazeiro do Norte,230011,851305.5297979999,-0.1009743164808915,nordeste,0
Brejo Santo,230012,188837.72431,-0.2349580942887132,nordeste,0
Crateús,230013,247029.53571999999,-0.21237425691532916,nordeste,0
Tauá,230014,92350.27985,0.2149193617249361,nordeste,0
Sobral,230015,613519.6217039999,0.17206062232084418,nordeste,1
São Benedito - Ipu - Guaraciaba do Norte - Tianguá,230016,406972.32661999995,-0.062458445227323946,nordeste,0
Acaraú,230017,216118.57382999998,-0.38517230286010457,nordeste,0
Camocim,230018,144405.99371,0.9170702077279541,nordeste,0
Natal,240001,1743859.074166,1.1078512247741878,nordeste,0
Santo Antônio - Passa e Fica - Nova Cruz,240002,142754.64600200002,0.8755228082767628,nordeste,0
Canguaretama,240003,139853.969338,0.019068319727955616,nordeste,0
Santa Cruz,240004,99814.195614,-0.3466052127295674,nordeste,0
João Câmara,240005,73448.84682600001,-0.9924707414426606,nordeste,0
São Paulo do Potengi,240006,66820.48851699999,1.277104635414984,nordeste,0
Caicó,240007,177541.72769499998,-0.8161945491947329,nordeste,0
Currais Novos,240008,112075.386137,-0.667024880569435,nordeste,0
Mossoró,240009,506065.532053,0.3065749170741869,nordeste,0
Pau dos Ferros,240010,232247.75273900005,-0.7709030737672604,nordeste,0
Açu,240011,239683.381827,1.1104745850864033,nordeste,4
João Pessoa,250001,1452524.6672960005,0.6817867094474815,nordeste,0
Guarabira,250002,314765.34578200005,-0.44019379838412975,nordeste,0
Mamanguape - Rio Tinto,250003,148357.802504,-0.3819784140403309,nordeste,0
Itabaiana,250004,63753.31175000001,-0.05150141332736563,nordeste,2
Campina Grande,250005,931376.7193609999,0.307325979951847,nordeste,0
Cuité - Nova Floresta,250006,93945.32509700001,-1.110726068700048,nordeste,0
Monteiro,250007,56261.812517000006,-0.7963831763750424,nordeste,0
Sumé,250008,50438.907963000005,-0.6161343970099111,nordeste,0
Patos,250009,265946.903487,-0.0745672010666332,nordeste,0
Itaporanga,250010,122107.57574800002,-0.3634954854913666,nordeste,0
Catolé do Rocha - São Bento,250011,118344.00627,-0.8225894948498649,nordeste,0
Pombal,250012,65066.772294999995,-0.6719429908513618,nordeste,0
Princesa Isabel,250013,62855.512667999996,0.20384050105956264,nordeste,0
Sousa,250014,139757.42990999998,-0.28950486558880073,nordeste,0
